aar,cvr,vaerk_id,vrkanl_ny,vaerk_navn,vaerk_postnr,vaerk_postdistrikt,vaerk_kommune,fv_net,fv_net_navn,selskab_id,selskab_navn,kvoteaktivitet,vrktypeid,vrktypenavn,anlaeg_navn,anlaegstype_navn,DB07,NR117,aktoer,idriftdato,skrotdato,indfyretkapacitet_MW,elkapacitet_MW,varmekapacitet_MW,brutto_TJ,varmeprod_TJ,varmelev_TJ,elprod_TJ,ellev_TJ,andel_varmelev,andel_el,andel_process,kul_TJ,fuelolie_TJ,spildolie_TJ,gasolie_TJ,raffinaderigas_TJ,lpg_TJ,naturgas_TJ,affald_TJ,biogas_TJ,halm_TJ,skovflis_TJ,trae- og biomasseaffald_TJ,traepiller_TJ,bio-olie_TJ,braendselsfrit_TJ,solenergi_TJ,vandkraft_TJ,elektricitet_TJ,omgivelsesvarme_TJ
2021,29189900,804,804-5,Vejle Centralrenseanlæg,7100,Vejle,630,81,TVIS,2093,Vejle Kommune,0.0,ER,Erhvervsværk,Vejle renseanlæg,Forbrændingsmotor,370000.0,370000.0,pev,2014-12-04,00:00:00,2.207,0.887,0.929,33.8694688,17.6706,12.92976,12.12624,12.12624,0.2044207072,0.7461673364,0.0494119564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8694688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,29189994,1005,1005-1,Kraftvarmeværk Dianalund Kommune,4293,Dianalund,340,0,0,1898,Sorø kommune,0.0,LO,Lokalt værk,Kraftvarmeværk,Forbrændingsmotor,841100.0,840010.0,pev,1994-10-01,00:00:00,0.4,0.15,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,29190623,75,75-2,Gentofte Hospital,2900,Hellerup,157,2,Storkøbenhavns Fjernvarme,1597,Region Hovedstaden,0.0,ER,Erhvervsværk,"Dampkedel, KAC 7",Kedel,353000.0,350030.0,fvv,1987-01-01,00:00:00,117.78,0.0,98.7,27.470767799999997,20.696,0.0,0.0,0.0,0.2857142857142857,0.0,0.7142857142857143,0.0,0.0,0.0,0.986425,0.0,0.030038,26.4543048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,29190658,2308,2308-1,Roskildevej 17B,4330,Hvalsø,350,0,0,2314,Region Sjælland,0.0,LO,Lokalt værk,Motor,Forbrændingsmotor,351100.0,350010.0,kvt,2014-02-20,00:00:00,1.0,0.035,0.055,1.181211,0.0,0.0,0.378,0.378,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.181211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,29190925,1407,1407-1,Viborg Sygehus,8800,Viborg,791,0,0,1894,Region Midtjylland,0.0,LO,Lokalt værk,Zantingh (MAN),Forbrændingsmotor,861000.0,860010.0,pev,1997-07-01,00:00:00,0.48,0.15,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,29346909,1920,1920-2,Havneby Varmeværk,6792,Rømø,550,471,Havneby Fjernvarme (Rømø),1804,Havneby Varmeværk A.m.b.a.,0.0,FJ,Fjernvarmeværk,Fliskedel 2,Kedel,353000.0,350030.0,fvv,2006-11-01,00:00:00,4.6,0.0,4.3,21.295,18.1368,17.974800000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,29580715,127,127-4,Fuglebjerg Fjernvarme,4250,Fuglebjerg,370,27,Fuglebjerg Fjernvarme,134,FUGLEBJERG FJERNVARMEVÆRK,0.0,FJ,Fjernvarmeværk,Solvarme,Solvarme,353000.0,350030.0,fvv,2016-09-01,00:00:00,16.3,0.0,18.6,85.0113,96.82920000000001,96.82920000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7089,0.0,0.0,0.0,0.0,18.3024,0.0,0.0,0.0
2021,29781834,500,500-5,"Nordic Sugar, Nykøbing Sukkerfabrik",4800,Nykøbing F,376,51,Nykøbing Falster Fjernvarme,907,NORDIC SUGAR A/S,1.0,ER,Erhvervsværk,Kedel 7,Dampturbine,108100.0,100050.0,pev,1963-01-01,00:00:00,83.32,18.0,74.2,497.140162,430.95980000000003,56.1168,66.43512,0.0,0.3333333333333333,0.23142132166666665,0.43524534499999995,0.0,441.023362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.1168,0.0,0.0,0.0,0.0
2021,29809577,840,840-2,Hjørring Renseanlæg,9800,Hjørring,860,0,0,1896,HJØRRING VANDSELSKAB A/S,0.0,LO,Lokalt værk,BIogasmotor 2,Forbrændingsmotor,370000.0,370000.0,pev,2017-02-07,00:00:00,0.55,0.249,0.3,12.826134,0.0,0.0,4.6188,4.6188,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.826134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,29831459,1948,1948-1,MPM Invest Aps - Regulerkraft Toftlund,6520,Toftlund,550,0,0,1866,MPM INVEST ApS,1.0,DC,Decentralt værk,12 Stk ens FG Wilson Diesel Motorer,Forbrændingsmotor,351100.0,350010.0,kvt,2007-09-01,2023-05-01 00:00:00,49.8,20.4,0.0,0.07174,0.0,0.0,0.0288,0.0288,0.0,1.0,0.0,0.0,0.0,0.0,0.07174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,29839999,1934,1934-8,Energi Fyn Produktion - Kratholm,5260,Odense S,461,79,Fjernvarme Fyn,1787,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 8,Forbrændingsmotor,351100.0,350010.0,kvt,2006-09-22,00:00:00,259.2,84.0,76.0,30.8563252,12.597588000000002,12.597588000000002,9.337401719999999,9.337401719999999,0.1654091348457143,0.8345908651542857,0.0,0.0,0.0,0.0,23.2423252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.614000000000001,0.0
2021,29845867,1973,1973-1,Regulerkraft Ikast ApS,7430,Ikast,756,0,0,1888,REGULERKRAFT IKAST ApS,1.0,DC,Decentralt værk,"Regulerkraft, 9 stk. ens PM  Energi Diesel Units",Forbrændingsmotor,351100.0,350010.0,kvt,2008-04-14,2021-10-01 00:00:00,37.4,15.3,0.0,0.03587,0.0,0.0,0.016488,0.016488,0.0,1.0,0.0,0.0,0.0,0.0,0.03587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,29848408,1469,1469-1,Hvims Biogas,9982,Ålbæk,813,0,0,1477,NORDJYDSK MINKFODER A/S,0.0,ER,Erhvervsværk,Hvims Industribiogasanlæg,Forbrændingsmotor,109100.0,100050.0,pev,2000-12-15,2021-12-31 00:00:00,1.5,0.51,0.7,2.628,1.26,0.0,0.8496,0.8496,0.0,0.7602739726,0.2397260274,0.0,0.108,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,29936056,2409,2409-1,Kiddegård Biogas,7300,Jelling,630,0,0,2390,Kiddegaard Biogas ApS,0.0,LO,Lokalt værk,Jenbacher,Forbrændingsmotor,11100.0,10000.0,pev,2019-12-31,00:00:00,2.1,0.851,0.95,67.009994,32.83488,0.0,24.1236,24.1236,0.0,0.7550001273,0.2449998727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.009994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,29977089,1939,1939-5,Østermose BioEnergi,7441,Bording,756,0,0,2042,ØSTERMOSE BIOENERGI ApS,0.0,LO,Lokalt værk,Motorgenerator4 u/ varme (2 stk),Forbrændingsmotor,351100.0,350010.0,kvt,2008-11-10,2021-12-31 00:00:00,70.65,25.799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,30079566,2351,2351-1,Friland Årslev ApS,5792,Årslev,430,0,0,2352,FRILAND ÅRSLEV ApS,0.0,ER,Erhvervsværk,Gasturbine,Gasturbine,16100.0,10000.0,pev,1996-10-22,00:00:00,1.9,0.736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,30134885,1949,1949-1,Regulerkraftværk Tønder,6270,Tønder,550,0,0,1867,Skou Hansen I/S v/Carl Skou og Lars Peter Skou Hansen,1.0,DC,Decentralt værk,12 stk. ens PM Energi diesel motor units,Forbrændingsmotor,351100.0,350010.0,kvt,2007-10-12,00:00:00,49.8,20.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,30173929,122,122-3,Varmecentral Niels Juelsvej,9900,Frederikshavn,813,289,Frederikshavn Fjernvarme,1858,FREDERIKSHAVN VARME A/S,1.0,FJ,Fjernvarmeværk,kedel 3,Kedel,353000.0,350030.0,fvv,2012-01-01,00:00:00,117.7,0.0,127.35,324.395982,320.8032,320.8032,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.754382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2628,0.0,0.0,47.1744,80.20439999999999
2021,30174968,115,115-1,Ferritslev Fjernvarmeværk,5863,Ferritslev Fyn,430,79,Fjernvarme Fyn,350,FJERNVARME FYN DISTRIBUTION A/S,0.0,DC,Decentralt værk,Reserve,Kedel,353000.0,350030.0,fvv,1987-01-01,00:00:00,790.03,2.52,740.38,434.89438297,393.021,393.021,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,219.34257497,0.0,0.0065780000000000005,214.493796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.051434,0.0
2021,30179358,979,979-1,Frederikshavn Affaldskraftvarmeværk A/S,9900,Frederikshavn,813,289,Frederikshavn Fjernvarme,398,FREDERIKSHAVN AFFALD A/S,0.0,ER,Erhvervsværk,FAV,Dampturbine,382120.0,383900.0,pev,1994-01-01,00:00:00,13.8,2.4,9.2,373.2467624,304.195,303.76,62.136,49.2804,0.4069157868,0.5925014888,0.0005827244,0.0,0.0,0.0,2.2784624,0.0,0.0,0.0,369.7068,0.0,0.0,0.0,1.2615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,30536142,2310,2310-1,Biomassefyret Kraftvarmeværk,8200,Aarhus N,751,206,Århus Fjernvarme,2319,Kredsløb Halmenergi A/S,0.0,DC,Decentralt værk,BKVV,Dampturbine,353000.0,350030.0,kvt,2017-11-06,00:00:00,110.0,37.0,77.0,2533.86152,1819.337652,1819.337652,675.7752240000001,593.509464,0.3590049491,0.6409950509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2419.14896,114.71256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,30588525,1211,1211-6,Vester Hjermitslev Biogas,9700,Brønderslev,849,0,0,2007,NORDIC BIOENERGY ApS,0.0,LO,Lokalt værk,Biogasanlæg 1,Forbrændingsmotor,351100.0,350010.0,kvt,2012-01-01,00:00:00,3.1195559999999998,1.1600000000000001,1.6600000000000001,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,30590503,846,846-2,Køge Renseanlæg,4600,Køge,259,0,0,1014,KØGE AFLØB A/S,0.0,LO,Lokalt værk,Gasmotor,Forbrændingsmotor,370000.0,370000.0,pev,2014-04-15,00:00:00,0.946,0.363,0.434,22.254616,9.266,0.0,7.28712,7.28712,0.0,0.7918184704,0.2081815296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.254616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,30692438,2045,2045-1,Stege Rensningsanlæg,4780,Stege,390,0,0,2080,VORDINGBORG SPILDEVAND A/S,0.0,LO,Lokalt værk,Møns Rens,Forbrændingsmotor,370000.0,370000.0,pev,2010-01-01,00:00:00,0.1,0.04,0.06,0.414644,0.15804,0.0,0.15804,0.15804,0.0,0.8094268819,0.1905731181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,30692446,572,572-1,Bødkervænget Varmecentral,4760,Vordingborg,390,65,Vordingborg Fjernvarme,2049,VORDINGBORG FJERNVARME A/S,0.0,FJ,Fjernvarmeværk,Gaskedel,Kedel,353000.0,350030.0,fvv,1994-01-01,00:00:00,24.75,0.0,24.3,4.7744532,4.824,4.824,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7744532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,30776828,1891,1891-1,Effektpartner - 25 MW Gasturbine,6700,Esbjerg,561,0,0,1895,Nordic Energy Invest AS,1.0,DC,Decentralt værk,Gasturbine 25 MW,Gasturbine,351300.0,350010.0,kvt,2005-10-28,00:00:00,170.14,49.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,30832116,1417,1417-1,Sky-Light A/S,6800,Varde,573,126,Esbjerg-Varde Fjernvarme,1448,SKY-LIGHT A/S,0.0,ER,Erhvervsværk,Overskudsvarme,Overskudsvarme,222100.0,220000.0,pvp,1997-01-01,00:00:00,0.2,0.0,0.14,0.90684,0.90684,0.90684,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90684,0.0,0.0,0.0,0.0
2021,30906551,1130,1130-6,Hjortebjerg Kraftvarme A/S,5471,Søndersø,480,0,0,2211,Virksomhed 30906551 A/S,0.0,ER,Erhvervsværk,Caterpillar 3516 SITA A,Forbrændingsmotor,11300.0,10000.0,pev,1997-04-01,00:00:00,10.75,3.9749999999999996,4.949999999999999,8.86644,4.579199999999999,0.0,3.1176,3.1176,0.0,0.7429716748,0.2570283252,0.0,0.0,0.0,0.0,0.0,0.0,8.86644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,30968107,2328,2328-1,Brdr. Thorsen Varmeværk,8581,Nimtofte,706,474,Nimtofte og Omegns Fjernvarmeforsyning (NOFF),2330,Brdr. Thorsen Varmeværk I/S,0.0,FJ,Fjernvarmeværk,Kedel,Kedel,353000.0,350030.0,fvv,2008-01-01,00:00:00,5.95,0.375,5.53,62.056397000000004,41.094,34.0776,11.3497632,11.3497632,0.6387622334,0.3612377666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.201397,28.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,30990714,472,472-1,Skærbæk Fjernvarme,6780,Skærbæk,550,113,Skærbæk Fjernvarme,408,SKÆRBÆK FJERNVARME A.M.B.A.,0.0,FJ,Fjernvarmeværk,Naturgaskedel,Kedel,353000.0,350030.0,fvv,1988-01-11,00:00:00,26.9,4.05,22.87,113.7308292,115.4052,115.3944,0.23399999999999999,0.23399999999999999,0.64247313905,0.35752686094999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9752292,0.0,0.0,0.0,104.0724,0.0,0.0,0.0,0.0,0.0,0.0,6.4872000000000005,2.196
2021,30992512,525,525-1,Thisted Varmeforsyning - Geotermisk anlæg,7700,Thisted,787,261,Thisted Fjernvarme,443,THISTED VARMEFORSYNING A M B A,0.0,FJ,Fjernvarmeværk,Hedtvandskedel Naturgas,Kedel,353000.0,350030.0,fvv,1988-01-01,00:00:00,81.874,2.85,80.986,242.8653956,245.1348,245.1348,0.8235504,0.8235504,0.7938685798090909,0.20613142019090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6547956,0.0,0.0,157.847,0.0,0.0,0.0,0.0,54.3636,0.0,0.0,0.0,0.0
2021,31119103,1216,1216-3,Forskningscenter Foulum,8830,Tjele,791,888,Blokvarme mv,2305,Aarhus Universitet,0.0,LO,Lokalt værk,"Jenbacher, Biogas",Forbrændingsmotor,721900.0,720002.0,pev,2019-04-11,00:00:00,1.572,0.635,0.709,22.098998,12.7224,12.7224,8.928,8.928,0.287850155,0.712149845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.098998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,31151899,361,361-1,"Lolland Varme A/S, Svingelsvej 2",4900,Nakskov,360,50,Nakskov Fjernvarme,2040,LOLLAND VARME A/S,0.0,FJ,Fjernvarmeværk,Naskov Fjernvarme-Svingelsvej,Kedel,353000.0,350030.0,fvv,1966-08-01,00:00:00,71.1,0.0,72.3,608.4153315,573.5409500000001,567.6634,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.114784,0.0,0.0,0.0,0.0,0.0,432.35918749999996,167.7564,0.0,0.0,0.0,0.0,8.18496,0.0,0.0,0.0
2021,31157439,64,64-1,"Brønderslev Varme A/S, Eventyrvej 14",9700,Brønderslev,810,277,Brønderslev Fjernvarme,2070,BRØNDERSLEV VARME A/S,0.0,FJ,Fjernvarmeværk,Eventyrvej,Kedel,353000.0,350030.0,fvv,1971-09-01,00:00:00,179.53,26.400000000000002,150.35,526.2582623999999,479.99016,470.252376,94.40639999999999,94.2048,0.6092544829000001,0.3907455171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.2467324,0.0,0.0,0.0,321.85185,0.0,0.0,0.0,0.3168,40.8168,0.0,29.02608,0.0
2021,31220319,350,350-1,Marstal Fjernvarme,5960,Marstal,492,80,Marstal Fjernvarme,314,MARSTAL FJERNVARME A M B A,0.0,FJ,Fjernvarmeværk,Marstal Fjernvarme,Kedel,353000.0,350030.0,fvv,1997-01-01,00:00:00,45.7,0.75,45.65,131.66622990000002,126.56843999999998,126.56843999999998,8.6940504,8.6940504,0.9116948299833334,0.08830517001666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.37646990000002,0.0,0.0,9.954,0.0,46.8367092,0.0,1.4990508,0.0
2021,31220912,567,567-6,Vinderup Varmeværk,7830,Vinderup,661,194,Vinderup - Sevel Fjernvarme,490,VINDERUP VARMEVÆRK A M B A,1.0,DC,Decentralt værk,Varmepumpe 1,Varmepumpe røggas,353000.0,350030.0,fvv,2012-05-01,00:00:00,55.1,9.440000000000001,44.94,245.2980616,152.82108,151.819164,89.47728,89.47584,0.6778936504777778,0.3221063495222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2305616,0.0,165.3109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.756600000000002,0.0
2021,31223717,337,337-5,Langå Varmeværk,8870,Langå,730,207,Langå Fjernvarme,300,LANGAA VARMEVÆRK AMBA,0.0,DC,Decentralt værk,Kedel,Kedel,353000.0,350030.0,fvv,2016-03-21,00:00:00,25.450000000000003,2.95,23.95,118.9442052,86.7996,86.7996,20.9592,20.9592,0.8763389916166666,0.12366100838333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.2766052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1272,0.0,6.9588,16.5816
2021,31477379,2316,2316-1,Dankalk - overskudsvarme,9670,Løgstør,820,301,Løgstør-Ranum-Vindblæs Fjernvarmenet,2326,DANKALK K/S,0.0,ER,Erhvervsværk,Overskudsvarmeanlæg,Overskudsvarme,81100.0,80090.0,pvp,2017-05-19,00:00:00,4.0,0.0,4.0,61.6428,61.6428,61.6428,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.6428,0.0,0.0,0.0,0.0
2021,31486424,2208,2208-1,Mariagerfjord vand (renseanlæg),9560,Hadsund,846,291,Hadsund By Fjernvarme,2233,MARIAGERFJORD VAND A/S,0.0,LO,Lokalt værk,Motor 1,Forbrændingsmotor,370000.0,370000.0,pev,2014-03-21,00:00:00,0.5,0.19,0.3,18.822556,5.86728,0.0,5.234400000000001,5.234400000000001,0.0,0.8441423152,0.1558576848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.822556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,31488486,1587,1587-1,Poul Jensen,7860,Spøttrup,779,0,0,2382,ALLÉGÅRDEN A/S,0.0,LO,Lokalt værk,Biogas anlæg,Forbrændingsmotor,15000.0,10000.0,pev,2001-06-17,00:00:00,0.98,0.28,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,31498341,1181,1181-4,Fakse Renseanlæg,4640,Fakse,320,42,Faxe Fjernvarme,2107,FAXE SPILDEVAND A/S,0.0,LO,Lokalt værk,MAN E3262 LE212,Forbrændingsmotor,370000.0,370000.0,pev,2015-04-01,00:00:00,1.329,0.53,0.557,21.997269,10.317,0.0,9.8856,9.8856,0.0,0.7654936165,0.2345063835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.997269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,31582148,91,91-3,Nexø Halmvarmeværk,3730,Nexø,400,67,Neksø Fjernvarme,2019,BORNHOLMS VARME A/S,0.0,FJ,Fjernvarmeværk,Halmkedel 3,Kedel,353000.0,350030.0,fvv,2016-03-31,00:00:00,71.75,0.0,80.85,580.202182,546.609332,546.609332,0.0,0.0,1.0,0.0,0.0,0.0,0.378045,0.0,1.693064,0.0,0.0,0.0,0.0,0.0,320.67765,251.158499,0.0,6.2685,0.0,0.0,0.0,0.0,0.026424,0.0
2021,31592488,203,203-6,Frederiksgade Varmecentral,3400,Hillerød,219,18,Hillerød-Farum-Værløse,2014,HILLERØD VARME A/S,1.0,FJ,Fjernvarmeværk,Kedel 5,Kedel,353000.0,350030.0,fvv,1967-01-01,00:00:00,190.77,0.0,154.42000000000002,349.09410560000003,314.69960000000003,314.69960000000003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.8223056,0.0,0.0,0.0,159.6228,0.0,55.825,0.0,0.0,5.824000000000001,0.0,0.0,0.0
2021,31592534,2361,2361-1,Hillerød Spildevand A/S HCR-syd,3400,Hillerød,219,18,Hillerød-Farum-Værløse,2240,HILLERØD SPILDEVAND A/S,0.0,ER,Erhvervsværk,Biogaskedel - HCR syd,Kedel,370000.0,370000.0,pvp,2019-01-01,00:00:00,0.8,0.0,0.8,15.780599,12.6252,7.398,0.0,0.0,0.5859709153,0.0,0.4140290847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.780599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,31600073,2312,2312-1,Kerteminde Biogas,5300,Kerteminde,440,0,0,2322,KERTEMINDE BIOGAS ApS,0.0,ER,Erhvervsværk,Biogasmotor,Forbrændingsmotor,352100.0,350020.0,kvt,2017-01-01,00:00:00,1.5,0.55,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,31624312,2147,2147-1,Nima Halm,8970,Havndal,730,0,0,2169,NIMA HALM ApS,0.0,ER,Erhvervsværk,Nima Halm,Forbrændingsmotor,161000.0,160000.0,pev,2012-12-01,00:00:00,2.688889,0.82,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,31642159,2342,2342-1,Vandturbine - Kibæk Mølle,6933,Kibæk,657,0,0,2344,Den selvejende institution Kibæk Møllelaug,0.0,VA,Vandkraftværk,Vandturbine,Vandkraft,351100.0,350010.0,vkt,2015-10-14,00:00:00,0.004,0.004,0.0,0.0108,0.0,0.0,0.0108,0.0108,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0,0.0
2021,31774985,305,305-1,Kalundborg Kommunale Værker (Skolegade),4400,Kalundborg,326,31,Kalundborg Fjernvarme,2236,KALUNDBORG VARMEFORSYNING A/S,0.0,FJ,Fjernvarmeværk,"Højbyen, Kedel 1",Kedel,353000.0,350030.0,fvv,1971-01-01,00:00:00,14.0,0.0,13.1,22.5792,22.5792,22.5792,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8066,0.0,0.0,5.772600000000001,0.0
2021,31857759,452,452-9,Silkeborg Varme A/S - Varmeværket Hostrupsgade,8600,Silkeborg,740,226,Silkeborg Fjernvarme,2008,SILKEBORG VARME A/S,1.0,FJ,Fjernvarmeværk,Nødstrømsanlæg 2,Nødstrømsanlæg,353000.0,350030.0,kvt,1979-01-01,00:00:00,574.952,110.47,457.16,2632.169741,1605.768912,1605.768912,941.4147456000001,919.9947456,0.7960148837222222,0.20398511627777777,0.0,0.0,0.0,0.0,27.2246126,0.0,0.0,2201.8086684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0044,0.0,177.13206,0.0
2021,31857791,1389,1389-1,Affaldscenter Tandskov,8600,Silkeborg,740,226,Silkeborg Fjernvarme,1423,SILKEBORG GENBRUG OG AFFALD A/S,0.0,LO,Lokalt værk,Jenbacher gasmotor,Forbrændingsmotor,382110.0,383900.0,pev,2008-07-01,00:00:00,2.36,0.33,1.43,7.697502,0.0,0.0,2.6172,2.6172,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.697501999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
