fv_net_navn,aar,vaerk_id,vrkanl_ny,vaerk_navn,vaerk_postnr,vaerk_postdistrikt,vaerk_kommune,fv_net,selskab_id,cvr,selskab_navn,kvoteaktivitet,vrktypeid,vrktypenavn,anlaeg_navn,anlaegstype_navn,DB07,NR117,aktoer,idriftdato,skrotdato,indfyretkapacitet_MW,elkapacitet_MW,varmekapacitet_MW,brutto_TJ,varmeprod_TJ,varmelev_TJ,elprod_TJ,ellev_TJ,andel_varmelev,andel_el,andel_process,kul_TJ,fuelolie_TJ,spildolie_TJ,gasolie_TJ,raffinaderigas_TJ,lpg_TJ,naturgas_TJ,affald_TJ,biogas_TJ,halm_TJ,skovflis_TJ,trae- og biomasseaffald_TJ,traepiller_TJ,bio-olie_TJ,braendselsfrit_TJ,solenergi_TJ,vandkraft_TJ,elektricitet_TJ,omgivelsesvarme_TJ
Menstrup,2012,1348.0,0,Hyllinge-Menstrup Kraftvarme,4700.0,Næstved,370.0,422.0,1365.0,19294749.0,Hyllinge-Menstrup Kraftvarme A.m.b.a.,0.0,DC,Decentralt værk,"Jenbacher, Menstrup",Forbrændingsmotor,353000.0,350030.0,kvt,1997-01-01,0,2.96,0.74,1.9,18.8383536,10.4436,9.864,5.7924,5.6736,0.632258993867899,0.367741006132101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8383536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menstrup,2013,1348.0,1348-1,Hyllinge-Menstrup Kraftvarme,4700.0,Næstved,370.0,422.0,1365.0,19294749.0,Hyllinge-Menstrup Kraftvarme A.m.b.a.,0.0,DC,Decentralt værk,"Jenbacher, Menstrup",Forbrændingsmotor,353000.0,350030.0,kvt,1997-01-01,0,2.96,0.74,1.9,16.4378016,9.046800000000001,8.802,5.64804,5.4864,0.6288587810846336,0.3711412189153665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4378016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menstrup,2014,1348.0,1348-1,Hyllinge-Menstrup Kraftvarme,4700.0,Næstved,370.0,422.0,1365.0,19294749.0,Hyllinge-Menstrup Kraftvarme A.m.b.a.,0.0,DC,Decentralt værk,"Jenbacher, Menstrup",Forbrændingsmotor,353000.0,350030.0,kvt,1997-01-01,0,2.96,0.74,1.9,12.671603999999999,8.0136,7.7616000000000005,4.14,4.0248,0.637576509474447,0.362423490525553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.671603999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menstrup,2015,1348.0,1348-2,Hyllinge-Menstrup Kraftvarme,4700.0,Næstved,370.0,422.0,1365.0,19294749.0,Hyllinge-Menstrup Kraftvarme A.m.b.a.,0.0,DC,Decentralt værk,"Danstoker, Menstrup",Kedel,353000.0,350030.0,fvv,1997-01-01,0,2.96,0.74,1.9,8.481924000000001,7.718400000000001,7.718400000000001,0.07524,0.07524,0.6257138752199995,0.3742861247800005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.481924000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menstrup,2016,1348.0,1348-1,Hyllinge-Menstrup Kraftvarme,4700.0,Næstved,370.0,422.0,1365.0,19294749.0,HYLLINGE-MENSTRUP KRAFTVARMEVÆRKER A M B A,0.0,DC,Decentralt værk,"Jenbacher, Menstrup",Forbrændingsmotor,353000.0,350030.0,kvt,1997-01-01,0,2.96,0.74,1.9,8.4791124,8.316,8.1864,0.03708,0.03348,0.5888941566907671,0.411105843309233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4791124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menstrup,2017,1348.0,1348-1,Hyllinge-Menstrup Kraftvarme,4700.0,Næstved,370.0,422.0,1365.0,19294749.0,HYLLINGE-MENSTRUP KRAFTVARMEVÆRKER A M B A,0.0,DC,Decentralt værk,"Jenbacher, Menstrup",Forbrændingsmotor,353000.0,350030.0,kvt,1997-01-01,0,2.96,0.74,1.9,8.7804684,8.5896,8.406,0.0756,0.0756,0.6198508522727275,0.380149147727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7804684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menstrup,2018,1348.0,1348-1,Hyllinge-Menstrup Kraftvarme,4700.0,Næstved,370.0,422.0,1365.0,19294749.0,HYLLINGE-MENSTRUP KRAFTVARMEVÆRKER A M B A,0.0,DC,Decentralt værk,"Jenbacher, Menstrup",Forbrændingsmotor,353000.0,350030.0,kvt,1997-01-01,0,2.96,0.74,1.9,9.0304632,8.2764,8.2764,0.288,0.2808,0.6104337839031715,0.3895662160968285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0304632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menstrup,2019,1348.0,1348-2,Hyllinge-Menstrup Kraftvarme,4700.0,Næstved,370.0,422.0,1365.0,19294749.0,HYLLINGE-MENSTRUP KRAFTVARMEVÆRKER A M B A,0.0,DC,Decentralt værk,"Danstoker, Menstrup",Kedel,353000.0,350030.0,fvv,1997-01-01,0,2.96,0.74,1.9,9.264855599999999,8.495999999999999,8.2548,0.33084,0.33084,0.63221100875,0.36778899125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.264855599999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menstrup,2020,1348.0,1348-1,Hyllinge-Menstrup Kraftvarme,4700.0,Næstved,370.0,422.0,1365.0,19294749.0,HYLLINGE-MENSTRUP KRAFTVARMEVÆRKER A M B A,0.0,DC,Decentralt værk,"Jenbacher, Menstrup",Forbrændingsmotor,353000.0,350030.0,kvt,1997-01-01,0,2.96,0.74,1.9,8.825929200000001,7.38,7.38,0.2124,0.2124,0.61422947825,0.38577052175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.825929200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menstrup,2021,1348,1348-1,Hyllinge-Menstrup Kraftvarme,4700,Næstved,370.0,422,1365,19294749,HYLLINGE-MENSTRUP KRAFTVARMEVÆRKER A M B A,0.0,DC,Decentralt værk,"Jenbacher, Menstrup",Forbrændingsmotor,353000.0,350030.0,kvt,1997-01-01,00:00:00,2.96,0.74,1.9,9.394307999999999,8.161200000000001,8.161200000000001,0.144,0.144,0.6120950566,0.3879049434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.394308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menstrup,2022,1348,1348-1,Hyllinge-Menstrup Kraftvarme,4700,Næstved,370.0,422,1365,19294749,HYLLINGE-MENSTRUP KRAFTVARMEVÆRKER A M B A,0.0,DC,Decentralt værk,"Jenbacher, Menstrup",Forbrændingsmotor,353000.0,350030.0,kvt,1997-01-01,00:00:00,2.96,0.74,1.9,8.0662032,6.84,6.84,0.1111932,0.1111932,0.61237217665,0.38762782335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0662032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menstrup,2023,1348,1348-1,Hyllinge-Menstrup Kraftvarme,4700,Næstved,370.0,422,1365,19294749,HYLLINGE-MENSTRUP KRAFTVARMEVÆRKER A M B A,,DC,Decentralt værk,"Jenbacher, Menstrup",Forbrændingsmotor,353000.0,350030.0,kvt,1997-01-01,00:00:00,2.96,0.74,1.9,4.487947200000001,3.820716,3.7533528,0.0774864,0.0774864,0.6223140496,0.3776859504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.487947200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2000,1535.0,0,Mesballe,8550.0,Ryomgård,706.0,450.0,589.0,21430277.0,NRGi-Lokalvarme A/S,0.0,FJ,Fjernvarmeværk,oliekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,2.609736,2.601503999998944,2.601503999998944,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.071736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.538,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2001,1535.0,0,Mesballe,8550.0,Ryomgård,706.0,450.0,589.0,21430277.0,NRGi-Lokalvarme A/S,0.0,FJ,Fjernvarmeværk,træpillekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,4.4557711520000005,3.9023999999984267,3.9023999999984267,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.063271152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3925,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2002,1535.0,0,Mesballe,8550.0,Ryomgård,706.0,450.0,589.0,21430277.0,NRGi-Lokalvarme A/S,0.0,FJ,Fjernvarmeværk,oliekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,5.098296972,4.413599999998219,4.413599999998219,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.094296972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.004,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2003,1535.0,0,Mesballe,8550.0,Ryomgård,706.0,450.0,589.0,21430277.0,NRGi-Lokalvarme A/S,0.0,FJ,Fjernvarmeværk,oliekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,5.339,4.5756000000000006,4.5252,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.315,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2004,1535.0,0,Mesballe,8550.0,Ryomgård,706.0,450.0,589.0,21430277.0,NRGi-Lokalvarme A/S,0.0,FJ,Fjernvarmeværk,træpillekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,4.1868,4.1868,4.1868,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1724,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2005,1535.0,0,Mesballe,8550.0,Ryomgård,706.0,450.0,589.0,21430277.0,NRGi-Lokalvarme A/S,0.0,FJ,Fjernvarmeværk,træpillekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,4.402799999999999,4.402799999999999,4.402799999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.302,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2006,1535.0,0,Mesballe,8550.0,Ryomgård,706.0,450.0,589.0,21430277.0,NRGi-Lokalvarme A/S,0.0,FJ,Fjernvarmeværk,træpillekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,5.2526901,4.7075759999999995,4.7075759999999995,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0026901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2007,1535.0,0,Mesballe,8550.0,Ryomgård,706.0,450.0,589.0,21430277.0,NRGi-Lokalvarme A/S,0.0,FJ,Fjernvarmeværk,oliekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,5.21532,4.45752,4.45752,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1984,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2008,1535.0,0,Mesballe,8550.0,Ryomgård,706.0,450.0,589.0,21430277.0,NRGi-Lokalvarme A/S,0.0,FJ,Fjernvarmeværk,træpillekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,5.2185868,4.611599999999999,4.611599999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0035868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.215,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2009,1535.0,0,Mesballe,8550.0,Ryomgård,706.0,450.0,589.0,21430277.0,NRGi-Lokalvarme A/S,0.0,FJ,Fjernvarmeværk,træpillekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,4.9403802,4.940892,4.940892,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0053802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.935,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2010,1535.0,0,Mesballe,8550.0,Ryomgård,706.0,450.0,589.0,21430277.0,NRGi-Lokalvarme A/S,0.0,FJ,Fjernvarmeværk,træpillekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,5.2297812,5.2308,5.2308,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0322812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1975,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2011,1535.0,0,Mesballe,8550.0,Ryomgård,706.0,450.0,589.0,21430277.0,NRGi-Lokalvarme A/S,0.0,FJ,Fjernvarmeværk,oliekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,4.517604,4.5,4.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.107604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2012,1535.0,0,Mesballe,8550.0,Ryomgård,706.0,450.0,589.0,21430277.0,NRGi-Lokalvarme A/S,0.0,FJ,Fjernvarmeværk,træpillekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,5.040868,5.039999999999999,5.039999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.035868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2013,1535.0,1535-1,Mesballe,8550.0,Ryomgård,706.0,450.0,589.0,21430277.0,NRGi-Lokalvarme A/S,0.0,FJ,Fjernvarmeværk,træpillekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,5.262066,5.2632,5.2632,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.064566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1975,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2014,1535.0,1535-1,Mesballe,8550.0,Ryomgård,706.0,450.0,589.0,21430277.0,NRGi-Lokalvarme A/S,0.0,FJ,Fjernvarmeværk,træpillekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,4.667501,3.996,3.996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.082501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.585,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2015,1535.0,1535-1,Mesballe,8550.0,Ryomgård,706.0,450.0,589.0,21430277.0,NRGi-Lokalvarme A/S,0.0,FJ,Fjernvarmeværk,træpillekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,4.890979,4.8852,4.8852,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.060979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2016,1535.0,1535-1,Mesballe,8550.0,Ryomgård,706.0,450.0,589.0,21430277.0,NRGI LOKALVARME A/S,0.0,FJ,Fjernvarmeværk,træpillekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,5.5574098,4.515516,4.515516,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0911098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4663,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2017,1535.0,1535-1,Mesballe,8550.0,Ryomgård,706.0,450.0,589.0,21430277.0,NRGI LOKALVARME A/S,0.0,FJ,Fjernvarmeværk,træpillekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,5.508026,4.446359999999999,4.446359999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.082501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.425525,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2018,1535.0,1535-1,Mesballe,8550.0,Ryomgård,706.0,450.0,589.0,21430277.0,NRGI LOKALVARME A/S,0.0,FJ,Fjernvarmeværk,træpillekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,5.22359475,5.224896,5.224896,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01524475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.20835,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2019,1535.0,1535-1,Mesballe,8550.0,Ryomgård,706.0,450.0,589.0,21430277.0,Aktieselskabet af 1. oktober 1998,0.0,FJ,Fjernvarmeværk,træpillekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,5.798750500000001,4.371552,4.371552,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0412505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7575,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2020,1535.0,1535-2,Mesballe,8550.0,Ryomgård,706.0,450.0,1394.0,20095806.0,TRUSTRUP-LYNGBY VARMEVÆRK AMBA,0.0,FJ,Fjernvarmeværk,oliekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,0,0.95,0.0,0.95,4.7772,4.3002,4.2822000000000005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7592,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2021,1535,1535-2,Mesballe,8550,Ryomgård,706.0,450,1394,20095806,TRUSTRUP-LYNGBY VARMEVÆRK AMBA,0.0,FJ,Fjernvarmeværk,oliekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,00:00:00,0.95,0.0,0.95,4.481922,4.215960000000001,4.194,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.021522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.460400000000001,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2022,1535,1535-2,Mesballe,8550,Ryomgård,706.0,450,1394,20095806,TRUSTRUP-LYNGBY VARMEVÆRK AMBA,0.0,FJ,Fjernvarmeværk,oliekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,00:00:00,0.95,0.0,0.95,3.31956,3.19896,3.19176,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3048,0.0,0.0,0.0,0.0,0.0,0.0
Mesballe,2023,1535,1535-1,Mesballe,8550,Ryomgård,706.0,450,1394,20095806,TRUSTRUP-LYNGBY VARMEVÆRK AMBA,,FJ,Fjernvarmeværk,træpillekedel,Kedel,351400.0,350010.0,fvv,2000-01-01,00:00:00,1.0999999999999999,0.0,1.25,4.0679870000000005,3.7036800000000003,3.68208,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2608,0.0,0.0,0.0,0.0,0.5565599999999999,1.24704
Mou Fjernvarme,2000,354.0,0,Mou Kraftvarme,9280.0,Storvorde,851.0,314.0,319.0,14324100.0,Mou Kraftvarme A.m.b.a.,0.0,DC,Decentralt værk,kedel,Kedel,351100.0,350010.0,fvv,0,0,8.8,2.0,5.1,60.8154459,36.4089599999853,36.0439199999854,20.32668,20.05164,0.532531519952622,0.46746848004737807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.8154459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mou Fjernvarme,2001,354.0,0,Mou Kraftvarme,9280.0,Storvorde,851.0,314.0,319.0,14324100.0,Mou Kraftvarme A.m.b.a.,0.0,DC,Decentralt værk,motor 1 3RC00267,Forbrændingsmotor,351100.0,350010.0,kvt,0,0,8.8,2.0,5.1,64.02510972,38.62151999998436,38.59451999998436,21.435119999999998,21.145319999999998,0.5342620261373857,0.46573797386261434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.02510972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mou Fjernvarme,2002,354.0,0,Mou Kraftvarme,9280.0,Storvorde,851.0,314.0,319.0,14324100.0,Mou Kraftvarme A.m.b.a.,0.0,DC,Decentralt værk,kedel,Kedel,351100.0,350010.0,fvv,0,0,8.8,2.0,5.1,61.2114797,36.608039999985195,36.608039999985195,16.55064,16.55064,0.530094680728587,0.46990531927141305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.2114797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mou Fjernvarme,2003,354.0,0,Mou Kraftvarme,9280.0,Storvorde,851.0,314.0,319.0,14324100.0,Mou Kraftvarme A.m.b.a.,0.0,DC,Decentralt værk,motor 1 3RC00267,Forbrændingsmotor,351100.0,350010.0,kvt,0,0,8.8,2.0,5.1,65.280798,37.85904,37.85904,23.60376,23.60376,0.5267744582388021,0.47322554176119797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.280798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mou Fjernvarme,2004,354.0,0,Mou Kraftvarme,9280.0,Storvorde,851.0,314.0,319.0,14324100.0,Mou Kraftvarme A.m.b.a.,0.0,DC,Decentralt værk,kedel,Kedel,351100.0,350010.0,fvv,0,0,8.8,2.0,5.1,63.9902736,37.324079999999995,37.324079999999995,23.37012,23.37012,0.528031658102713,0.47196834189728704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.9902736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mou Fjernvarme,2005,354.0,0,Mou Kraftvarme,9280.0,Storvorde,851.0,314.0,319.0,14324100.0,Mou Kraftvarme A.m.b.a.,0.0,DC,Decentralt værk,kedel,Kedel,351100.0,350010.0,fvv,0,0,8.8,2.0,5.1,68.3096832,37.86336,37.86336,25.430039999999998,24.99804,0.5176160575354197,0.48238394246458033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.3096832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mou Fjernvarme,2006,354.0,0,Mou Kraftvarme,9280.0,Storvorde,851.0,314.0,319.0,14324100.0,Mou Kraftvarme A.m.b.a.,0.0,DC,Decentralt værk,kedel,Kedel,351100.0,350010.0,fvv,0,0,8.8,2.0,5.1,71.689266,39.64608,39.64608,26.4456,26.09244,0.5171125739217174,0.48288742607828267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.689266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mou Fjernvarme,2007,354.0,0,Mou Kraftvarme,9280.0,Storvorde,851.0,314.0,319.0,14324100.0,Mou Kraftvarme A.m.b.a.,0.0,DC,Decentralt værk,kedel,Kedel,351100.0,350010.0,fvv,0,0,8.8,2.0,5.1,70.5295404,39.3624,39.3624,26.00244,25.652880000000003,0.5189420207574936,0.4810579792425063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5295404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mou Fjernvarme,2008,354.0,0,Mou Kraftvarme,9280.0,Storvorde,851.0,314.0,319.0,14324100.0,Mou Kraftvarme A.m.b.a.,0.0,DC,Decentralt værk,kedel,Kedel,351100.0,350010.0,fvv,0,0,8.8,2.0,5.1,72.5643072,40.792680000000004,40.7916,23.48388,23.239800000000002,0.5121783787548956,0.48782162124510436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5643072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mou Fjernvarme,2009,354.0,0,Mou Kraftvarme,9280.0,Storvorde,851.0,314.0,319.0,14324100.0,Mou Kraftvarme A.m.b.a.,0.0,DC,Decentralt værk,motor 1 3RC00267,Forbrændingsmotor,351100.0,350010.0,kvt,0,0,8.8,2.0,5.1,62.5848224,47.54304,47.54304,9.1188,8.9838,0.518015928702818,0.48198407129718196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5848224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mou Fjernvarme,2010,354.0,0,Mou Kraftvarme,9280.0,Storvorde,851.0,314.0,319.0,14324100.0,Mou Kraftvarme A.m.b.a.,0.0,DC,Decentralt værk,kedel,Kedel,351100.0,350010.0,fvv,0,0,8.8,2.0,5.1,50.193356400000006,47.82312,47.82312,0.00972,0.00504,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.193356400000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mou Fjernvarme,2011,354.0,0,Mou Kraftvarme,9280.0,Storvorde,851.0,314.0,319.0,14324100.0,Mou Kraftvarme A.m.b.a.,0.0,DC,Decentralt værk,kedel,Kedel,351100.0,350010.0,fvv,0,0,8.8,2.0,5.1,40.5121068,41.27652,41.26968,0.03708,0.03492,0.5201475538578914,0.4798524461421086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5121068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mou Fjernvarme,2012,354.0,0,Mou Kraftvarme,9280.0,Storvorde,851.0,314.0,319.0,14324100.0,Mou Kraftvarme A.m.b.a.,0.0,DC,Decentralt værk,kedel,Kedel,351100.0,350010.0,fvv,0,0,8.8,2.0,5.1,49.57029,43.5906,42.677136,6.9770520000000005,6.907248,0.5135590761770783,0.4864409238229217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.57029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mou Fjernvarme,2013,354.0,354-3,Mou Kraftvarme,9280.0,Storvorde,851.0,314.0,319.0,14324100.0,MOU KRAFTVARME AMBA,0.0,DC,Decentralt værk,kedel,Kedel,351100.0,350010.0,fvv,1991-01-01,0,12.65,2.0,8.95,44.261572799999996,43.193484,42.056604,3.34008,3.306672,0.6314113680853457,0.3685886319146543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0895728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.172,0.0,0.0,0.0
