fv_net_navn,aar,vaerk_id,vrkanl_ny,vaerk_navn,vaerk_postnr,vaerk_postdistrikt,vaerk_kommune,fv_net,selskab_id,cvr,selskab_navn,kvoteaktivitet,vrktypeid,vrktypenavn,anlaeg_navn,anlaegstype_navn,DB07,NR117,aktoer,idriftdato,skrotdato,indfyretkapacitet_MW,elkapacitet_MW,varmekapacitet_MW,brutto_TJ,varmeprod_TJ,varmelev_TJ,elprod_TJ,ellev_TJ,andel_varmelev,andel_el,andel_process,kul_TJ,fuelolie_TJ,spildolie_TJ,gasolie_TJ,raffinaderigas_TJ,lpg_TJ,naturgas_TJ,affald_TJ,biogas_TJ,halm_TJ,skovflis_TJ,trae- og biomasseaffald_TJ,traepiller_TJ,bio-olie_TJ,braendselsfrit_TJ,solenergi_TJ,vandkraft_TJ,elektricitet_TJ,omgivelsesvarme_TJ
 ,2021, , , , , ,259.0, , , ,,0.0,ER,Erhvervsværk,,Forbrændingsmotor,,,pev,1979-03-02,2022-12-31 00:00:00,93.99633299999999,35.342,23.15,389.4325235,213.03576,57.8664,117.46789199999999,117.46789199999999,0.08965612212093023,0.6936952451534885,0.2166486327255814,0.0,0.0,0.0,0.4781471,0.0,0.0,28.365242400000003,0.0,305.337834,53.6529,0.0,0.0,0.0,0.0,0.0,0.0,1.5984,0.0,0.0
 ,2022, , , , , ,259.0, , , ,,0.0,ER,Erhvervsværk,,Forbrændingsmotor,,,pev,1979-03-02,2022-12-31 00:00:00,93.99633299999999,35.342,23.15,351.9175371,193.23504,54.2124,104.86422,104.86422,0.08916398670465116,0.6783201781325582,0.2325158351627907,0.0,0.0,0.0,2.8039579,0.0,0.0,23.512183200000003,0.0,272.990496,51.7505,0.0,0.0,0.0,0.0,0.0,0.0,0.8603999999999999,0.0,0.0
 ,2023, , , , , ,259.0, , , ,,,ER,Erhvervsværk,,Forbrændingsmotor,,,pev,1979-03-02,00:00:00,92.40633299999999,34.717,22.4,288.5640898,161.33364,51.501599999999996,83.4336,83.4336,0.09126775514047619,0.6390881880357143,0.2696440568238095,0.0,0.0,0.0,4.4270754,0.0,0.0,16.558502400000002,0.0,216.081412,49.8771,0.0,0.0,0.0,0.0,0.0,0.0,1.6199999999999999,0.0,0.0
Aabybro Fjernvarme,2000,6.0,0,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,Aabybro Fjernvarmeforsyning A.m.b.a.,0.0,FJ,Fjernvarmeværk,Halmkedel 1 - skrottet,Kedel,353000.0,350030.0,fvv,0,2010-01-01,8.0,0.0,8.0,127.0450125,122.30999999995063,119.8799999999516,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5997125,0.0,0.0,50.315,74.1303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aabybro Fjernvarme,2001,6.0,0,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,Aabybro Fjernvarmeforsyning A.m.b.a.,0.0,FJ,Fjernvarmeværk,Fliskedel 1,Kedel,353000.0,350030.0,fvv,0,2010-01-01,8.0,0.0,8.0,139.2353871,130.16159999994733,129.66839999994755,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4512371,0.0,0.0,0.0,137.78415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aabybro Fjernvarme,2002,6.0,0,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,Aabybro Fjernvarmeforsyning A.m.b.a.,0.0,FJ,Fjernvarmeværk,Gaskedel 4 -skrottet,Kedel,353000.0,350030.0,fvv,0,2010-01-01,8.0,0.0,8.0,145.8781851,134.53919999994554,134.07839999994576,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3238851,0.0,0.0,0.0,145.5543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aabybro Fjernvarme,2003,6.0,0,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,Aabybro Fjernvarmeforsyning A.m.b.a.,0.0,FJ,Fjernvarmeværk,Fliskedel 1,Kedel,353000.0,350030.0,fvv,1986-01-01,0,16.06,0.0,16.06,165.6120592,164.25119999999998,164.2072,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7611892,0.0,0.0,0.0,162.85087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aabybro Fjernvarme,2004,6.0,0,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,Aabybro Fjernvarmeforsyning A.m.b.a.,0.0,FJ,Fjernvarmeværk,Gaskedel 4,Kedel,353000.0,350030.0,fvv,1986-01-01,0,16.06,0.0,16.06,165.33540999999997,159.6096,159.6096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54341,0.0,0.0,0.0,163.79199999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aabybro Fjernvarme,2005,6.0,0,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,Aabybro Fjernvarmeforsyning A.m.b.a.,0.0,FJ,Fjernvarmeværk,Røgvaskeanlæg på fliskedel,Kedel,353000.0,350030.0,fvv,1986-01-01,0,16.06,0.0,16.06,167.23596120000002,165.0204,165.0204,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1499612,0.0,0.0,0.0,163.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aabybro Fjernvarme,2006,6.0,0,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,Aabybro Fjernvarmeforsyning A.m.b.a.,0.0,FJ,Fjernvarmeværk,Gaskedel 4,Kedel,353000.0,350030.0,fvv,1986-01-01,0,16.06,0.0,16.06,167.7079916,170.74439999999998,170.74439999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0739916,0.0,0.0,0.0,166.63400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aabybro Fjernvarme,2007,6.0,0,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,Aabybro Fjernvarmeforsyning A.m.b.a.,0.0,FJ,Fjernvarmeværk,Røgvaskeanlæg på fliskedel,Kedel,353000.0,350030.0,fvv,1986-01-01,0,16.06,0.0,16.06,164.3916048,142.8012,142.8012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2786048,0.0,0.0,0.0,163.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aabybro Fjernvarme,2008,6.0,0,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,Aabybro Fjernvarmeforsyning A.m.b.a.,0.0,FJ,Fjernvarmeværk,Fliskedel 1,Kedel,353000.0,350030.0,fvv,1986-01-01,0,16.06,0.0,16.06,160.9490232,172.3536,172.3536,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1640232,0.0,0.0,0.0,160.78500000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aabybro Fjernvarme,2009,6.0,0,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,Aabybro Fjernvarmeforsyning A.m.b.a.,0.0,FJ,Fjernvarmeværk,Røgvaskeanlæg på fliskedel,Kedel,353000.0,350030.0,fvv,1986-01-01,0,16.06,0.0,16.06,170.3070864,179.083,179.083,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9080864,0.0,0.0,0.0,168.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aabybro Fjernvarme,2010,6.0,0,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,Aabybro Fjernvarmeforsyning A.m.b.a.,0.0,FJ,Fjernvarmeværk,Gaskedel 4,Kedel,353000.0,350030.0,fvv,1986-01-01,0,16.06,0.0,16.06,204.0137484,206.032,206.032,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1977484,0.0,0.0,0.0,189.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aabybro Fjernvarme,2011,6.0,0,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,Aabybro Fjernvarmeforsyning A.m.b.a.,0.0,FJ,Fjernvarmeværk,Gaskedel 4,Kedel,353000.0,350030.0,fvv,1986-01-01,0,16.06,0.0,16.06,180.4376446,183.426,183.426,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4446446,0.0,0.0,0.0,172.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aabybro Fjernvarme,2012,6.0,0,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,Aabybro Fjernvarmeforsyning A.m.b.a.,0.0,FJ,Fjernvarmeværk,Fliskedel 1,Kedel,353000.0,350030.0,fvv,1986-01-01,0,16.06,0.0,16.06,183.4031129,188.904,188.904,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9301129,0.0,0.0,0.0,172.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aabybro Fjernvarme,2013,6.0,6-7,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,AABYBRO FJERNVARME,0.0,FJ,Fjernvarmeværk,Røgvaskeanlæg på fliskedel,Kedel,353000.0,350030.0,fvv,1986-01-01,2016-08-01,16.06,0.0,16.06,188.8237288,194.12872,194.12872,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7107288,0.0,0.0,0.0,176.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aabybro Fjernvarme,2014,6.0,6-6,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,AABYBRO FJERNVARME,0.0,FJ,Fjernvarmeværk,Fliskedel 2,Kedel,353000.0,350030.0,fvv,1986-01-01,2016-08-01,16.06,0.0,16.06,175.4365638,178.56496,178.56496,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16088,0.0,0.0,0.0,171.2756838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aabybro Fjernvarme,2015,6.0,6-5,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,AABYBRO FJERNVARME,0.0,FJ,Fjernvarmeværk,Fliskedel 1,Kedel,353000.0,350030.0,fvv,1986-01-01,2016-08-01,16.06,0.0,16.06,196.46172,193.2966,193.2966,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47372,0.0,0.0,0.0,191.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aabybro Fjernvarme,2016,6.0,6-9,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,AABYBRO FJERNVARME,0.0,FJ,Fjernvarmeværk,Gaskedel 4,Kedel,353000.0,350030.0,fvv,1986-01-01,2016-08-01,26.06,0.0,26.06,193.225,198.647,198.647,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.663,0.0,0.0,0.0,182.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aabybro Fjernvarme,2017,6.0,6-7,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,AABYBRO FJERNVARME,0.0,FJ,Fjernvarmeværk,Røgvaskeanlæg på fliskedel,Kedel,353000.0,350030.0,fvv,1986-01-01,2016-08-01,26.06,0.0,26.06,192.83724,195.81048,195.81048,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83724,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aabybro Fjernvarme,2018,6.0,6-9,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,AABYBRO FJERNVARME,0.0,FJ,Fjernvarmeværk,Gaskedel 4,Kedel,353000.0,350030.0,fvv,1986-01-01,2016-08-01,26.06,0.0,26.06,187.9928,191.77884,191.77884,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4948,0.0,0.0,0.0,185.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aabybro Fjernvarme,2019,6.0,6-11,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,AABYBRO FJERNVARME,0.0,FJ,Fjernvarmeværk,Solvarme,Solvarme,353000.0,350030.0,fvv,1986-01-01,0,35.0,0.0,35.0,190.356964,196.812,196.812,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359964,0.0,0.0,0.0,141.019,0.0,0.0,0.0,0.0,48.978,0.0,0.0,0.0
Aabybro Fjernvarme,2020,6.0,6-11,Aabybro Fjernvarmeværk,9440.0,Aabybro,849.0,329.0,6.0,17779710.0,AABYBRO FJERNVARME,0.0,FJ,Fjernvarmeværk,Solvarme,Solvarme,353000.0,350030.0,fvv,1986-01-01,0,35.0,0.0,35.0,194.2236,194.2236,194.2236,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.826,0.0,0.0,0.0,138.6216,0.0,0.0,0.0,0.0,52.776,0.0,0.0,0.0
Aabybro Fjernvarme,2021,6,6-10,Aabybro Fjernvarmeværk,9440,Aabybro,849.0,329,6,17779710,AABYBRO FJERNVARME,0.0,FJ,Fjernvarmeværk,Biomasse kedel,Kedel,353000.0,350030.0,fvv,1986-01-01,00:00:00,35.0,0.0,35.0,208.5070948,215.5428,215.5428,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.071294800000001,0.0,0.0,0.0,155.635,0.0,0.0,0.0,0.0,47.8008,0.0,0.0,0.0
Aabybro Fjernvarme,2022,6,6-10,Aabybro Fjernvarmeværk,9440,Aabybro,849.0,329,6,17779710,AABYBRO FJERNVARME,0.0,FJ,Fjernvarmeværk,Biomasse kedel,Kedel,353000.0,350030.0,fvv,1986-01-01,00:00:00,35.0,0.0,35.0,204.01819999999998,212.35680000000002,212.35680000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.957,0.0,0.0,0.0,0.0,54.06120000000001,0.0,0.0,0.0
Aabybro Fjernvarme,2023,6,6-10,Aabybro Fjernvarmeværk,9440,Aabybro,849.0,329,6,17779710,AABYBRO FJERNVARME,,FJ,Fjernvarmeværk,Biomasse kedel,Kedel,353000.0,350030.0,fvv,1986-01-01,00:00:00,35.0,0.0,35.0,233.0006984,234.8532,234.8532,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8672984,0.0,0.0,0.0,183.149,0.0,0.0,0.0,0.0,47.9844,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2000,342.0,0,Lobbæk Varmeværk,3720.0,Aakirkeby,400.0,69.0,2019.0,31582148.0,Bornholms Varme A/S,0.0,FJ,Fjernvarmeværk,Halm,Kedel,353000.0,350030.0,fvv,1986-01-01,2011-02-28,1.4,0.0,2.4,23.7820588,22.597199999990835,22.597199999990835,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1470588,0.0,0.0,0.0,0.0,0.0,23.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2001,342.0,0,Lobbæk Varmeværk,3720.0,Aakirkeby,400.0,69.0,2019.0,31582148.0,Bornholms Varme A/S,0.0,FJ,Fjernvarmeværk,Halm,Kedel,353000.0,350030.0,fvv,1986-01-01,2011-02-28,1.4,0.0,2.4,28.036728800000002,23.198399999990606,23.198399999990606,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2367288,0.0,0.0,0.0,0.0,0.0,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2002,342.0,0,Lobbæk Varmeværk,3720.0,Aakirkeby,400.0,69.0,2019.0,31582148.0,Bornholms Varme A/S,0.0,FJ,Fjernvarmeværk,Halm,Kedel,353000.0,350030.0,fvv,1986-01-01,2011-02-28,1.4,0.0,2.4,26.2677044,21.995999999991085,21.995999999991085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2977044,0.0,0.0,0.0,0.0,0.0,25.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2003,342.0,0,Lobbæk Varmeværk,3720.0,Aakirkeby,400.0,69.0,2019.0,31582148.0,Bornholms Varme A/S,0.0,FJ,Fjernvarmeværk,Halm,Kedel,353000.0,350030.0,fvv,1986-01-01,2011-02-28,1.4,0.0,2.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2004,342.0,0,Lobbæk Varmeværk,3720.0,Aakirkeby,400.0,69.0,2019.0,31582148.0,Bornholms Varme A/S,0.0,FJ,Fjernvarmeværk,Halm,Kedel,353000.0,350030.0,fvv,1986-01-01,2011-02-28,1.4,0.0,2.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2005,342.0,0,Lobbæk Varmeværk,3720.0,Aakirkeby,400.0,69.0,2019.0,31582148.0,Bornholms Varme A/S,0.0,FJ,Fjernvarmeværk,Halm,Kedel,353000.0,350030.0,fvv,1986-01-01,2011-02-28,1.4,0.0,2.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2006,1929.0,0,Biokraft A/S,3720.0,Aakirkeby,400.0,69.0,1841.0,28719310.0,Biokraft A/S,0.0,DC,Decentralt værk,Biogasanlæg,Forbrændingsmotor,351100.0,350010.0,kvt,1986-01-01,2011-02-28,6.300000000000001,2.0,4.6,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2007,1929.0,0,Biokraft A/S,3720.0,Aakirkeby,400.0,69.0,1841.0,28719310.0,Biokraft A/S,0.0,DC,Decentralt værk,Biogasanlæg,Forbrændingsmotor,351100.0,350010.0,kvt,0,2011-02-28,7.300000000000001,2.0,5.6,108.40888480000001,36.623104,18.7738,26.97228,22.26636,0.7757440514239725,0.2242559485760275,0.0,0.0,0.0,0.0,0.0932568,0.0,0.0,0.0,0.0,86.667128,21.6485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2008,1929.0,0,Biokraft A/S,3720.0,Aakirkeby,400.0,69.0,1841.0,28719310.0,Biokraft A/S,0.0,DC,Decentralt værk,Biogasanlæg,Forbrændingsmotor,351100.0,350010.0,kvt,0,2011-02-28,7.300000000000001,2.0,5.6,107.865645,26.664624,17.352,14.0724,10.29348,0.7637100122728188,0.23628998772718124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.907145,21.0685,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2009,1929.0,0,Biokraft A/S,3720.0,Aakirkeby,400.0,69.0,1841.0,28719310.0,Biokraft A/S,0.0,DC,Decentralt værk,Biogasanlæg,Forbrændingsmotor,351100.0,350010.0,kvt,0,2011-02-28,7.300000000000001,2.0,5.6,132.849289,47.3211,22.32,30.00132,25.14384,0.7789180394165423,0.22108196058345775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.068789,24.7805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2010,1929.0,0,Biokraft A/S,3720.0,Aakirkeby,400.0,69.0,1841.0,28719310.0,Biokraft A/S,0.0,DC,Decentralt værk,Biogasanlæg,Forbrændingsmotor,351100.0,350010.0,kvt,0,2011-02-28,7.300000000000001,2.0,5.6,146.915559,56.43468,41.4936,30.99744,26.23104,0.7788585602136535,0.2211414397863465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.886559,33.0165,0.0,0.0,2.0125,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2011,1929.0,0,Biokraft A/S,3720.0,Aakirkeby,400.0,69.0,1841.0,28719310.0,Biokraft A/S,0.0,DC,Decentralt værk,Biogasanlæg,Forbrændingsmotor,351100.0,350010.0,kvt,0,2011-02-28,16.5,2.0,14.8,236.322653,143.72064,138.6216,32.01984,27.26496,0.8539283334461425,0.1460716665538575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.793153,9.367,0.0,0.0,103.1625,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2012,1929.0,0,Biokraft A/S,3720.0,Aakirkeby,400.0,69.0,1841.0,28719310.0,Biokraft A/S,0.0,DC,Decentralt værk,Biogasanlæg,Forbrændingsmotor,351100.0,350010.0,kvt,0,0,15.100000000000001,2.0,13.4,207.408577,106.29864,101.1096,31.03776,26.71704,0.8268886721947648,0.1731113278052352,0.0,0.0,0.0,0.0,3.084648,0.0,0.0,0.0,0.0,115.789429,0.0,84.072,0.0,4.4625,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2013,1929.0,1929-1,Bornholms Bioenergi,3720.0,Aakirkeby,400.0,69.0,1841.0,28719310.0,Biokraft A/S,0.0,DC,Decentralt værk,Biogasanlæg,Forbrændingsmotor,351100.0,350010.0,kvt,1985-01-01,2019-10-31,18.6,2.0,18.2,203.093916,124.43184,115.3656,33.56316,29.6748,0.8242658191715491,0.1757341808284508,0.0,0.0,0.3252,0.0,0.0,0.0,0.0,0.0,0.0,116.911116,0.0,84.2301,0.0,1.6275,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2014,1929.0,1929-1,Bornholms Bioenergi,3720.0,Aakirkeby,400.0,69.0,1841.0,28719310.0,Biokraft A/S,0.0,DC,Decentralt værk,Biogasanlæg,Forbrændingsmotor,351100.0,350010.0,kvt,1985-01-01,2019-10-31,18.6,2.0,18.2,196.604955,113.15232,108.2664,34.5924,30.3066,0.8246306921547027,0.1753693078452972,0.0,0.0,0.5691,0.0,0.03587,0.0,0.0,0.0,0.0,119.020285,0.0,73.0422,0.0,3.9375,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2015,1929.0,1929-1,Bornholms Bioenergi,3720.0,Aakirkeby,400.0,69.0,1841.0,28719310.0,Biokraft A/S,0.0,DC,Decentralt værk,Biogasanlæg,Forbrændingsmotor,351100.0,350010.0,kvt,1985-01-01,2019-10-31,18.6,2.0,18.2,196.962761,116.5824,111.4488,34.74972,30.94956,0.825504589800477,0.174495410199523,0.0,0.0,1.03251,0.0,0.03587,0.0,0.0,0.0,0.0,120.797081,0.0,72.8748,0.0,2.2225,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2016,1929.0,1929-1,Bornholms Bioenergi,3720.0,Aakirkeby,400.0,69.0,1841.0,28719310.0,BIOKRAFT A/S,0.0,DC,Decentralt værk,Biogasanlæg,Forbrændingsmotor,351100.0,350010.0,kvt,1985-01-01,2019-10-31,18.6,2.0,18.2,194.77052,121.4064,116.982,33.44436,29.67444,0.8232562244790195,0.17674377552098058,0.0,0.0,1.182915,0.0,0.0,0.0,0.0,0.0,0.0,114.147505,0.0,76.3251,0.0,3.115,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2017,1929.0,1929-1,Bornholms Bioenergi,3720.0,Aakirkeby,400.0,69.0,1841.0,28719310.0,BIOKRAFT A/S,0.0,DC,Decentralt værk,Biogasanlæg,Forbrændingsmotor,351100.0,350010.0,kvt,1985-01-01,2019-10-31,18.6,2.0,18.2,202.254886,126.53424,121.6152,33.98724,32.96484,0.8251364793098069,0.174863520690193,0.0,0.0,0.84552,0.0,0.0,0.0,0.0,0.0,0.0,117.415966,0.0,81.2634,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2018,1929.0,1929-1,Bornholms Bioenergi,3720.0,Aakirkeby,400.0,69.0,1841.0,28719310.0,Bornholms Bioenergi ApS,0.0,DC,Decentralt værk,Biogasanlæg,Forbrændingsmotor,351100.0,350010.0,kvt,1985-01-01,2019-10-31,18.6,2.0,18.2,197.244237,115.39616000000001,110.73416,34.3570356,34.3570356,0.8269388913278867,0.1730611086721132,0.0,0.0,0.760155,0.0,0.0,0.0,0.0,0.0,0.0,112.026882,0.0,79.7847,0.0,4.6725,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2019,1929.0,1929-1,Bornholms Bioenergi,3720.0,Aakirkeby,400.0,69.0,1841.0,28719310.0,Bornholms Bioenergi ApS,0.0,DC,Decentralt værk,Biogasanlæg,Forbrændingsmotor,351100.0,350010.0,kvt,1985-01-01,2019-10-31,18.6,2.0,18.2,198.948168,112.19635,107.98434999999999,32.049054,32.049054,0.8231521881399999,0.17684781186,0.0,0.0,1.34145,0.0,0.0,0.0,0.0,0.0,0.0,112.887818,0.0,72.5214,0.0,12.1975,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2020,1929.0,1929-2,Bornholms Bioenergi,3720.0,Aakirkeby,400.0,69.0,1841.0,28719310.0,Bornholms Bioenergi ApS,0.0,DC,Decentralt værk,Motor 1,Forbrændingsmotor,351100.0,350010.0,kvt,1985-01-01,2019-10-31,25.692,4.968,21.951999999999998,261.885967,158.49972,110.74932000000001,77.4,77.4,0.7881424207142856,0.21185757928571428,0.0,0.0,0.0,0.0,0.950555,0.0,0.0,0.0,0.0,194.958212,0.0,64.9097,0.0,1.0675,0.0,0.0,0.0,0.0,0.0,0.0
Aakirkeby og Lobbæk Fjernvarme,2021,342,342-3,Lobbæk Varmeværk,3720,Aakirkeby,400.0,69,2019,31582148,BORNHOLMS VARME A/S,0.0,FJ,Fjernvarmeværk,træpille,Kedel,353000.0,350030.0,fvv,1985-01-01,00:00:00,20.792,2.968,19.752,228.437074,147.2328,123.2928,59.1948,59.1948,0.7513697249,0.2486302751,0.0,0.0,0.0,0.0,1.693064,0.0,0.0,0.0,0.0,149.109138,0.0,72.507372,0.0,5.1275,0.0,0.0,0.0,0.0,0.0,0.0
