vaerk_id,vrkanl_ny,vaerk_navn,aar,vaerk_postnr,vaerk_postdistrikt,vaerk_kommune,fv_net,fv_net_navn,selskab_id,cvr,selskab_navn,kvoteaktivitet,vrktypeid,vrktypenavn,anlaeg_navn,anlaegstype_navn,DB07,NR117,aktoer,idriftdato,skrotdato,indfyretkapacitet_MW,elkapacitet_MW,varmekapacitet_MW,brutto_TJ,varmeprod_TJ,varmelev_TJ,elprod_TJ,ellev_TJ,andel_varmelev,andel_el,andel_process,kul_TJ,fuelolie_TJ,spildolie_TJ,gasolie_TJ,raffinaderigas_TJ,lpg_TJ,naturgas_TJ,affald_TJ,biogas_TJ,halm_TJ,skovflis_TJ,trae- og biomasseaffald_TJ,traepiller_TJ,bio-olie_TJ,braendselsfrit_TJ,solenergi_TJ,vandkraft_TJ,elektricitet_TJ,omgivelsesvarme_TJ
2355,2355-1,"Arla Foods Energy, Nr. Vium Mejeri",2021,6920,Videbæk,760,0,0,1594,87469816,ARLA FOODS ENERGY A/S,0.0,ER,Erhvervsværk,Biogasmotor,Forbrændingsmotor,105100.0,100030.0,pev,2018-01-01,00:00:00,7.3,3.0,4.0,137.772908732,49.42602,0.0,56.48688,56.48688,0.0,0.8206250399,0.1793749601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.772908732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2356,2356-1,SuperBrugsen Hadsund,2021,9560,Hadsund,846,291,Hadsund By Fjernvarme,179,60567719,Hadsund Fjernvarme a.m.b.a.,0.0,ER,Erhvervsværk,Overskudsvarme SuperBrugsen,Overskudsvarme,471120.0,470000.0,pvp,2018-01-01,00:00:00,0.05,0.0,0.05,0.114372,0.114372,0.114372,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114372,0.0,0.0,0.0,0.0
2357,2357-1,Flisværket,2021,4930,Maribo,360,48,Maribo Fjernvarme,2037,11135617,MARIBO VARMEVÆRK AMBA,0.0,FJ,Fjernvarmeværk,Fliskedel m vamepumpe,Kedel,353000.0,350030.0,fvv,2018-02-03,00:00:00,8.0,0.0,9.5,93.2232,114.6132,114.6132,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.2232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2358,2358-1,"Mørke Fjernvarme, Fabriksvej 20",2021,8544,Mørke,706,218,Mørke Fjernvarme,323,35580913,MØRKE FJERNVARMESELSKAB A M B A,0.0,FJ,Fjernvarmeværk,Fabriksvej 20,Kedel,353000.0,350030.0,fvv,2019-01-01,00:00:00,4.5,0.0,4.5,57.333,52.4736,52.4736,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2359,2359-2,Halsskov halmvarmeværk,2021,4220,Korsør,330,32,Korsør Fjernvarme,411,27736904,SK VARME A/S,0.0,FJ,Fjernvarmeværk,Solvarme (11.733 m2),Solvarme,353000.0,350030.0,fvv,2019-07-19,00:00:00,8.0,0.0,8.0,17.8812,17.8812,17.8812,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8812,0.0,0.0,0.0
2359,2359-1,Halsskov halmvarmeværk,2021,4220,Korsør,330,32,Korsør Fjernvarme,411,27736904,SK VARME A/S,0.0,FJ,Fjernvarmeværk,Halmkedel,Kedel,353000.0,350030.0,fvv,2018-10-22,00:00:00,11.5,0.0,11.5,235.0305,189.0396,189.0396,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2360,2360-2,Energianlæg - Råbrovej,2021,2765,Smørum,240,4,Smørumnedre Fjernvarme,413,21445711,SMØRUM KRAFTVARME AMBA,0.0,FJ,Fjernvarmeværk,Varmepumpe - luft-vand,Varmepumpe Luft,353000.0,350030.0,fvv,2020-12-17,00:00:00,1.8,0.0,5.0,65.4012,65.4012,65.4012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8256,40.57560000000001
2360,2360-1,Energianlæg - Råbrovej,2021,2765,Smørum,240,4,Smørumnedre Fjernvarme,413,21445711,SMØRUM KRAFTVARME AMBA,0.0,FJ,Fjernvarmeværk,Solvarmeanlæg - 11312m2,Solvarme,353000.0,350030.0,fvv,2018-03-01,00:00:00,7.9,0.0,7.9,17.9424,17.9424,17.9424,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9424,0.0,0.0,0.0
2361,2361-1,Hillerød Spildevand A/S HCR-syd,2021,3400,Hillerød,219,18,Hillerød-Farum-Værløse,2240,31592534,HILLERØD SPILDEVAND A/S,0.0,ER,Erhvervsværk,Biogaskedel - HCR syd,Kedel,370000.0,370000.0,pvp,2019-01-01,00:00:00,0.8,0.0,0.8,15.780599,12.6252,7.398,0.0,0.0,0.5859709153,0.0,0.4140290847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.780599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2363,2363-1,Fjernvarme Horsens A/S - Flisværket,2021,8700,Horsens,615,148,Horsens Fjernvarme,2185,35520104,FJERNVARME HORSENS A/S,0.0,FJ,Fjernvarmeværk,Flisværk,Kedel,353000.0,350030.0,fvv,2017-11-16,00:00:00,30.0,0.0,30.0,548.9325,583.2792000000001,582.8652000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.9325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2364,2364-1,Grenå Varme - Flisværk,2021,8500,Grenaa,707,202,Grenå Fjernvarme,160,43774417,GRENÅ VARMEVÆRK A M B A,0.0,FJ,Fjernvarmeværk,Flisanlæg,Kedel,353000.0,350030.0,fvv,2018-01-01,00:00:00,30.0,0.0,38.2,490.272,487.9584,487.9584,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2364,2364-2,Grenå Varme - Flisværk,2021,8500,Grenaa,707,202,Grenå Fjernvarme,160,43774417,GRENÅ VARMEVÆRK A M B A,0.0,FJ,Fjernvarmeværk,Varmepumpe (luft-vand),Varmepumpe Luft,353000.0,350030.0,fvv,2020-04-01,00:00:00,1.1,0.0,4.5,66.578,66.578,66.578,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.07808,44.49992
2365,2365-1,Grenå Varme - Sol 2,2021,8500,Grenaa,707,202,Grenå Fjernvarme,160,43774417,GRENÅ VARMEVÆRK A M B A,0.0,FJ,Fjernvarmeværk,Sol 2 - 20.700 m2,Solvarme,353000.0,350030.0,fvv,2019-02-01,00:00:00,14.5,0.0,14.5,37.994,37.994,37.994,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.994,0.0,0.0,0.0
2366,2366-1,Novo Nordisk overskudsvarme,2021,2860,Søborg,159,2,Storkøbenhavns Fjernvarme,259,10866111,I/S VESTFORBRÆNDING,0.0,ER,Erhvervsværk,Overskudsvarme fra Novo Nordisk,Overskudsvarme,212000.0,210000.0,pvp,2018-01-01,00:00:00,0.9,0.0,0.9,14.627,14.627,14.627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.627,0.0,0.0,0.0,0.0
2367,2367-1,Ballerup Krematorium - overskudsvarme,2021,2750,Ballerup,151,2,Storkøbenhavns Fjernvarme,259,10866111,I/S VESTFORBRÆNDING,0.0,ER,Erhvervsværk,Overskudsvarme fra Ballerup Krematorium,Overskudsvarme,960300.0,960000.0,pvp,2018-01-01,00:00:00,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2368,2368-1,Agri-Norcold A/S - Hobro,2021,9500,Hobro,846,300,Hobro Fjernvarme,2296,43718711,AGRI-NORCOLD A/S,0.0,ER,Erhvervsværk,Varmegenvinding,Overskudsvarme,521000.0,520000.0,pvp,2018-12-01,00:00:00,0.775,0.0,0.775,17.4204,17.421,17.421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4204,0.0,0.0,0.0,0.0
2369,2369-1,Varmpepumpe Kalundborg,2021,4400,Kalundborg,326,31,Kalundborg Fjernvarme,2236,31774985,KALUNDBORG VARMEFORSYNING A/S,0.0,FJ,Fjernvarmeværk,Varmepumpen,Varmepumpe Spildevand,353000.0,350030.0,fvv,2017-07-01,00:00:00,10.0,0.0,10.0,22.5792,22.5792,22.5792,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8066,0.0,0.0,5.772600000000001,0.0
2370,2370-1,Bo-Glas overskudsvarme,2021,9700,Brønderslev,810,277,Brønderslev Fjernvarme,2070,31157439,BRØNDERSLEV VARME A/S,0.0,ER,Erhvervsværk,Overskudsvarme fra Bo-Glas,Overskudsvarme,231200.0,230010.0,pvp,2016-01-01,00:00:00,0.2,0.0,0.2,0.3168,0.3168,0.3168,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3168,0.0,0.0,0.0,0.0
2371,2371-2,Dansk Træemballage (Ulsa),2021,5540,Ullerslev,450,92,Ullerslev Fjernvarme,545,11826687,DANSK TRÆEMBALLAGE A/S,0.0,ER,Erhvervsværk,Kedel,Kedel,162400.0,160000.0,pvp,2007-01-01,00:00:00,0.95,0.0,0.85,19.899288,17.312364,15.72732,0.0,0.0,0.9084443927,0.0,0.0915556073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.899288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2374,2374-1,Outrup Varmeværk Varmepumpecentral,2021,6855,Outrup,573,121,Outrup Fjernvarme,352,11325319,Outrup Varmeværk,0.0,FJ,Fjernvarmeværk,Varmepumpe (Luft-vand),Varmepumpe Luft,353000.0,350030.0,fvv,2019-07-01,00:00:00,0.35,0.0,1.5,18.576,18.576,18.468,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39,12.186
2375,2375-1,BlueKolding Spildevandsturbine,2021,6092,Sønder Stenderup,621,0,0,2286,36933542,BlueKolding Energiproduktion A/S,0.0,VA,Vandkraftværk,Spildevandsturbine,Vandkraft,351100.0,350010.0,vkt,2019-07-01,00:00:00,0.11,0.11,0.0,1.1412,0.0,0.0,1.1412,1.1412,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1412,0.0,0.0
2376,2376-1,"Hadsten Varmeværk, solvarme (25.000 m2)",2021,8370,Hadsten,710,203,Hadsten Fjernvarme,178,67750411,HADSTEN VARMEVÆRK A M B A,0.0,FJ,Fjernvarmeværk,Solvarme (25.000 m2),Solvarme,353000.0,350030.0,fvv,2019-03-15,00:00:00,18.5,0.0,18.5,38.8116,38.8116,38.8116,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8116,0.0,0.0,0.0
2378,2378-1,Løgstør Renseanlæg,2021,9670,Løgstør,820,0,0,2363,32562299,VESTHIMMERLANDS VAND A/S,0.0,ER,Erhvervsværk,Renseanlæg,Forbrændingsmotor,370000.0,370000.0,pev,2019-05-01,00:00:00,0.1,0.03,0.06,2.6190745,1.7136,0.0,0.882,0.864,0.0,0.6728615394,0.3271384606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6190745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2379,2379-3,Industrivej 17,2021,7860,Spøttrup,779,256,Balling-Rødding Fjernvarmenet,42,27173012,Balling-Rødding Varmeværk A.m.b.a.,0.0,FJ,Fjernvarmeværk,Solvarme,Solvarme,353000.0,350030.0,fvv,2019-06-20,00:00:00,8.4,0.0,8.4,18.4284,17.25912,17.25912,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4284,0.0,0.0,0.0
2379,2379-4,Industrivej 17,2021,7860,Spøttrup,779,256,Balling-Rødding Fjernvarmenet,42,27173012,Balling-Rødding Varmeværk A.m.b.a.,0.0,FJ,Fjernvarmeværk,Olie kedel,Kedel,353000.0,350030.0,fvv,2019-10-02,00:00:00,7.5,0.0,7.5,1.79208,1.65564,1.65564,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.79208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2379,2379-1,Industrivej 17,2021,7860,Spøttrup,779,256,Balling-Rødding Fjernvarmenet,42,27173012,Balling-Rødding Varmeværk A.m.b.a.,0.0,FJ,Fjernvarmeværk,Flis kedel med ABS-varmepumpe,Kedel,353000.0,350030.0,fvv,2019-11-12,00:00:00,4.71,0.0,5.556,62.1055789,70.64388000000001,70.64388000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.10557889999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2380,2380-1,Solvarme 31000m2,2021,5750,Ringe,430,84,Ringe Fjernvarme,368,32476813,Midtfyns Fjernvarme A.m.b.A,0.0,FJ,Fjernvarmeværk,Solvarme 31000m2,Solvarme,353000.0,350030.0,fvv,2019-06-10,00:00:00,22.0,0.0,22.0,45.74484,45.74484,45.74484,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.74484,0.0,0.0,0.0
2381,2381-1,Varde laks,2021,6800,Varde,573,126,Esbjerg-Varde Fjernvarme,2047,32662498,DIN Forsyning Varme A/S,0.0,ER,Erhvervsværk,Varde laks- overskudsvarme,Overskudsvarme,463810.0,460000.0,pvp,2019-01-01,00:00:00,0.1,0.0,0.1,0.142,0.142,0.142,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142,0.0,0.0,0.0,0.0
2382,2382-1,Sydvestjysk Pelscenter,2021,6800,Varde,573,126,Esbjerg-Varde Fjernvarme,2047,32662498,DIN Forsyning Varme A/S,0.0,ER,Erhvervsværk,Sydvestjysk Pelscenter - overskudsvarme,Overskudsvarme,14920.0,10000.0,pvp,2019-01-01,00:00:00,0.1,0.0,0.1,0.851,0.851,0.851,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.851,0.0,0.0,0.0,0.0
2383,2383-1,Overskudsvarme til Glostrup FV,2021,2600,Glostrup,161,2,Storkøbenhavns Fjernvarme,2369,17096087,KOPENHAGEN FUR INTERNATIONAL A/S,0.0,ER,Erhvervsværk,Overskudsvarmeanlæg,Overskudsvarme,461600.0,460000.0,pvp,2017-09-01,00:00:00,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2384,2384-1,Industriparken 10,2021,8620,Kjellerup,740,244,Kjellerup Fjernvarme,2039,60247412,KJELLERUP FJERNVARME AMBA,0.0,FJ,Fjernvarmeværk,Kedel m avp,Kedel,353000.0,350030.0,fvv,2019-09-01,00:00:00,10.0,0.0,13.8,179.06,188.01432,188.01432,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2385,2385-2,"Karup Varmeværk, Ericavej",2021,7470,Karup J,791,241,Karup Fjernvarme,277,16859818,KARUP VARMEVÆRK,0.0,FJ,Fjernvarmeværk,"Solvarme, etape 2 (8000 m2)",Solvarme,353000.0,350030.0,fvv,2019-05-15,00:00:00,6.0,0.0,6.0,11.07,10.4148,10.4148,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4148,0.0,0.6552,0.0
2385,2385-1,"Karup Varmeværk, Ericavej",2021,7470,Karup J,791,241,Karup Fjernvarme,277,16859818,KARUP VARMEVÆRK,0.0,FJ,Fjernvarmeværk,"Solvarme, etape 1 (8000 m2)",Solvarme,353000.0,350030.0,fvv,2013-07-01,00:00:00,6.0,0.0,6.0,10.1808,9.766800000000002,9.766800000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.766800000000002,0.0,0.414,0.0
2385,2385-3,"Karup Varmeværk, Ericavej",2021,7470,Karup J,791,241,Karup Fjernvarme,277,16859818,KARUP VARMEVÆRK,0.0,FJ,Fjernvarmeværk,Varmepumpe,Varmepumpe Anden,353000.0,350030.0,fvv,2020-04-01,00:00:00,1.3,0.0,4.0,67.7268,67.7268,67.7268,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5836,44.1432
2386,2386-1,Kvickly Varde,2021,6800,Varde,573,126,Esbjerg-Varde Fjernvarme,2047,32662498,DIN Forsyning Varme A/S,0.0,ER,Erhvervsværk,Kvickly overskudsvarme,Overskudsvarme,471120.0,470000.0,pvp,2020-01-01,00:00:00,0.1,0.0,0.1,0.003,0.003,0.003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0
2387,2387-1,Superbrugsen Esbjerg Storcentter,2021,6715,Esbjerg N,561,126,Esbjerg-Varde Fjernvarme,2047,32662498,DIN Forsyning Varme A/S,0.0,ER,Erhvervsværk,Superbrugsen overskudsvarme,Overskudsvarme,471120.0,470000.0,pvp,2020-01-01,00:00:00,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2388,2388-1,Slagter Theilgaard,2021,6715,Esbjerg N,561,126,Esbjerg-Varde Fjernvarme,2047,32662498,DIN Forsyning Varme A/S,0.0,ER,Erhvervsværk,Slagter Theilgaard overskudsvarme,Overskudsvarme,472200.0,470000.0,pvp,2020-01-01,00:00:00,0.05,0.0,0.05,0.19,0.19,0.19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0
2389,2389-1,Superbrugsen Tjæreborg,2021,6731,Tjæreborg,561,126,Esbjerg-Varde Fjernvarme,2047,32662498,DIN Forsyning Varme A/S,0.0,ER,Erhvervsværk,Superbrugsen Tjæreborg overskudsvarme,Overskudsvarme,471120.0,470000.0,pvp,2020-01-01,00:00:00,0.05,0.0,0.05,0.139,0.139,0.139,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139,0.0,0.0,0.0,0.0
2392,2392-1,Bording Varmepumpecentral - Fabriksvej,2021,7441,Bording,756,163,Herning-Ikast Fjernvarme,16,25161513,Energi Ikast Varme A/S,0.0,FJ,Fjernvarmeværk,Varmepumpe(el/gas) - luft-vand,Varmepumpe Kombi,353000.0,350030.0,fvv,2020-01-01,00:00:00,1.4,0.0,4.0,19.2217572,47.5956,47.5956,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7341968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4875604,0.0
2393,2393-1,Nordals Fjernvarme A/S,2021,6430,Nordborg,540,105,Nordals Fjernvarme,2384,36941650,SONFOR Varme A/S,0.0,FJ,Fjernvarmeværk,Halmkedel,Kedel,353000.0,350030.0,fvv,2020-07-01,00:00:00,12.0,0.0,10.0,167.3445,158.004,154.0836,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.3445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2394,2394-1,"Nørre snede varmeværk, Mågevej",2021,8766,Nørre Snede,756,152,Nørre Snede Fjernvarme,343,28193610,Nørre-Snede Varmeværk A.m.b.a,0.0,FJ,Fjernvarmeværk,Varmepumpe,Varmepumpe Luft,353000.0,350030.0,fvv,2020-06-23,00:00:00,0.6,0.0,2.5,28.62828,28.62828,27.2592,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.627480000000002,19.0008
2395,2395-1,Møldrup Varmeværk,2021,9632,Møldrup,791,247,Møldrup Fjernvarme,321,33171412,Møldrup Varmeværk,0.0,FJ,Fjernvarmeværk,Varmepumpe,Varmepumpe Luft,353000.0,350030.0,fvv,2020-05-01,00:00:00,0.7,0.0,2.0,29.6352,29.6352,28.26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5284,21.1068
2396,2396-1,Sjællandsbroens Pumpestation,2021,2300,København S,101,2,Storkøbenhavns Fjernvarme,1826,11110026,HGS - Hovedstadsområdets Geotermiske Samarbejde,0.0,FJ,Fjernvarmeværk,Varmepumpeanlæg ved Sjællandsbroens Pumpestation,Varmepumpe Anden,353000.0,350030.0,fvv,2019-02-01,00:00:00,1.77,0.0,5.12,22.2048,22.2048,22.2048,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.509600000000001,14.6952
2397,2397-1,UNICEF Supply Division,2021,2150,Nordhavn,101,2,Storkøbenhavns Fjernvarme,1760,26089263,HOFOR FJERNVARME P/S,0.0,FJ,Fjernvarmeværk,FlexHeat,Varmepumpe Grundvand,353000.0,350030.0,fvv,2019-09-01,00:00:00,0.44,0.0,1.0,6.308748,6.308748,6.308748,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0988,4.209948000000001
2397,2397-2,UNICEF Supply Division,2021,2150,Nordhavn,101,2,Storkøbenhavns Fjernvarme,1760,26089263,HOFOR FJERNVARME P/S,0.0,FJ,Fjernvarmeværk,Elpatron,Elpatron,353000.0,350030.0,fvv,2019-09-01,00:00:00,0.2,0.0,0.2,0.473652,0.473652,0.473652,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473652,0.0
2398,2398-1,Novozymes,2021,2200,København N,101,2,Storkøbenhavns Fjernvarme,1760,26089263,HOFOR FJERNVARME P/S,0.0,FJ,Fjernvarmeværk,Varmepumpe Novozymes,Varmepumpe Overskudsvarme,353000.0,350030.0,fvv,2020-07-01,00:00:00,0.9,0.0,3.9,83.3256,83.32560000000001,83.32560000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.65,0.0,0.0,21.6756,0.0
2399,2399-1,Østre Omfartsvej,2021,8850,Bjerringbro,791,231,Bjerringbro Fjernvarme,47,17256319,Gudenådalens Energiselskab Amba,0.0,FJ,Fjernvarmeværk,Varmepumpe,Varmepumpe Spildevand,353000.0,350030.0,fvv,2020-12-01,00:00:00,1.5,0.0,5.8,52.45488,52.45488,52.45488,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.61408,0.0,0.0,16.8408,0.0
2400,2400-1,"Thorsø Fjernvarme, Kongensbrovej",2021,8881,Thorsø,710,239,Thorsø Fjernvarme,445,22883313,THORSØ FJERNVARMEVÆRK A M B A,0.0,FJ,Fjernvarmeværk,"Varmepumpe, Johnson Controls",Varmepumpe Overskudsvarme,353000.0,350030.0,fvv,2020-12-01,00:00:00,0.4,0.0,1.2,31.91076,31.91076,31.91076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.25684,0.0,0.0,2.65392,0.0
2401,2401-1,Energivejcentralen,2021,2630,Taastrup,169,2,Storkøbenhavns Fjernvarme,227,13057117,HØJE TAASTRUP FJERNVARME A.M.B.A.,0.0,FJ,Fjernvarmeværk,Varmepumpe til køl/varme,Varmepumpe Anden,353000.0,350030.0,fvv,2018-12-28,00:00:00,0.245,0.0,1.0,8.51544,8.51544,8.51544,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98044,5.535
2402,2402-1,Helgeshøj Alle,2021,2630,Taastrup,169,2,Storkøbenhavns Fjernvarme,227,13057117,HØJE TAASTRUP FJERNVARME A.M.B.A.,0.0,FJ,Fjernvarmeværk,Varmepumpe,Varmepumpe Overskudsvarme,353000.0,350030.0,fvv,2020-10-01,00:00:00,0.345,0.0,1.4,35.54496,35.54496,35.54496,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.68888,0.0,0.0,9.856080000000002,0.0
