vaerk_id,vrkanl_ny,vaerk_navn,aar,vaerk_postnr,vaerk_postdistrikt,vaerk_kommune,fv_net,fv_net_navn,selskab_id,cvr,selskab_navn,kvoteaktivitet,vrktypeid,vrktypenavn,anlaeg_navn,anlaegstype_navn,DB07,NR117,aktoer,idriftdato,skrotdato,indfyretkapacitet_MW,elkapacitet_MW,varmekapacitet_MW,brutto_TJ,varmeprod_TJ,varmelev_TJ,elprod_TJ,ellev_TJ,andel_varmelev,andel_el,andel_process,kul_TJ,fuelolie_TJ,spildolie_TJ,gasolie_TJ,raffinaderigas_TJ,lpg_TJ,naturgas_TJ,affald_TJ,biogas_TJ,halm_TJ,skovflis_TJ,trae- og biomasseaffald_TJ,traepiller_TJ,bio-olie_TJ,braendselsfrit_TJ,solenergi_TJ,vandkraft_TJ,elektricitet_TJ,omgivelsesvarme_TJ
2014,2014-5,Energi Fyn Produktion - OUH_Nød og regulerkraftanlæg,2022,5000,Odense C,461,79,Fjernvarme Fyn,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 5,Forbrændingsmotor,351100.0,350010.0,kvt,2009-06-26,00:00:00,5.4,2.0,1.3,1.4620612,0.4137480000000001,0.4137480000000001,0.590004,0.590004,0.141494761,0.858505239,0.0,0.0,0.0,0.0,1.4620612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2015-1,Hvalsø savværk varmeværk,2022,4330,Hvalsø,350,22,Hvalsø Fjernvarme,2027,17890433,HVALSØ SAVVÆRK A/S,0.0,ER,Erhvervsværk,-,Kedel,161000.0,160000.0,pvp,2008-02-01,00:00:00,4.5,0.0,3.8,106.873,106.8732,90.7452,0.0,0.0,0.8490921952,0.0,0.1509078048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 , , ,2022, , ,756, , , , ,,0.0,ER,Erhvervsværk,,Forbrændingsmotor,,,pev,2012-01-01,00:00:00,0.88,0.3,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2019-1,Ydernæs Losseplads,2022,4700,Næstved,370,0,0,1542,25024737,DEPONIGAS ApS,0.0,LO,Lokalt værk,-,Forbrændingsmotor,351100.0,350010.0,kvt,2012-01-01,00:00:00,0.17,0.08,0.1,2.396209,0.0,0.0,0.7668,0.7668,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.396209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2020-2,Fladså Losseplads,2022,4700,Næstved,370,0,0,1542,25024737,DEPONIGAS ApS,0.0,LO,Lokalt værk,Motorgeneratoranlnæg,Forbrændingsmotor,382110.0,383900.0,pel,2016-03-01,00:00:00,0.12,0.04,0.0,1.451208,0.0,0.0,0.4644,0.4644,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.451208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2021-1,Energimidt Regulerkraft,2022,8600,Silkeborg,740,0,0,1512,28331959,Eniig City Solutions A/S,0.0,LO,Lokalt værk,Regulerkraft,Nødstrømsanlæg,351300.0,350010.0,kvt,2012-01-01,00:00:00,0.64,0.64,0.0,0.018,0.0,0.0,0.0072,0.0072,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 , , ,2022, , ,450, , , , ,,0.0,VA,Vandkraftværk,,Vandkraft,,,vkt,2012-01-01,00:00:00,0.01,0.01,0.0,0.0144,0.0,0.0,0.0144,0.0144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.0,0.0
2027,2027-1,"Hobro Varmeværk, Lupinvej",2022,9500,Hobro,846,300,Hobro Fjernvarme,205,41429615,HOBRO VARMEVÆRK A M B A,0.0,FJ,Fjernvarmeværk,Reservelast,Kedel,353000.0,350030.0,fvv,2009-12-03,00:00:00,6.6,0.0,6.0,2.1522,2.16,2.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.1522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027,2027-2,"Hobro Varmeværk, Lupinvej",2022,9500,Hobro,846,300,Hobro Fjernvarme,205,41429615,HOBRO VARMEVÆRK A M B A,0.0,FJ,Fjernvarmeværk,Flisanlæg 1,Kedel,353000.0,350030.0,fvv,2017-12-01,00:00:00,11.3,0.0,13.0,186.62961,203.426,203.426,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.62961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029,2029-1,Vejrum varmecentral,2022,7600,Struer,671,172,Holstebro-Struer Fjernvarme,423,26203562,STRUER ENERGI FJERNVARME A/S,0.0,FJ,Fjernvarmeværk,Elkedel,Elpatron,353000.0,350030.0,fvv,2009-12-01,00:00:00,0.9,0.0,0.9,0.0021996,0.0022,0.0022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021996,0.0
2030,2030-1,Billund Varmeværk III,2022,7190,Billund,530,119,Billund Fjernvarme,237,37251518,Billund Varmeværk A.m.b.a.,0.0,FJ,Fjernvarmeværk,Kedel 1,Kedel,351100.0,350010.0,fvv,1972-06-01,00:00:00,2.3,0.0,3.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2031,2031-1,Central Taulov,2022,7000,Fredericia,607,81,TVIS,777,17010131,TREFOR VARME A/S,0.0,FJ,Fjernvarmeværk,Kedel 1,Kedel,353000.0,350030.0,fvv,2009-01-02,00:00:00,11.1,0.0,10.0,1.33734121,1.192,1.192,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.33734121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032,2032-1,Central Skærbæk,2022,7000,Fredericia,607,81,TVIS,777,17010131,TREFOR VARME A/S,0.0,FJ,Fjernvarmeværk,Kedel 1,Kedel,353000.0,350030.0,fvv,2009-01-02,00:00:00,11.1,0.0,10.0,0.80183798,0.703,0.703,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.80183798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2033,2033-1,Central Ullerup,2022,7000,Fredericia,607,81,TVIS,777,17010131,TREFOR VARME A/S,0.0,FJ,Fjernvarmeværk,Kedel 1,Kedel,353000.0,350030.0,fvv,2009-01-02,00:00:00,9.4,0.0,8.5,0.89671413,0.853,0.853,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8967141299999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2034,2034-1,Central Egeskov,2022,7000,Fredericia,607,81,TVIS,777,17010131,TREFOR VARME A/S,0.0,FJ,Fjernvarmeværk,Kedel 1,Kedel,353000.0,350030.0,fvv,2009-01-02,00:00:00,4.8,0.0,4.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,2035-1,Central Snoghøj,2022,7000,Fredericia,607,81,TVIS,777,17010131,TREFOR VARME A/S,0.0,FJ,Fjernvarmeværk,Kedel 1,Kedel,353000.0,350030.0,fvv,2009-01-02,00:00:00,16.7,0.0,15.0,1.70235433,1.628,1.628,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.70235433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2039,2039-1,Havnecentral,2022,8220,Brabrand,751,206,Århus Fjernvarme,2374,40844309,Kredsløb Fjernvarme A/S,0.0,FJ,Fjernvarmeværk,Satelitcentral,Kedel,353000.0,350030.0,fvv,2012-01-01,00:00:00,2.8,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,2040-1,"Bioenergi, Nyk. F.",2022,4800,Nykøbing F,376,51,Nykøbing Falster Fjernvarme,253,78951818,I/S REFA,0.0,FJ,Fjernvarmeværk,Flisværk,Kedel,353000.0,350030.0,fvv,2008-01-01,00:00:00,9.0,0.0,10.6,48.99975,49.00896,48.96,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.99975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043,2043-4,Tørring Kraftvarmeværk - Solvarme,2022,7160,Tørring,766,153,Tørring Fjernvarme,463,28709714,Tørring Kraftvarmeværk A.M.B.A.,0.0,FJ,Fjernvarmeværk,Nødgenerator,Nødstrømsanlæg,351100.0,350010.0,kvt,2022-03-28,00:00:00,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043,2043-3,Tørring Kraftvarmeværk - Solvarme,2022,7160,Tørring,766,153,Tørring Fjernvarme,463,28709714,Tørring Kraftvarmeværk A.M.B.A.,0.0,FJ,Fjernvarmeværk,Varmepumpe,Varmepumpe Solvarme,351100.0,350010.0,fvv,2020-12-01,00:00:00,0.387,0.0,1.2,16.2864,16.2864,16.2864,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8936,0.0,5.3928,0.0
2043,2043-2,Tørring Kraftvarmeværk - Solvarme,2022,7160,Tørring,766,153,Tørring Fjernvarme,463,28709714,Tørring Kraftvarmeværk A.M.B.A.,0.0,FJ,Fjernvarmeværk,udv solvarme-2016,Solvarme,351100.0,350010.0,fvv,2016-06-20,00:00:00,6.0,0.0,6.0,14.6448,14.6448,14.6448,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6448,0.0,0.0,0.0
2043,2043-1,Tørring Kraftvarmeværk - Solvarme,2022,7160,Tørring,766,153,Tørring Fjernvarme,463,28709714,Tørring Kraftvarmeværk A.M.B.A.,0.0,FJ,Fjernvarmeværk,Solvarmeanlæg - 7455 m2 (Sunmark),Solvarme,351100.0,350010.0,fvv,2009-06-01,00:00:00,4.6,0.0,4.6,8.568,8.568,8.568,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.568,0.0,0.0,0.0
2045,2045-1,Stege Rensningsanlæg,2022,4780,Stege,390,0,0,2080,30692438,VORDINGBORG SPILDEVAND A/S,0.0,LO,Lokalt værk,Møns Rens,Forbrændingsmotor,370000.0,370000.0,pev,2010-01-01,00:00:00,0.1,0.04,0.06,0.384652,0.12564,0.0,0.12564,0.12564,0.0,0.8366835477,0.1633164523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2047,2047-1,Bio Vækst A/S,2022,4532,Gislinge,316,0,0,2081,26661684,BIO VÆKST A/S,0.0,LO,Lokalt værk,Gasmotor,Forbrændingsmotor,382110.0,383900.0,pev,2010-01-20,00:00:00,0.49,0.19,0.22,1.732291,0.0,0.0,0.5544,0.5544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.732291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2048,2048-2,Broager FV - Solvarmeanlæg,2022,6310,Broager,540,99,Broager Fjernvarme,67,59352318,BROAGER FJERNVARMESELSKAB AMBA,0.0,FJ,Fjernvarmeværk,Varmepumpe,Varmepumpe Grundvand,353000.0,350030.0,fvv,2016-12-18,00:00:00,1.1,0.0,4.0,56.824776,56.824776,56.824776,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.959572,38.865204
2048,2048-1,Broager FV - Solvarmeanlæg,2022,6310,Broager,540,99,Broager Fjernvarme,67,59352318,BROAGER FJERNVARMESELSKAB AMBA,0.0,FJ,Fjernvarmeværk,Solvarmeanlæg - 9988 m2 (Arcon),Solvarme,353000.0,350030.0,fvv,2009-10-01,00:00:00,7.0,0.0,7.0,17.74692,17.74692,17.74692,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.74692,0.0,0.0,0.0
2050,2050-1,Aps Gammelmark 20,2022,6660,Lintrup,575,110,Rødding Fjernvarme (Sdr.Jyll),2367,35530967,ApS GAMMELMARK 20,0.0,ER,Erhvervsværk,Tornumvej,Forbrændingsmotor,352100.0,350020.0,kvt,2010-07-01,00:00:00,3.0,1.12,1.5,5.975906,1.9908,0.0,1.854,1.854,0.1665688851,0.8334311149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.975906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,2050-2,Aps Gammelmark 20,2022,6660,Lintrup,575,110,Rødding Fjernvarme (Sdr.Jyll),2367,35530967,ApS GAMMELMARK 20,0.0,ER,Erhvervsværk,Motor 4,Forbrændingsmotor,352100.0,350020.0,kvt,2015-12-22,00:00:00,4.99,2.0,1.98,54.071965,22.7484,0.0,23.0652,23.0652,0.210352999,0.789647001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.071965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2054,2054-1,Agerskov Skole,2022,6534,Agerskov,550,0,0,2084,29189781,Tønder kommune,0.0,LO,Lokalt værk,Gasmotor,Forbrændingsmotor,852010.0,850010.0,pev,2010-06-01,00:00:00,0.05,0.015,0.0306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2057,2057-2,"Sønderborg Fjernvarme, Vollerup - Solparken",2022,6400,Sønderborg,540,114,Sønderborg Fjernvarme,2057,32648541,Sønderborg Varme A/S,0.0,FJ,Fjernvarmeværk,Kedel,Kedel,353000.0,350030.0,fvv,2009-04-04,00:00:00,5.4,0.0,5.0,4.204,4.204,4.204,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.204,0.0,0.0,0.0,0.0,0.0
2057,2057-3,"Sønderborg Fjernvarme, Vollerup - Solparken",2022,6400,Sønderborg,540,114,Sønderborg Fjernvarme,2057,32648541,Sønderborg Varme A/S,0.0,FJ,Fjernvarmeværk,Solvarmeanlæg -2929 m2,Solvarme,353000.0,350030.0,fvv,2012-04-01,00:00:00,2.1,0.0,2.1,3.0692,3.0692,3.0692,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0692,0.0,0.0,0.0
2057,2057-1,"Sønderborg Fjernvarme, Vollerup - Solparken",2022,6400,Sønderborg,540,114,Sønderborg Fjernvarme,2057,32648541,Sønderborg Varme A/S,0.0,FJ,Fjernvarmeværk,Solvarmeanlæg - 5866 m2 (Sunmark),Solvarme,353000.0,350030.0,fvv,2009-04-04,00:00:00,4.0,0.0,4.0,6.1468,6.1468,6.1468,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1468,0.0,0.0,0.0
2059,2059-1,Solfanger Ullerødbyen,2022,3400,Hillerød,219,18,Hillerød-Farum-Værløse,2014,31592488,HILLERØD VARME A/S,0.0,FJ,Fjernvarmeværk,Ullerødbyen - Solvarme anlæg,Solvarme,353000.0,350030.0,fvv,2008-11-01,00:00:00,2.1,0.0,2.1,5.1156,5.115600000000001,5.115600000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.115600000000001,0.0,0.0,0.0
2063,2063-1,Hasle Varmeværk,2022,3790,Hasle,400,470,Hasle Fjernvarme (Bornholms Forsyning tidl. Vestbornholms),2019,31582148,BORNHOLMS VARME A/S,0.0,FJ,Fjernvarmeværk,Halmkedel,Kedel,353000.0,350030.0,fvv,2008-03-01,00:00:00,5.0,0.0,5.0,25.32985,22.23108,22.23108,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6901,0.0,0.0,1.63975,0.0,0.0,0.0,0.0,0.0,0.0
2063,2063-2,Hasle Varmeværk,2022,3790,Hasle,400,470,Hasle Fjernvarme (Bornholms Forsyning tidl. Vestbornholms),2019,31582148,BORNHOLMS VARME A/S,0.0,FJ,Fjernvarmeværk,Flis kedel,Kedel,353000.0,350030.0,fvv,2017-03-01,00:00:00,12.0,0.0,15.0,109.9818,123.8436,123.8436,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.9818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2064,2064-1,Hasle reservelast,2022,3700,Rønne,400,470,Hasle Fjernvarme (Bornholms Forsyning tidl. Vestbornholms),2019,31582148,BORNHOLMS VARME A/S,0.0,FJ,Fjernvarmeværk,Muleby træpillekedel,Kedel,353000.0,350030.0,fvv,2010-11-01,00:00:00,1.0,0.0,1.0,0.11025,0.10224,0.10224,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11025,0.0,0.0,0.0,0.0,0.0,0.0
2065,2065-1,Tandergård Biogas 2,2022,8320,Mårslet,751,0,0,2100,11768474,I/S Tandergård,0.0,ER,Erhvervsværk,Biogas 2,Forbrændingsmotor,14610.0,10000.0,pev,2010-12-01,00:00:00,0.06,0.025,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2066,2066-4,"Hurup Fjernvarme, Erhvervsvej 5",2022,7760,Hurup Thy,787,260,Hurup Fjernvarme,221,43860259,Hurup Fjernvarme A m b A,0.0,FJ,Fjernvarmeværk,Træfliskedel,Kedel,353000.0,350030.0,fvv,2008-11-26,00:00:00,5.56,0.0,5.0,73.698,80.126,80.126,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2070,2070-1,"Vejle Fjernvarme a.m.b.a., Central Toldbodvej",2022,7100,Vejle,630,81,TVIS,29,67932218,Vejle Fjernvarme A M B A,0.0,FJ,Fjernvarmeværk,Central Toldbodvej,Kedel,353000.0,350030.0,fvv,2010-12-01,00:00:00,15.0,0.0,15.0,8.58842584,9.131,9.131,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.588425839999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2071,2071-1,"Bredebro Varmeværk, Langagervej",2022,6261,Bredebro,550,98,Bredebro Fjernvarme,65,22927213,BREDEBRO VARMEVÆRK A M B A,0.0,FJ,Fjernvarmeværk,Fliskedel,Kedel,353000.0,350030.0,fvv,2010-02-01,00:00:00,0.86,0.0,2.2,26.0865,29.4372,28.6812,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2073,2073-1,Højslev Nr. Søby Fjernvarmeværk (Søbyvej),2022,7840,Højslev,779,255,Højslev-Nr. Søby Fjernvarme,229,18849518,HØJSLEV NR SØBY FJERNVARME,0.0,FJ,Fjernvarmeværk,Fliskedel,Kedel,353000.0,350030.0,fvv,2009-05-26,00:00:00,4.0,0.0,4.0,63.501,62.72172,62.72172,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.50099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2074,2074-2,Aakirkeby Flisvarmeværk,2022,3720,Aakirkeby,400,69,Aakirkeby og Lobbæk Fjernvarme,2019,31582148,BORNHOLMS VARME A/S,0.0,FJ,Fjernvarmeværk,Oliekedel,Kedel,353000.0,350030.0,fvv,2010-04-01,00:00:00,6.0,0.0,6.0,0.014348,0.01332,0.01332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2074,2074-1,Aakirkeby Flisvarmeværk,2022,3720,Aakirkeby,400,69,Aakirkeby og Lobbæk Fjernvarme,2019,31582148,BORNHOLMS VARME A/S,0.0,FJ,Fjernvarmeværk,Fliskedel,Kedel,353000.0,350030.0,fvv,2010-04-01,00:00:00,6.0,0.0,8.0,57.0276,67.4172,67.4172,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.02760000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2075,2075-2,Høje Taastrup Fjernvarme - Malervej-centralen,2022,2630,Taastrup,169,2,Storkøbenhavns Fjernvarme,227,13057117,HØJE TAASTRUP FJERNVARME A.M.B.A.,1.0,FJ,Fjernvarmeværk,Kedel 2,Kedel,353000.0,350030.0,fvv,2013-10-01,00:00:00,16.7,0.0,15.0,4.3155664,4.075,4.075,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.728934,0.0,0.0,2.5866324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2075,2075-1,Høje Taastrup Fjernvarme - Malervej-centralen,2022,2630,Taastrup,169,2,Storkøbenhavns Fjernvarme,227,13057117,HØJE TAASTRUP FJERNVARME A.M.B.A.,1.0,FJ,Fjernvarmeværk,Kedel 1,Kedel,353000.0,350030.0,fvv,2013-10-01,00:00:00,16.7,0.0,15.0,12.253433,11.568,11.568,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.910603,0.0,0.0,7.342830000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2076,2076-3,Høje Taastrup Fjernvarme - Mølleholmen-centralen,2022,2630,Taastrup,169,2,Storkøbenhavns Fjernvarme,227,13057117,HØJE TAASTRUP FJERNVARME A.M.B.A.,0.0,FJ,Fjernvarmeværk,GS Mølleholmen,Varmepumpe Grundvand,353000.0,350030.0,fvv,2018-12-03,00:00:00,0.315,0.0,1.4,6.6456,6.6456,6.6456,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6776,4.968
2076,2076-2,Høje Taastrup Fjernvarme - Mølleholmen-centralen,2022,2630,Taastrup,169,2,Storkøbenhavns Fjernvarme,227,13057117,HØJE TAASTRUP FJERNVARME A.M.B.A.,0.0,FJ,Fjernvarmeværk,MØ-oliekedler,Kedel,353000.0,350030.0,fvv,2013-11-01,00:00:00,8.5,0.0,8.5,1.034905777,0.977,0.97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.034905777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2076,2076-1,Høje Taastrup Fjernvarme - Mølleholmen-centralen,2022,2630,Taastrup,169,2,Storkøbenhavns Fjernvarme,227,13057117,HØJE TAASTRUP FJERNVARME A.M.B.A.,0.0,FJ,Fjernvarmeværk,MØ-oliekedler,Kedel,353000.0,350030.0,fvv,2013-11-01,00:00:00,8.5,0.0,8.5,2.8244038,2.507,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.8244038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2083,2083-1,Holbæk Bioenergi,2022,6780,Skærbæk,550,0,0,2124,33020740,Holbæk Bioenergi I/S,0.0,ER,Erhvervsværk,Biogas anlæg,Forbrændingsmotor,352100.0,350020.0,kvt,2012-01-01,00:00:00,0.9,0.36,0.54,27.423406,13.986,0.0,9.324,9.324,0.2550011476,0.7449988524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.423406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2104,2104-2,Sønderborg centralrenseanlæg,2022,6400,Sønderborg,540,0,0,2242,31875722,SONFOR Spildevand A/S,0.0,LO,Lokalt værk,Biogasanlæg 2,Forbrændingsmotor,370000.0,370000.0,pev,2019-07-03,00:00:00,0.5,0.21,0.25,8.9064,4.5432,0.0,3.0276,3.0276,0.0,0.7449474535,0.2550525465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2105,2105-1,"Stegholt Renseanlæg, Aabenraa",2022,6200,Aabenraa,580,0,0,2130,33046456,ARWOS SPILDEVAND A/S,0.0,LO,Lokalt værk,Stegholt Biogas,Forbrændingsmotor,370000.0,370000.0,pev,2012-05-15,00:00:00,0.33,0.11,0.18,0.714196,0.0,0.0,0.1294056,0.1294056,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2108,2108-3,Vojens Fjernvarme Tingvejen,2022,6500,Vojens,510,116,Vojens Fjernvarme,493,28032617,VOJENS FJERNVARME A.M.B.A.,0.0,FJ,Fjernvarmeværk,"Solvarme etape 2, 52500 m2",Solvarme,353000.0,350030.0,fvv,2015-06-01,00:00:00,36.0,0.0,36.0,56.07,54.9504,54.9504,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.07,0.0,0.0,0.0
