vaerk_id,aar,fv_net_navn,vaerk_navn,vaerk_postnr,vaerk_postdistrikt,vrkanl_ny,vaerk_kommune,fv_net,selskab_id,cvr,selskab_navn,kvoteaktivitet,vrktypeid,vrktypenavn,anlaeg_navn,anlaegstype_navn,DB07,NR117,aktoer,idriftdato,skrotdato,indfyretkapacitet_MW,elkapacitet_MW,varmekapacitet_MW,brutto_TJ,varmeprod_TJ,varmelev_TJ,elprod_TJ,ellev_TJ,andel_varmelev,andel_el,andel_process,kul_TJ,fuelolie_TJ,spildolie_TJ,gasolie_TJ,raffinaderigas_TJ,lpg_TJ,naturgas_TJ,affald_TJ,biogas_TJ,halm_TJ,skovflis_TJ,trae- og biomasseaffald_TJ,traepiller_TJ,bio-olie_TJ,braendselsfrit_TJ,solenergi_TJ,vandkraft_TJ,elektricitet_TJ,omgivelsesvarme_TJ
1614,2022,,2 B biogas A/S,9900,Frederikshavn,1614-1,813,0,1651,26688396,2 B BIOGAS A/S,0.0,LO,Lokalt værk,-,Forbrændingsmotor,352100.0,350020.0,kvt,2002-12-16,2022-12-31 00:00:00,1.3,0.47,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,2021,Aabenrå - Rødekro - Hjordkær Fjernvarme,Aabenraa Fjernvarme - Rødekro central,6230,Rødekro,443-2,580,117,499,36152710,Aabenraa Fjernvarme A.m.b.a.,1.0,FJ,Fjernvarmeværk,KEDEL 2,Kedel,353000.0,350030.0,fvv,1988-12-01,00:00:00,5.4,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,2022,Aabenrå - Rødekro - Hjordkær Fjernvarme,Aabenraa Fjernvarme - Rødekro central,6230,Rødekro,443-2,580,117,499,36152710,Aabenraa Fjernvarme A.m.b.a.,1.0,FJ,Fjernvarmeværk,KEDEL 2,Kedel,353000.0,350030.0,fvv,1988-12-01,00:00:00,5.4,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,2023,Aabenrå - Rødekro - Hjordkær Fjernvarme,Aabenraa Fjernvarme - Rødekro central,6230,Rødekro,443-2,580,117,499,36152710,Aabenraa Fjernvarme A.m.b.a.,,FJ,Fjernvarmeværk,KEDEL 2,Kedel,353000.0,350030.0,fvv,1988-12-01,00:00:00,5.4,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,2021,Aabenrå - Rødekro - Hjordkær Fjernvarme,Aabenraa-Rødekro Fjernvarme - Rådmandsløkken central,6200,Aabenraa,578-3,580,117,499,36152710,Aabenraa Fjernvarme A.m.b.a.,0.0,FJ,Fjernvarmeværk,KEDEL 3,Kedel,353000.0,350030.0,fvv,1986-01-01,00:00:00,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,2022,Aabenrå - Rødekro - Hjordkær Fjernvarme,Aabenraa-Rødekro Fjernvarme - Rådmandsløkken central,6200,Aabenraa,578-3,580,117,499,36152710,Aabenraa Fjernvarme A.m.b.a.,0.0,FJ,Fjernvarmeværk,KEDEL 3,Kedel,353000.0,350030.0,fvv,1986-01-01,00:00:00,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,2023,Aabenrå - Rødekro - Hjordkær Fjernvarme,Aabenraa-Rødekro Fjernvarme - Rådmandsløkken central,6200,Aabenraa,578-3,580,117,499,36152710,Aabenraa Fjernvarme A.m.b.a.,,FJ,Fjernvarmeværk,KEDEL 3,Kedel,353000.0,350030.0,fvv,1986-01-01,00:00:00,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,2021,Aabenrå - Rødekro - Hjordkær Fjernvarme,Aabenraa-Rødekro Fjernvarme Langrode Central,6200,Aabenraa,579-1,580,117,499,36152710,Aabenraa Fjernvarme A.m.b.a.,0.0,FJ,Fjernvarmeværk,Langrode Central,Kedel,353000.0,350030.0,fvv,2012-01-01,00:00:00,16.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,2021,Aabenrå - Rødekro - Hjordkær Fjernvarme,Aabenraa-Rødekro Fjernvarme Lindbjerg Central,6200,Aabenraa,1246-1,580,117,499,36152710,Aabenraa Fjernvarme A.m.b.a.,0.0,FJ,Fjernvarmeværk,Lindbjerg Central,Kedel,353000.0,350030.0,fvv,2012-01-01,00:00:00,6.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,2022,Aabenrå - Rødekro - Hjordkær Fjernvarme,Aabenraa-Rødekro Fjernvarme Lindbjerg Central,6200,Aabenraa,1246-1,580,117,499,36152710,Aabenraa Fjernvarme A.m.b.a.,0.0,FJ,Fjernvarmeværk,Lindbjerg Central,Kedel,353000.0,350030.0,fvv,2012-01-01,00:00:00,6.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,2022,Aabenrå - Rødekro - Hjordkær Fjernvarme,Aabenraa-Rødekro Fjernvarme Styrtom Central,6200,Aabenraa,581-1,580,117,499,36152710,Aabenraa Fjernvarme A.m.b.a.,0.0,FJ,Fjernvarmeværk,Styrtom Central,Kedel,353000.0,350030.0,fvv,1993-01-01,00:00:00,3.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,2023,Aabenrå - Rødekro - Hjordkær Fjernvarme,Aabenraa-Rødekro Fjernvarme Styrtom Central,6200,Aabenraa,581-1,580,117,499,36152710,Aabenraa Fjernvarme A.m.b.a.,,FJ,Fjernvarmeværk,Styrtom Central,Kedel,353000.0,350030.0,fvv,1993-01-01,00:00:00,3.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2074,2023,Aakirkeby og Lobbæk Fjernvarme,Aakirkeby Flisvarmeværk,3720,Aakirkeby,2074-2,400,69,2019,31582148,BORNHOLMS VARME A/S,,FJ,Fjernvarmeværk,Oliekedel,Kedel,353000.0,350030.0,fvv,2010-04-01,00:00:00,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,2022,Aalestrup Fjernvarme (inkl. Hvam fra 2019),Aalestrup Varme Rolighedsvej 2,9620,Aalestrup,1968-1,820,270,342,14411313,Aalestrup-Nørager Energi A.M.B.A,0.0,FJ,Fjernvarmeværk,Olieanlæg,Kedel,353000.0,350030.0,fvv,2012-01-01,00:00:00,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2422,2023,Århus Fjernvarme,Aarhus Ø Varmepumpe,8000,Aarhus C,2422-1,751,206,2374,40844309,Kredsløb Fjernvarme A/S,,FJ,Fjernvarmeværk,Varmepumpe 1,Varmepumpe Havvand,353000.0,350030.0,fvv,2021-01-01,00:00:00,0.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2021,Aars Fjernvarme,Aars Fjernvarmeforsyning Østre Boulevard 3A,9600,Aars,35-1,820,334,2265,54442912,Aars Fjernvarme Amba,0.0,FJ,Fjernvarmeværk,Central 3 (Ø. Boulevard),Kedel,353000.0,350030.0,fvv,1966-09-01,00:00:00,10.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,2021,Silkeborg Fjernvarme,Affaldscenter Tandskov,8600,Silkeborg,1389-1,740,226,1423,31857791,SILKEBORG GENBRUG OG AFFALD A/S,0.0,LO,Lokalt værk,Jenbacher gasmotor,Forbrændingsmotor,382110.0,383900.0,pev,2008-07-01,00:00:00,2.36,0.33,1.43,7.697502,0.0,0.0,2.6172,2.6172,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.697501999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,2022,Silkeborg Fjernvarme,Affaldscenter Tandskov,8600,Silkeborg,1389-1,740,226,1423,31857791,SILKEBORG GENBRUG OG AFFALD A/S,0.0,LO,Lokalt værk,Jenbacher gasmotor,Forbrændingsmotor,382110.0,383900.0,pev,2008-07-01,00:00:00,2.36,0.33,1.43,7.9304,0.0,0.0,2.6964,2.6964,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,2023,Silkeborg Fjernvarme,Affaldscenter Tandskov,8600,Silkeborg,1389-1,740,226,1423,31857791,SILKEBORG GENBRUG OG AFFALD A/S,,LO,Lokalt værk,Jenbacher gasmotor,Forbrændingsmotor,382110.0,383900.0,pev,2008-07-01,00:00:00,2.36,0.33,1.43,5.622511,0.0,0.0,1.9116,1.9116,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.622510999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2054,2022,,Agerskov Skole,6534,Agerskov,2054-1,550,0,2084,29189781,Tønder kommune,0.0,LO,Lokalt værk,Gasmotor,Forbrændingsmotor,852010.0,850010.0,pev,2010-06-01,00:00:00,0.05,0.015,0.0306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2021,Als Fjernvarme,Als Fjernvarme Rørsangervej 3,9560,Hadsund,12-1,846,292,12,11304028,ALS FJERNVARME AMBA,0.0,FJ,Fjernvarmeværk,Oliecentral,Kedel,353000.0,350030.0,fvv,1965-01-01,00:00:00,5.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2022,Als Fjernvarme,Als Fjernvarme Rørsangervej 3,9560,Hadsund,12-1,846,292,12,11304028,ALS FJERNVARME AMBA,0.0,FJ,Fjernvarmeværk,Oliecentral,Kedel,353000.0,350030.0,fvv,1965-01-01,00:00:00,5.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2023,Als Fjernvarme,Als Fjernvarme Rørsangervej 3,9560,Hadsund,12-1,846,292,12,11304028,ALS FJERNVARME AMBA,,FJ,Fjernvarmeværk,Oliecentral,Kedel,353000.0,350030.0,fvv,1965-01-01,00:00:00,5.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483,2021,,Anholt Elværk,8592,Anholt,1483-5,707,0,2317,37371335,RF-Anholt ApS,0.0,DC,Decentralt værk,Maskine 5,Forbrændingsmotor,351100.0,350010.0,kvt,2016-04-01,00:00:00,2.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483,2022,,Anholt Elværk,8592,Anholt,1483-5,707,0,2317,37371335,RF-Anholt ApS,0.0,DC,Decentralt værk,Maskine 5,Forbrændingsmotor,351100.0,350010.0,kvt,2016-04-01,00:00:00,2.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483,2023,,Anholt Elværk,8592,Anholt,1483-5,707,0,2317,37371335,RF-Anholt ApS,,DC,Decentralt værk,Maskine 5,Forbrændingsmotor,351100.0,350010.0,kvt,2016-04-01,00:00:00,2.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574,2021,,Arwos Deponi A/S,6200,Aabenraa,1574-1,580,0,2151,33045859,ARWOS DEPONI A/S,0.0,LO,Lokalt værk,Duo Fuel,Forbrændingsmotor,382110.0,383900.0,pev,2001-01-02,00:00:00,0.33,0.11,0.18,0.821192,0.0,0.0,0.2628,0.2628,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.821192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574,2022,,Arwos Deponi A/S,6200,Aabenraa,1574-1,580,0,2151,33045859,ARWOS DEPONI A/S,0.0,LO,Lokalt værk,Duo Fuel,Forbrændingsmotor,382110.0,383900.0,pev,2001-01-02,00:00:00,0.33,0.11,0.18,1.046201,0.0,0.0,0.3348,0.3348,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.046201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574,2023,,Arwos Deponi A/S,6200,Aabenraa,1574-1,580,0,2151,33045859,ARWOS DEPONI A/S,,LO,Lokalt værk,Duo Fuel,Forbrændingsmotor,382110.0,383900.0,pev,2001-01-02,00:00:00,0.33,0.11,0.18,1.00119,0.0,0.0,0.3204,0.3204,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2021,Aulum Fjernvarme,Aulum Fjernvarme A.m.b.a. (Rugbjergvej 3),7490,Aulum,4-3,657,159,5,39042010,AULUM FJERNVARME AMBA,0.0,FJ,Fjernvarmeværk,"Kedel 2 6,6 MW,  Naturgas",Kedel,353000.0,350030.0,fvv,1965-09-01,00:00:00,6.6,0.0,5.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2022,Aulum Fjernvarme,Aulum Fjernvarme A.m.b.a. (Rugbjergvej 3),7490,Aulum,4-3,657,159,5,39042010,AULUM FJERNVARME AMBA,0.0,FJ,Fjernvarmeværk,"Kedel 2 6,6 MW,  Naturgas",Kedel,353000.0,350030.0,fvv,1965-09-01,00:00:00,6.6,0.0,5.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2023,Aulum Fjernvarme,Aulum Fjernvarme A.m.b.a. (Rugbjergvej 3),7490,Aulum,4-3,657,159,5,39042010,AULUM FJERNVARME AMBA,,FJ,Fjernvarmeværk,"Kedel 2 6,6 MW,  Naturgas",Kedel,353000.0,350030.0,fvv,1965-09-01,00:00:00,6.6,0.0,5.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2021,Auning Fjernvarme,Auning Varmeværk,8963,Auning,46-2,707,227,41,25473914,AUNING VARMEVÆRK A M B A,0.0,FJ,Fjernvarmeværk,Pillekedel,Kedel,353000.0,350030.0,fvv,1982-01-01,2023-05-01 00:00:00,3.15,0.0,3.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2022,Auning Fjernvarme,Auning Varmeværk,8963,Auning,46-2,707,227,41,25473914,AUNING VARMEVÆRK A M B A,0.0,FJ,Fjernvarmeværk,Pillekedel,Kedel,353000.0,350030.0,fvv,1982-01-01,2023-05-01 00:00:00,3.15,0.0,3.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2023,Auning Fjernvarme,Auning Varmeværk,8963,Auning,46-2,707,227,41,25473914,AUNING VARMEVÆRK A M B A,,FJ,Fjernvarmeværk,Pillekedel,Kedel,353000.0,350030.0,fvv,1982-01-01,2023-05-01 00:00:00,3.15,0.0,3.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1833,2021,Storkøbenhavns Fjernvarme,Avedøre Fjernvarme A.m.b.a,2650,Hvidovre,1833-3,167,2,88,14250905,Avedøre Fjernvarme,1.0,FJ,Fjernvarmeværk,Vølund Kombikedel 2,Kedel,353000.0,350030.0,fvv,1973-01-01,00:00:00,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1833,2022,Storkøbenhavns Fjernvarme,Avedøre Fjernvarme A.m.b.a,2650,Hvidovre,1833-3,167,2,88,14250905,Avedøre Fjernvarme,1.0,FJ,Fjernvarmeværk,Vølund Kombikedel 2,Kedel,353000.0,350030.0,fvv,1973-01-01,00:00:00,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2367,2021,Storkøbenhavns Fjernvarme,Ballerup Krematorium - overskudsvarme,2750,Ballerup,2367-1,151,2,259,10866111,I/S VESTFORBRÆNDING,0.0,ER,Erhvervsværk,Overskudsvarme fra Ballerup Krematorium,Overskudsvarme,960300.0,960000.0,pvp,2018-01-01,00:00:00,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,2021,Billund Fjernvarme,Billund Varmeværk II,7190,Billund,246-4,530,119,237,37251518,Billund Varmeværk A.m.b.a.,1.0,DC,Decentralt værk,Motor 3,Forbrændingsmotor,353000.0,350030.0,kvt,1994-01-01,2021-12-01 00:00:00,6.6,2.8,3.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,2021,Billund Fjernvarme,Billund Varmeværk III,7190,Billund,2030-1,530,119,237,37251518,Billund Varmeværk A.m.b.a.,0.0,FJ,Fjernvarmeværk,Kedel 1,Kedel,351100.0,350010.0,fvv,1972-06-01,00:00:00,2.3,0.0,3.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,2022,Billund Fjernvarme,Billund Varmeværk III,7190,Billund,2030-1,530,119,237,37251518,Billund Varmeværk A.m.b.a.,0.0,FJ,Fjernvarmeværk,Kedel 1,Kedel,351100.0,350010.0,fvv,1972-06-01,00:00:00,2.3,0.0,3.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,2023,Billund Fjernvarme,Billund Varmeværk III,7190,Billund,2030-1,530,119,237,37251518,Billund Varmeværk A.m.b.a.,,FJ,Fjernvarmeværk,Kedel 1,Kedel,351100.0,350010.0,fvv,1972-06-01,00:00:00,2.3,0.0,3.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1872,2021,,Bindslev Elværk,9881,Bindslev,1872-1,860,0,2383,81830819,BINDSLEV GAMLE EL-VÆRK,0.0,VA,Vandkraftværk,Vandkraftanlæg,Vandkraft,351100.0,350010.0,vkt,2003-12-22,00:00:00,0.09,0.09,0.0,1.0404,0.0,0.0,1.0404,1.0404,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0404,0.0,0.0
1872,2022,,Bindslev Elværk,9881,Bindslev,1872-1,860,0,2383,81830819,BINDSLEV GAMLE EL-VÆRK,0.0,VA,Vandkraftværk,Vandkraftanlæg,Vandkraft,351100.0,350010.0,vkt,2003-12-22,00:00:00,0.09,0.09,0.0,1.026,0.0,0.0,1.026,1.026,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.026,0.0,0.0
1872,2023,,Bindslev Elværk,9881,Bindslev,1872-1,860,0,2383,81830819,BINDSLEV GAMLE EL-VÆRK,,VA,Vandkraftværk,Vandkraftanlæg,Vandkraft,351100.0,350010.0,vkt,2003-12-22,00:00:00,0.09,0.09,0.0,0.5076,0.0,0.0,0.5076,0.5076,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5076,0.0,0.0
2047,2021,,Bio Vækst A/S,4532,Gislinge,2047-1,316,0,2081,26661684,BIO VÆKST A/S,0.0,LO,Lokalt værk,Gasmotor,Forbrændingsmotor,382110.0,383900.0,pev,2010-01-20,00:00:00,0.49,0.19,0.22,2.756205,0.0,0.0,0.882,0.882,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.756205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2047,2022,,Bio Vækst A/S,4532,Gislinge,2047-1,316,0,2081,26661684,BIO VÆKST A/S,0.0,LO,Lokalt værk,Gasmotor,Forbrændingsmotor,382110.0,383900.0,pev,2010-01-20,00:00:00,0.49,0.19,0.22,1.732291,0.0,0.0,0.5544,0.5544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.732291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2047,2023,,Bio Vækst A/S,4532,Gislinge,2047-1,316,0,2081,26661684,BIO VÆKST A/S,,LO,Lokalt værk,Gasmotor,Forbrændingsmotor,382110.0,383900.0,pev,2010-01-20,00:00:00,0.49,0.19,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,2021,,Biogasanlæg Højer,6280,Højer,1151-1,550,0,2074,32065791,TØNDER DEPONI A/S,0.0,LO,Lokalt værk,Højer losseplads,Forbrændingsmotor,382110.0,383900.0,pev,1993-01-01,00:00:00,0.64,0.16,0.3,0.337709,0.0,0.0,0.108,0.108,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,2022,,Biogasanlæg Højer,6280,Højer,1151-1,550,0,2074,32065791,TØNDER DEPONI A/S,0.0,LO,Lokalt værk,Højer losseplads,Forbrændingsmotor,382110.0,383900.0,pev,1993-01-01,00:00:00,0.64,0.16,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,2023,,Biogasanlæg Højer,6280,Højer,1151-1,550,0,2074,32065791,TØNDER DEPONI A/S,,LO,Lokalt værk,Højer losseplads,Forbrændingsmotor,382110.0,383900.0,pev,1993-01-01,00:00:00,0.64,0.16,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2216,2021,,Blovstrød Skole &#43; SFO,3450,Allerød,2216-1,201,0,107,60183112,ALLERØD KOMMUNE,0.0,LO,Lokalt værk,Motor 1,Forbrændingsmotor,852010.0,850010.0,pev,2015-01-01,2023-05-04 00:00:00,0.075,0.03,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
