PNummer;Fjernvarmeforsyning;Postnr.;MWhPrisInklMoms;SamletForbugerprisBeboelseslejlighedInklMoms;SamletForbugerprisEnfamilieshusInklMoms;NominelPrisaendring36Mdr;ProcentvisPrisaendring36Mdr;NominelPrisaendring12Mdr;ProcentvisPrisaendring12Mdr;Bemaerkninger
1003039567;Brøndby Fjernvarme - Brøndbylund;2605;721;14843;20033;-;-;-;-;
1003039568;Brøndby Fjernvarme - Ragnesminde;2605;749;13020;16649;-;-;-;-;
1003039566;Brøndby Fjernvarme Amba;2605;485;9569;12422;1049;9%;1052;9%;
1016879652;Brønderslev Varme A/S;9700;585;10987;13774;628;5%;759;6%;
1003817963;Brøns Kraftvarme A.m.b.a.;6780;750;17000;21175;4693;28%;-1978;-9%;
1000584343;Brørup Fjernvarme A M B A;6650;416;8797;11598;1188;11%;-170;-1%;
1002074934;Bælum Varmeværk Amba;9574;875;18000;20713;5656;38%;-4525;-18%;
1002166965;Christiansfeld Fjernvarmeselskab A.m.b.a.;6070;875;16094;20525;5656;38%;-6788;-25%;
1025646718;Daugård Fællesvarme A.m.b.a.;8721;588;16313;20884;-;-;-;-;
1015733949;Din Forsyning Varme A/S;6715;871;15880;19563;6465;49%;3354;21%;
1000353842;Dronninglund Fjernvarme;9330;1041;18900;24259;8285;52%;-12073;-33%;
1001773686;Durup Fjernvarme;7870;850;17050;22380;6924;45%;-3598;-14%;
1001803425;Dybvad Varmeværk Amba;9352;938;17938;22219;7693;53%;2263;11%;
1025580230;E.on Produktion Danmark A/S - Samtlige Prod.enheder;2000;913;21073;25428;7813;44%;-15306;-38%;
2468246825;E.on Varme - Distribution;2000;750;14008;17525;655;4%;-8258;-32%;
1003010765;Ebeltoft Fjernvarmeværk;8400;517;10551;13249;2552;24%;-2489;-16%;
3541053802;Egedal Fjernvarme A/S Forsyningsområde 1;3660;1300;23188;29555;-;-;1068;4%;
1112223334;Egedal Fjernvarme A/S Forsyningsområde 2;3660;540;11788;15799;2399;18%;1068;7%;
1000827232;Egtved Varmeværk;6040;776;14416;18401;1934;12%;3066;20%;
1001365764;Ejsing Fjernvarme A.m.b.a.;7830;863;18188;21611;1131;6%;0;0%;
1001347598;Ejstrupholm Varmeværk A. M. B. A.;7361;588;13313;15134;339;2%;-1131;-7%;
1027307554;Ellehavegaard A/S;4800;450;-;13945;-;-;0;0%;
1015472304;Energi Ikast Varme A/S - Bording Kraftvarmeværk;7430;600;11750;14985;3426;30%;-4548;-23%;
1015110437;Engesvang-Moselund Kraftvarmeværk;7430;700;13250;16795;2295;16%;-4344;-21%;
1003276017;Engholm Varmecentral;3450;1626;26009;32233;18572;136%;-8471;-21%;
1002004427;Farsø Varmeværk A M B A;9640;500;10531;13113;1358;12%;0;0%;
1002899982;Farum Fjernvarme A M B A;3520;1210;20792;25953;11099;75%;-11044;-30%;
1002329388;Faxe Fjernvarmeselskab;4640;651;11859;15390;3429;29%;3603;31%;
1003191352;Fd Hvidovre  V/Ebo Consult A/S;2650;449;13478;16099;2026;14%;1298;9%;
1001381379;Feldborg Kraftvarmeværk A.m.b.a.;7540;738;15191;19541;1043;6%;-8749;-31%;
1001795913;Fensmark Fjernvarmeværk Amba;4684;938;16750;21985;9308;73%;679;3%;
1003311702;Ffv Varme A/S;5600;975;16531;20585;4751;30%;-4978;-19%;
1001067947;Filskov Energiselskab*;7200;400;10000;12340;3690;43%;12340;-;*De indberettede data fra januar 2023 muliggør ikke en beregning af den nominelle og procentvise forskel til januar 2024-priserne.
1003315472;Fjernvarme Fyn Distribution A/S;5230;593;10150;12674;1810;17%;1946;18%;
1003161700;Fjernvarme Horsens A.m.b.a;8700;666;13003;16690;4060;32%;0;0%;
1001871680;Fjerritslev Fjernvarme;9690;675;13319;17254;4910;40%;687;4%;
1001519542;Flauenskjold Fjernvarme;9330;1125;20156;24675;9675;65%;-3394;-12%;
1033033125;Fors Varme Holbæk Have;4300;942;17573;22557;-;-;-17786;-44%;
1016112662;Fors Varme Holbæk St. Merløse A/S;4300;969;17975;23041;4964;27%;1704;8%;
1016112816;Fors Varme Holbæk, Jyderup A/S;4300;1015;18657;23865;6997;41%;-8135;-25%;
3303312502;Fors Varme Kalvehave;4300;942;17573;22557;-;-;-17786;-44%;
1015965963;Fors Varme Roskilde A/S;4000;626;12389;16068;1996;14%;2385;17%;
1015712852;Forsyning Helsingør Varme;3000;505;12229;15249;-321;-2%;1369;10%;
1003045929;Fredericia Fjernvarme A.m.b.a;7000;378;8639;11529;2279;25%;-408;-3%;
1001501791;Frederiks Varmeværk A M B A;7470;1000;19063;24225;10994;83%;-4525;-16%;
1010272870;Frederiksberg Fjernvarme A/S;2000;795;13754;17559;3676;26%;1480;9%;
1012874908;Frederikshavn Varme A/S;9900;863;15594;19574;5566;40%;-6109;-24%;
1003817999;Frifelt-Roager Kraftvarme Amba;6780;950;20750;24695;4525;22%;0;0%;
1000881784;Frøstrup Fjernvameværk A M B A;7741;420;11680;14563;-2010;-12%;225;2%;
1008759150;Fuglebjerg Fjernvarmeværk;4250;555;12106;16233;1985;14%;-543;-3%;
1003452650;Fur Kraftvarmeværk A.m.b.a.;7884;888;20438;23189;8755;61%;-5218;-18%;
1001675061;Fællesdriften af Høje Gladsaxe;2860;436;13718;16553;-;-;-;-;
1018861131;Føns Nærvarme A.m.b.a.;5580;1310;19650;23711;1538;7%;-2897;-11%;
1001843381;Galten Varmeværk A M B A;8464;439;10610;12477;2388;24%;2503;25%;
1002248681;Gartneres Varmeforsyning I Bellinge - Fangel Aps;5250;509;9274;11123;2243;25%;1576;17%;
1002492813;Gartneres Varmeforsyning I Åsum Og Langeskov Aps;5250;534;9772;11724;2900;33%;2116;22%;
1002630107;Gartnernes Fjernvarmeforsyning I Odense Nord Aps;5250;446;8674;10400;1151;12%;113;1%;
1001349413;Gassum-Hvidsten Kraftvarmeværk;8981;580;15356;19011;4215;28%;1251;7%;
1001440711;Gauerslund Fjernvarme;7080;663;12156;15585;3846;33%;226;1%;
1001772848;Gedsted Varmeværk;9631;738;15781;19924;4430;29%;1995;11%;
1000509106;Gelsted Fjernvarmecentral;5591;1024;19075;23968;6121;34%;2285;11%;
1003451502;Genner, Hellevad Og Hovslund Forende Kraftvarmeværker A.m.b.a.;6230;740;15725;19944;1354;7%;3439;21%;
1003262352;Gentofte Fjernvarme;2820;476;14642;17446;3591;26%;1177;7%;
1007789161;Gev Varme A/S;7200;356;8638;11022;3622;49%;2134;24%;
1008891660;Gilleleje Fjernvarme A M B A;3250;531;10750;13978;0;0%;-2022;-13%;
1001770195;Give Fjernvarme A M B A;7323;570;10863;13867;2783;25%;0;0%;
1000753087;Gjerlev Fjernvarmeværk A.m.b.a.;8983;625;15000;19138;1621;9%;3168;20%;
1001214793;Gjøl Private Kraftvarmeværk A.m.b.a.;9440;750;16250;20450;905;5%;0;0%;
1003264343;Gladsaxe Kommunes Fjernvarmeforsyning;2860;436;13927;16640;3907;31%;258;2%;
1001582757;Glamsbjerg-Haarby Varmeværk A.m.b.a.;5620;800;14313;18030;6109;51%;1584;10%;
1016140941;Glostrup Varme A/S;2600;422;16529;24516;14978;157%;3506;17%;
1002068790;Glyngøre Fjernvarmeværk;7870;875;17188;21588;6594;44%;-2263;-9%;
1001743992;Gram Fjernvarme;6510;800;15563;20105;226;1%;-1008;-5%;
1017920967;Grenå Varmeværk A M B A;8500;338;8006;10496;739;8%;497;5%;
1017198617;Greve Fjernvarme A.m.b.a.;2670;372;8611;11711;-15;0%;1177;11%;
1017380741;Grevinge-Herrestrup Kraftvarme (Odsherred Varme A/S);4571;600;12038;15410;-3685;-19%;-815;-5%;
1001830261;Græsted Fjernvarme A.m.b.a;3230;806;16406;21437;6153;40%;4449;26%;
1025483363;Grøn Varme Samsø A/S - Tranebjerg;7752;767;13928;17584;-1696;-9%;4289;32%;
1001252921;Gudenådalens Energiselskab A.m.b.a. (Bjerringbro Varmeværk);8850;750;14798;18291;3394;23%;-12362;-40%;
1015628495;Guldborgsund Varme;4800;617;12005;15586;968;7%;1359;10%;
1001519815;Gørding Varmeværk;6690;625;11344;14725;2715;23%;453;3%;
1003123407;Haderslev Fjernvarme;6100;595;10781;13382;2953;28%;-4864;-27%;
1007842267;Haderup Kraftvarmeværk A.m.b.a.;7540;700;14629;18862;3744;25%;-7323;-28%;
1002257575;Hadsten Varmeværk;8370;466;10551;11995;2097;21%;0;0%;
1002116755;Hadsund Fjernvarmeværk;9560;573;12838;15437;2217;17%;-385;-2%;
1001392149;Hallund Kraftvarmeværk A.m.b.a.;9700;765;17975;20347;2763;16%;1677;9%;
1001549704;Hals Fjernvarme A M B A;9370;591;11297;14228;1188;9%;1188;9%;
1016115076;Halsnæs Varme A/S;3300;925;16399;20613;6561;47%;0;0%;
1001088346;Halvrimmen-Arentsminde Kraftvarmeværk Amba;9460;763;15844;19926;2489;14%;-1810;-8%;
1001822672;Hammel Fjernvarme Amba;8450;538;11219;14191;4812;51%;-894;-6%;
1001555454;Hammershøj Fjernvarmeværk;8830;750;13313;17150;2376;16%;-3620;-17%;
1001554495;Hanstholm Varmeværk A M B A;7730;475;9938;12098;1280;12%;0;0%;
1001018897;Harboøre Varmeværk A.m.b.a.;7673;225;5925;7703;-226;-3%;-2036;-21%;
1001094436;Hashøj Kraftvarmeforsyning A.m.b.a.;4261;780;14786;19577;-3077;-14%;4887;33%;
1002013802;Haslev Fjernvarme  A M B A;4690;697;14158;18128;1587;10%;1182;7%;
1001121158;Havndal Fjernvarme A.m.b.a.;8970;579;14191;17912;2635;17%;2260;14%;
1012117112;Havneby Varmeværk A.m.b.a.;6792;931;18156;23518;2866;14%;2149;10%;
1011271355;Hedegårdens Varmecentral I/S  C/O Ebo Consult A/S;2650;355;10232;12337;1281;12%;-918;-7%;
1001812204;Hedensted Fjernvarme;8722;938;17156;21781;6847;46%;-1901;-8%;
1001011752;Hejnsvig Varmeværk A M B A;7250;550;12125;14655;3168;28%;0;0%;
1001830583;Helsinge Fjernvarme;3200;950;16844;21233;7368;53%;0;0%;
1004482427;Hemmet Varmeværk Amba;6893;763;15594;19539;3620;23%;1018;5%;
1014558531;Hillerød Varme A/S;3400;725;14619;16867;4978;42%;-7014;-29%;
3000000001;Hillerød Varme A/S - Gørløse Fjernvarme;3400;725;14619;16867;1467;10%;-7014;-29%;
3000000002;Hillerød Varme A/S - Meløse-St. Lyngby;3400;725;18939;21187;4978;31%;-7014;-25%;
3000000003;Hillerød Varme A/S - Skævinge Fjernvarmeværk;3400;725;14619;16867;627;4%;-7014;-29%;
1002895495;Hinnerup Fjernvarme Amba;8382;481;9344;12142;1610;15%;0;0%;
1001864776;Hirtshals Fjernvarme;9850;463;10938;14296;691;5%;-1584;-10%;
1001723737;Hjallerup Fjernvarmeværk;9320;738;13375;16899;453;3%;-3168;-16%;
1000379188;Hjordkær Fjernvarmeværk Amba;6230;416;9487;11463;-331;-3%;684;6%;
1003156575;Hjørring Varmeforsyning;9800;446;9401;11351;1242;12%;318;3%;
2355448890;Hobro Varmeværk – Hørby Og Hobro Syd;9500;744;13371;16844;-;-;-;-;
1001810468;Hobro Varmeværk A M B A;9500;744;12891;16055;4788;42%;0;0%;
1004416316;Hofor Fjernvarme P/S;2300;741;14010;17360;2391;16%;2051;13%;
1002146371;Holeby Fjernvarme;4960;510;11381;14730;1199;9%;656;5%;
1001789264;Holme-Lundshøj Fjernvarmeværk A M B A;8270;1001;16719;20923;6997;50%;6582;46%;
1001747524;Holsted Varmeværk A.m.b.a.;6670;1050;18844;23268;6561;39%;-5068;-18%;
1002186009;Hornbæk Fjernvarme A.m.b.a.;3100;656;12906;16797;415;3%;1229;8%;
1001839701;Hornslet Fjernvarmeselskab Amba;8543;925;16831;19936;5637;39%;4434;29%;
1026925246;Hornsyld Klimavarme A.m.b.a.;8783;638;15969;20351;-;-;2917;17%;
1001550427;Hovedgård Fjernvarme Amba;8732;588;12600;16446;1131;7%;0;0%;
1028736637;Hunderup-Sejstrup Fællesvarme A.m.b.a.;6740;775;18938;24778;-;-;-;-;
1001694623;Hundested Varmeværk A.m.b.a.;3390;1125;20344;25825;7080;38%;-6335;-20%;
1003439395;Hundslund-Oldrup Kraftvarmeværk;8350;563;14563;19506;303;2%;0;0%;
1001845141;Hurup Fjernvarme;7760;531;12773;15717;4822;44%;1033;7%;
1001179217;Hvalpsund Kraftvarmeværk A.m.b.a.;9640;525;15375;17003;1810;12%;679;4%;
1001847430;Hvalsø Kraftvarmeværk A.m.b.a.;4330;913;15583;19344;4276;28%;-1539;-7%;
1001573152;Hvidbjerg Fjernvarme Amba;7790;550;10125;12655;453;4%;0;0%;
1002309201;Hvide Sande Fjernvarme;6960;206;4573;6271;-6008;-49%;1029;20%;
1002964005;Hvidebæk Fjernvarmeforsyning;4490;595;12738;17140;1728;11%;845;5%;
1002933753;Høje Taastrup Fjernvarme A.m.b.a;2630;592;12401;16117;1023;7%;637;4%;
1001505761;Højslev - Nr Søby Fjernvarmeværk;7840;573;11095;14388;1019;8%;0;0%;
1001640777;Høng Varmeværk;4270;700;13475;17155;1487;9%;1153;7%;
1000200879;Hørby Varmeværk;9300;625;14516;18206;2828;18%;453;3%;
1003861117;I/S Norfors - Norfors Fjernvarme;2970;813;16710;21738;2084;11%;1832;9%;
1003387416;I/S Vestforbrænding Glostrup;2600;355;9831;11863;807;7%;-310;-3%;
1001514308;Ingstrup Fjernvarme Andelsselskab;9480;781;20935;23357;4318;23%;1697;8%;
1003272783;Ishøj Varmeværk;2635;384;15036;14583;867;6%;989;7%;
1001270473;Jelling Varmeværk;7300;590;11466;14615;1767;14%;370;3%;
1001016250;Jerslev Varmeværk;9740;840;15710;19173;3258;20%;1063;6%;
1001201570;Jetsmark Energiværk Amba;9490;688;13344;17331;3959;30%;0;0%;
1001441676;Jægerspris Kraftvarme A.m.b.a;3630;813;17188;19706;6609;50%;-11991;-38%;
1014794766;Kalundborg Varmeforsyning A/S;4400;805;15834;20839;4453;27%;959;5%;
1001173049;Karup Varmeværk*;7470;513;10781;14089;-;-;-;-;*De indberettede data fra januar 2023 muliggør ikke en beregning af den nominelle og procentvise forskel til januar 2024-priserne.
1015829881;Kerteminde Forsyning - Varme A/S;5300;525;12441;15715;1977;14%;571;4%;
1008593805;Kibæk Varmeværk;6933;338;9206;12531;-226;-2%;0;0%;
1002110216;Kjellerup Fjernvarme Amba;8620;611;13544;15439;2767;22%;2068;15%;
1001557755;Klejtrup Varmeværk;9500;750;16594;20638;7325;55%;2175;12%;
1017212040;Kolind Fjernvarmeværk A.m.b.a;8560;650;14219;18503;2376;15%;815;5%;
1001961555;Kongerslev Fjernvarme Amba;9293;644;12688;16089;-241;-1%;1343;9%;
1025109704;Kredsløb Fjernvarme A/S;8220;670;12423;15572;2931;23%;3320;27%;
1001567347;Kværndrup Fjernvarme;5772;576;11175;14268;306;2%;-465;-3%;
1020097708;Køge Fjernvarme;4600;693;13984;17737;-;-;982;6%;
1001672967;Langå Varmeværk;8870;818;16346;21041;5579;36%;-543;-3%;
1001032862;Laurbjerg Kraftvarmeværk Amba;8870;1250;23125;29750;14634;97%;-4525;-13%;
1000974476;Lem Varmeværk;6940;725;12838;15464;4073;36%;-679;-4%;
1001749941;Lemvig Varmeværk A M B A;7620;450;11000;14045;5194;59%;3615;35%;
1001231422;Lendum Kraftvarmeværk A.m.b.a.;9870;1000;21250;24350;3168;15%;0;0%;
1001191665;Lohals Varmeforsyning A.m.b.a.;5953;563;9388;11131;-5202;-32%;-4073;-27%;
1014453659;Lolland Varme A/S;4900;417;8903;12136;83;1%;0;0%;
1001820693;Lystrup Fjernvarme A M B A;8520;900;16219;20109;6158;44%;4864;32%;
1016186046;Læsø Varme A/S;9940;500;11094;13744;-1975;-13%;362;3%;
1001504819;Løgstrup Varmeværk A M B A;8831;625;14063;18063;3663;25%;-7919;-30%;
1001510235;Løgstør Fjernvarmeværk Amba;9670;698;13863;17606;1440;9%;0;0%;
1001552091;Løgten-Skødstrup Fjernvarmeværk A M B A;8541;675;12017;14842;1852;14%;1587;12%;
1002227340;Løgumkloster Fjernvarme;6240;825;14938;18870;3846;26%;-2036;-10%;
1000441441;Løjt Kirkeby Fjernvarmeselskab Amba;6200;659;12725;15386;-204;-1%;0;0%;
1002195238;Løkken Varmeværk;9480;450;10919;13455;2355;21%;1416;12%;
1004118408;Løkkensvejens Kraftvarmeværk Amba;9480;1000;23500;26600;3715;16%;4439;20%;
1004046966;Lønstrup Varmeforsyning Amba;9800;783;17833;20258;3505;21%;584;3%;
1003717218;Lørslev Fjernvarmeforsyning Amba;9800;563;13688;18456;-1131;-6%;-3394;-16%;
1001811993;Løsning Fjernvarme A M B A;8723;863;16031;20561;4980;32%;1827;10%;
1001745715;Malling Varmeværk Amba;8340;661;12356;15781;2014;15%;996;7%;
1001349371;Manna-Thise Kraftvarmeværk;9700;1150;24750;28315;5206;23%;2853;11%;
1002070939;Mariager Fjernvarme A M B A;9550;230;7946;9835;571;6%;1514;18%;
1000187343;Maribo Varmeværk Amba;4930;606;12247;15339;4702;44%;-2702;-15%;
1001672864;Marstal Fjernvarme A M B A;5960;800;17465;20420;940;5%;-1310;-6%;
1021057238;Mejlby Fjernvarme Amba;8981;783;20586;23012;6193;37%;0;0%;
1001066162;Mellerup Fjernvarme Amba;8930;775;-;21278;2353;12%;453;2%;
1011470390;Middelfart Fjernvarme A.m.b.a.;5500;705;12575;15861;4163;36%;-362;-2%;
1011319390;Midtfyns Fjernvarme A.m.b.A;5750;731;12641;15767;3921;33%;0;0%;
1001800657;Midtlangeland Fjernvarme;5900;670;13269;16365;2715;20%;724;5%;
1014977178;Morsø Varme A/S;7900;938;16031;20381;6788;50%;-12444;-38%;
1009984468;Mosede Fjernvarmeværk A.m.b.a.;2670;798;12944;15592;-481;-3%;-860;-5%;
4444433333;Mou Kraftvarme Amba;9280;405;8184;10299;-963;-9%;0;0%;
1001700995;Møldrup Varmeværk;9632;1050;18413;22795;10183;81%;-3168;-12%;
1001735576;Mørke Fjernvarmeselskab Amba;8544;725;14156;17435;2476;17%;669;4%;
1001557974;Mørkøv Varmeværk Amba;4440;516;12254;16783;710;4%;536;3%;
1002279450;Nibe Varmeværk A.m.b.a.;9240;781;14610;18234;5091;39%;-3959;-18%;
1013275528;Nimtofte - Noff Takstområde 1;8550;624;15856;20952;-4941;-19%;488;2%;
1111122222;Nimtofte - Noff Takstområde 2;8550;624;15575;20465;-5428;-21%;0;0%;
2222211111;Nimtofte - Noff Takstområde 3;8550;624;15294;19977;-4128;-17%;0;0%;
1020529128;Nordals Fjernvarme A/S;6400;888;18108;22646;4381;24%;0;0%;
1001187876;Nordby Fjernvarme A M B A;6720;1269;23281;27214;8396;45%;3579;15%;
1002107538;Nr Alslev Fjernvarmeværk A M B A;4840;425;11531;14705;-1401;-9%;841;6%;
1012866492;Nyborg Forsyning Varme A/S;5800;660;11725;14651;2195;18%;0;0%;
1002063337;Nykøbing M Fjernvarmeværk A M B A;7900;938;16906;21531;9692;82%;-4264;-17%;
1001888952;Nykøbing Sj Varmeværk;4500;900;17063;21709;6668;44%;488;2%;
1010517636;Nysted Varmeværk A.m.b.a;4880;410;10306;13709;-247;-2%;4863;55%;
1003173770;Næstved Fjernvarme A.m.b.a.;4700;578;11263;14555;1914;15%;-1278;-8%;
1000217829;Nørre Nebel Fjernvarme;6830;488;11188;14074;1131;9%;-2104;-13%;
1001626454;Nørre Snede Varmeværk;8766;500;12125;13675;905;7%;-1358;-9%;
1003157066;Odder Varmeværk A M B A;8300;685;13213;16574;3715;29%;1505;10%;
6470471001;Odder Varmeværk A M B A - Opland;8300;748;14150;17705;-;-;-;-;
1021587520;OK Fjernvarme ApS;3790;723;15869;19690;-950;-5%;-1901;-9%;
1008780737;Onsbjerg Varmeværk;8305;901;16662;19453;2002;11%;2002;11%;
1001327150;Oue Kraftvarmeværk A.m.b.a.;9500;900;20700;24790;6828;38%;-1181;-5%;
1000217945;Outrup Varmeværk;6855;813;16313;20206;5656;39%;-5656;-22%;
1001550440;Padborg Fjernvarme A.m.b.a.;6330;675;12000;15468;2554;20%;1649;12%;
1002247727;Præstø Fjernvarme A.m.b.a.;4720;1116;21094;26579;9718;58%;2510;10%;
1001210129;Ramsing-Lem-Lihme Kraftvarmeværk;7860;749;16497;21796;2847;15%;-1351;-6%;
1000077067;Refa - Horbelev Varmeværk A/S;4871;588;14266;19077;114;1%;1054;6%;
1020390588;Refa Gedser Fjernvarme A/S;4874;654;14449;18813;1600;9%;1600;9%;
1015609768;Refa, Stubbekøbing Fjernvarme A/S;4800;503;13877;18868;3933;26%;1716;10%;
1003843766;Rejsby Kraftvarme;6780;625;14688;18313;1358;8%;-5656;-24%;
1002058838;Ribe Fjernvarme Amba;6760;538;12269;13935;1673;14%;0;0%;
1003054009;Ringkøbing Fjernvarmeværk Amba    Varmeværk 1;6950;750;13881;17809;6335;55%;-7919;-31%;
1017780383;Ringsted Fjernvarme A/S;4100;570;10991;14064;2299;20%;58;0%;
1007719341;Rise Fjernvarme Amba;5970;1313;26438;30506;7022;30%;0;0%;
1020775137;Rmu Forsyning Aps;7171;613;11719;14855;-;-;-;-;
1001806990;Roslev Fjernvarmeselskab A.m.b.a.;7870;544;12313;15304;1923;14%;0;0%;
1001391111;Rostrup Kraftvarmeværk Amba;9550;688;18438;20569;2263;12%;-679;-3%;
1001930294;Rundhøj  Fjernvarme Amba;8270;849;14631;18613;6086;49%;4865;35%;
1001553645;Ry Varmeværk A M B A;8680;454;10175;13245;2765;26%;0;0%;
1003568649;Rye Kraftvarmeværk A.m.b.a.;8680;500;14844;19488;1697;10%;0;0%;
1002070617;Ryomgård Fjernvarmeværk;8550;665;14513;17624;1325;8%;959;6%;
1001082841;Ræhr Fjernvarme Amba;7730;525;12063;14378;804;6%;0;0%;
1001573462;Rødby Varmeværk A.m.b.a.;4970;469;9315;10768;-1332;-11%;-3413;-24%;
1001159796;Rødbyhavn Fjernvarme Amba;4970;328;10996;14795;3883;36%;-68;0%;
1002243368;Rødding Fjernvarme;6630;613;11688;14961;1195;9%;778;5%;
1001454760;Rødkærsbro Fjernvarmeværk;8840;760;16096;20022;2625;15%;-635;-3%;
1011930936;Rødovre Kommunale Fjernvarme;2610;530;11419;15056;1434;11%;1185;9%;
1002824928;Rønde Fjernvarmeværk;8410;606;12313;15636;2973;23%;204;1%;
1016095709;Rønne Varme A/S;3700;792;15399;18555;5084;38%;1629;10%;
1002997847;Sakskøbing Fjernvarmeselskab Amba;4990;435;8180;10464;-2545;-20%;-225;-1%;
1001529390;Saltum Fjernvarmeværk Amba;9493;1050;15750;19005;2215;13%;-6518;-26%;
1004149664;Sandved-Tornemark Kraftvarmeværk Amba;4262;775;17297;20731;3343;19%;905;5%;
1000550228;Sdr  Felding Varmeværk;7280;725;14469;18435;7960;76%;0;0%;
1001193577;Sdr. Herreds Kraftvarmeværker Amba;7960;1098;22763;26365;7754;42%;3786;17%;
1006369409;Sdr. Nissum Fjernvarme I/S Henry Toft/Britha Pilgaard Toft;6990;600;14000;16235;905;6%;1625;11%;
1001577420;Sdr. Omme Varmeværk Amba;7260;522;12641;16791;2014;14%;5;0%;
1001503654;Sig Varmeværk;6800;1163;22438;26041;8473;48%;-5679;-18%;
1014963991;Silkeborg Varme A/S;8600;800;14475;18000;5883;49%;-996;-5%;
1002097944;Sindal Varmeforsyning Amba;9870;705;13575;16986;4186;33%;3077;22%;
1010782917;Sk Varme A/S;4200;556;11962;15182;2474;19%;1180;8%;
1018054791;Skagen Varmeværk Amba;9990;450;9975;12635;2036;19%;-4751;-27%;
1000210678;Skals Kraftvarmeværk Amba;8832;850;13900;16535;2205;15%;-7637;-32%;
1001761239;Skanderborg-Hørning Fjernvarme Amba;8660;515;9850;12272;1629;15%;1086;10%;
1003169877;Skive Fjernvarme A.m.b.a.;7800;865;15663;19857;5792;41%;3665;23%;
1003086479;Skjern Fjernvarme;6900;575;10313;13058;2678;26%;-724;-5%;
1000746895;Skovlund Varmeværk;6823;875;17750;22113;5223;31%;3394;18%;
1002138988;Skovsgaard Varmeværk;9460;656;12938;16966;3478;26%;0;0%;
