forsyid,aar,fv_net_navn,vaerk_postnr,vaerk_postdistrikt,vaerk_navn,vaerk_id,vaerk_kommune,fv_net,selskab_id,cvr,selskab_navn,indfyretkapacitet_MW,elkapacitet_MW,varmekapacitet_MW,brutto_TJ,varmeprod_TJ,varmelev_TJ,elprod_TJ,ellev_TJ,kul_TJ,fuelolie_TJ,spildolie_TJ,gasolie_TJ,raffinaderigas_TJ,lpg_TJ,naturgas_TJ,affald_TJ,biogas_TJ,halm_TJ,skovflis_TJ,trae- og biomasseaffald_TJ,traepiller_TJ,bio-olie_TJ,braendselsfrit_TJ,solenergi_TJ,vandkraft_TJ,elektricitet_TJ,omgivelsesvarme_TJ
54442912,2022,Aars Fjernvarme,9600,Aars,Aars Fjernvarme Dybvad Mølle Vej,34,11580,334,2265,54442912,Aars Fjernvarme Amba,84.4,7.45,71.01,589.07235375,471.881196,471.881196,54.1368,42.2856,0.0,0.54678315,0.0,0.0,0.0,0.0,3.5287956,411.333,0.0,1.856,0.0,163.1994,7.060375,0.0,0.0,0.0,0.0,1.548,0.0
54442912,2023,Aars Fjernvarme,9600,Aars,Aars Fjernvarme Dybvad Mølle Vej,34,11580,334,2265,54442912,Aars Fjernvarme Amba,84.4,7.45,71.01,575.3927795,467.601012,467.601012,43.87248,33.59808,0.0,0.1215435,0.0,0.0,0.0,0.0,16.272036,404.7822,0.0,1.885,0.0,137.2245,13.6675,0.0,0.0,0.0,0.0,1.44,0.0
19774015,2023,Agersted Fjernvarme,9330,Dronninglund,Agersted Varmeværk,9,3240,280,9,19774015,AGERSTED VARMEVÆRK,7.85,1.41,6.41,26.1304616,24.035760000000003,24.0336,1.3752,1.3752,0.0,0.0,0.0,0.0,0.0,0.0,4.3538616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.597,0.0,0.0,4.179600000000001,0.0
19774015,2021,Agersted Fjernvarme,9330,Dronninglund,Agersted Varmeværk,9,2430,280,9,19774015,AGERSTED VARMEVÆRK,6.4,1.41,4.96,27.7343352,25.249464,25.249464,1.48158,1.48158,0.0,0.0,0.0,0.0,0.0,0.0,6.5087352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2256,0.0,0.0,0.0,0.0
19774015,2022,Agersted Fjernvarme,9330,Dronninglund,Agersted Varmeværk,9,2430,280,9,19774015,AGERSTED VARMEVÆRK,6.4,1.41,4.96,20.380392,19.37844,19.37844,0.72972,0.72972,0.0,0.0,0.0,0.0,0.0,0.0,4.000392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.38,0.0,0.0,0.0,0.0
18027410,2022,Allingåbro Fjernvarme,8961,Allingåbro,Allingåbro Varmeværk,11,1414,219,11,18027410,ALLINGÅBRO VARMEVÆRK A M B A,10.485,0.0,11.5,56.080553,59.7888,59.7888,0.0,0.0,0.0,0.0,0.0,1.087142,0.0,0.0,0.0,0.0,0.0,0.0,54.99341100000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18027410,2023,Allingåbro Fjernvarme,8961,Allingåbro,Allingåbro Varmeværk,11,1414,219,11,18027410,ALLINGÅBRO VARMEVÆRK A M B A,10.485,0.0,11.5,66.34154799999999,61.5348,61.5348,0.0,0.0,0.0,0.0,0.0,0.8215480000000001,0.0,0.0,0.0,0.0,0.0,0.0,65.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18027410,2021,Allingåbro Fjernvarme,8961,Allingåbro,Allingåbro Varmeværk,11,1414,219,11,18027410,ALLINGÅBRO VARMEVÆRK A M B A,10.485,0.0,11.5,55.793002,65.8044,65.8044,0.0,0.0,0.0,0.0,0.0,0.697291,0.0,0.0,0.0,0.0,0.0,0.0,55.09571100000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11304028,2021,Als Fjernvarme,9560,Hadsund,Als Fjernvarme Rørsangervej 26,13,1692,292,12,11304028,ALS FJERNVARME AMBA,7.5,0.0,7.15,48.1964,46.3932,46.3932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.893,0.0,21.199,0.0,0.0,0.0,9.1044,0.0,0.0,0.0
11304028,2022,Als Fjernvarme,9560,Hadsund,Als Fjernvarme Rørsangervej 26,13,1692,292,12,11304028,ALS FJERNVARME AMBA,7.5,0.0,7.15,59.6645,57.3012,57.3012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5925,0.0,23.2,0.0,0.0,0.0,10.872,0.0,0.0,0.0
11304028,2023,Als Fjernvarme,9560,Hadsund,Als Fjernvarme Rørsangervej 26,13,1692,292,12,11304028,ALS FJERNVARME AMBA,7.5,0.0,7.15,46.0872,45.65880000000001,45.65880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.738,0.0,0.0,0.0,0.0,0.0,9.349200000000002,0.0,0.0,0.0
11271715,2021,Ans Fjernvarme,8643,Ans By,Ans Kraftvarmeværk,41,1480,243,35,11271715,Ans Kraftvarmeværk A M B A,9.8,2.5,7.3,89.079804,50.97600000000001,49.9968,33.4008,32.6412,0.0,0.0,0.0,0.0,0.0,0.0,89.07980400000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
