forsyid,aar,fv_net_navn,vaerk_postnr,vaerk_postdistrikt,vaerk_navn,vaerk_id,vaerk_kommune,fv_net,selskab_id,cvr,selskab_navn,indfyretkapacitet_MW,elkapacitet_MW,varmekapacitet_MW,brutto_TJ,varmeprod_TJ,varmelev_TJ,elprod_TJ,ellev_TJ,kul_TJ,fuelolie_TJ,spildolie_TJ,gasolie_TJ,raffinaderigas_TJ,lpg_TJ,naturgas_TJ,affald_TJ,biogas_TJ,halm_TJ,skovflis_TJ,trae- og biomasseaffald_TJ,traepiller_TJ,bio-olie_TJ,braendselsfrit_TJ,solenergi_TJ,vandkraft_TJ,elektricitet_TJ,omgivelsesvarme_TJ
23011514,2022,Hanstholm Fjernvarme,7730,Hanstholm,Hanstholm Kraftvarme,1067,1574,234,186,23011514,HANSTHOLM VARMEVÆRK A M B A,16.3,0.0,16.3,102.78273,111.212,110.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.29272999999999,0.0,0.0,0.0,0.0,0.0,0.0,18.49,0.0
16016438,2023,Harboøre Fjernvarme,7673,Harboøre,Harboøre Varmeværk A.m.b.A.,658,665,185,553,16016438,HARBOØRE VARMEVÆRK A.M.B.A.,4.0,1.0,2.5,96.0463262,69.87960000000001,68.022,18.5076,18.5076,0.0,0.0,0.0,0.0093262,0.0,0.0,0.0,0.0,0.0,0.0,96.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16016438,2022,Harboøre Fjernvarme,7673,Harboøre,Harboøre Varmeværk A.m.b.A.,658,1330,185,553,16016438,HARBOØRE VARMEVÆRK A.M.B.A.,9.0,1.0,7.0,97.085524,67.06044,65.20284,19.5012,19.5012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.078,0.0,0.0,0.007524,0.0,0.0,0.0,0.0,0.0
16016438,2021,Harboøre Fjernvarme,7673,Harboøre,Harboøre Varmeværk A.m.b.A.,658,1330,185,553,16016438,HARBOØRE VARMEVÆRK A.M.B.A.,9.0,1.0,7.0,102.25621,72.36720000000001,70.5096,21.15,21.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.271,0.0,0.0,5.98521,0.0,0.0,0.0,0.0,0.0
16408530,2021,Hashøj Fjernvarme,4261,Dalmose,Hashøj Kraftvarmeforsyning A.m.b.a.,661,1650,337,557,16408530,HASHØJ KRAFTVARMEFORSYNING A M B A,15.523,4.154,9.99,128.427022,67.82652,67.82652,43.5348,43.5348,0.0,0.0,0.0,0.0,0.0,0.0,5.066622000000001,0.0,109.5354,0.0,0.0,0.0,13.825,0.0,0.0,0.0,0.0,0.0,0.0
16408530,2022,Hashøj Fjernvarme,4261,Dalmose,Hashøj Kraftvarmeforsyning A.m.b.a.,661,2310,337,557,16408530,HASHØJ KRAFTVARMEFORSYNING A M B A,18.223,4.154,14.19,124.3909404,77.23692000000001,77.23692000000001,32.879484,32.879484,0.0,0.0,0.0,0.0,0.0,0.0,3.0709404,0.0,85.8175,0.0,29.226,0.0,2.7125,0.0,0.0,0.0,0.0,1.098,2.466
16408530,2023,Hashøj Fjernvarme,4261,Dalmose,Hashøj Kraftvarmeforsyning A.m.b.a.,661,2310,337,557,16408530,HASHØJ KRAFTVARMEFORSYNING A M B A,18.223,4.154,14.19,108.1555718,72.41187599999999,72.41187599999999,19.7624736,19.7624736,0.0,0.0,0.0,0.0,0.0,0.0,2.9677428,0.0,48.56905399999999,0.0,45.6352,0.0,8.726375,0.0,0.0,0.0,0.0,0.8553672,1.4018328
00000000,2021,Hasle Fjernvarme (Bornholms Forsyning tidl. Vestbornholms),3790,Hasle,Hasle Varmeværk,2063,1200,470,2019,31582148,BORNHOLMS VARME A/S,18.0,0.0,21.0,195.415227,164.73211999999998,164.73211999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9906,178.651127,0.0,0.7735000000000001,0.0,0.0,0.0,0.0,0.0,0.0
00000000,2022,Hasle Fjernvarme (Bornholms Forsyning tidl. Vestbornholms),3790,Hasle,Hasle Varmeværk,2063,1200,470,2019,31582148,BORNHOLMS VARME A/S,18.0,0.0,21.0,135.4219,146.17692,146.17692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6901,109.9818,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0
00000000,2023,Hasle Fjernvarme (Bornholms Forsyning tidl. Vestbornholms),3790,Hasle,Hasle Varmeværk,2063,2000,470,2019,31582148,BORNHOLMS VARME A/S,23.7,0.0,26.15,163.72499948,150.97968,150.97968,0.0,0.0,0.0,0.0,0.0,0.003587,0.0,0.0,0.0,0.0,0.0,57.971,105.29541248,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0
54121016,2022,Haslev Fjernvarme,4690,Haslev,Haslev Fjernvarme Amba Nygade 68,160,1600,28,168,54121016,Haslev Fjernvarme  A.m.b.a.,75.6,5.0,62.0,335.0051225,250.92,250.92,63.3564,52.1352,0.0,0.0,0.0,5.427489699999999,0.0,0.0,15.1160328,0.0,0.0,301.426,0.0,0.0,0.0,0.0,0.0,10.6992,0.0,2.3364,0.0
54121016,2021,Haslev Fjernvarme,4690,Haslev,Haslev Fjernvarme Amba Nygade 68,160,1600,28,168,54121016,Haslev Fjernvarme  A.m.b.a.,75.6,5.0,62.0,341.6505712,296.4096,269.35560000000004,55.7208,48.3588,0.0,0.0,0.0,0.0,0.0,0.0,32.967871200000005,0.0,0.0,299.7295,0.0,0.0,0.0,0.0,0.0,8.017199999999999,0.0,0.936,0.0
54121016,2023,Haslev Fjernvarme,4690,Haslev,Haslev Fjernvarme Amba Nygade 68,160,1600,28,168,54121016,Haslev Fjernvarme  A.m.b.a.,75.6,5.0,62.0,345.58064920000004,264.8808,264.8808,64.5264,42.606,0.0,0.0,0.0,1.21958,0.0,0.0,22.5235692,0.0,0.0,302.9195,0.0,0.0,0.0,0.0,0.0,10.836,0.0,8.082,0.0
16566179,2023,Havndal Fjernvarme,8970,Havndal,Havndal Fjernvarme A.m.b.a.,718,730,369,873,16566179,HAVNDAL FJERNVARME A M B A,3.15,0.0,3.15,33.727,30.5136,29.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16566179,2022,Havndal Fjernvarme,8970,Havndal,Havndal Fjernvarme A.m.b.a.,718,730,369,873,16566179,HAVNDAL FJERNVARME A M B A,3.15,0.0,3.15,33.321,31.1724,30.6684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16566179,2021,Havndal Fjernvarme,8970,Havndal,Havndal Fjernvarme A.m.b.a.,718,730,369,873,16566179,HAVNDAL FJERNVARME A M B A,3.15,0.0,3.15,36.308,31.5936,31.1076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29346909,2021,Havneby Fjernvarme (Rømø),6792,Rømø,Havneby Varmeværk,1920,1100,471,1804,29346909,Havneby Varmeværk A.m.b.a.,2.0,0.0,2.0,21.295,18.1368,17.974800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29346909,2022,Havneby Fjernvarme (Rømø),6792,Rømø,Havneby Varmeværk,1920,2200,471,1804,29346909,Havneby Varmeværk A.m.b.a.,4.8,0.0,4.96,19.511244,17.123227200000002,17.123227200000002,0.0,0.0,0.0,0.0,0.0,0.0190656,0.0,0.0,0.0,0.0,0.0,0.0,16.054542,0.0,0.0,0.0,0.0,0.0,0.0,1.03248,2.4051564
29346909,2023,Havneby Fjernvarme (Rømø),6792,Rømø,Havneby Varmeværk,1920,1650,471,1804,29346909,Havneby Varmeværk A.m.b.a.,2.2,0.0,2.66,18.876240000000003,17.403840000000002,17.403840000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06544,0.0,0.0,0.0,0.0,0.0,0.0,3.476232,7.334568000000001
41529911,2023,Hedensted Fjernvarme,8722,Hedensted,Hedensted Fjernvarme Løsningvej 26,188,6128,146,192,41529911,Hedensted Fjernvarme Amba,40.46,1.9,44.4,200.558518,198.70596,198.70596,3.231398952,3.231398952,0.0,0.0,0.0,0.0,0.0,0.0,60.0676956,0.0,0.0,0.0,0.0,0.0,30.04225,0.0,43.30987559999999,20.19564,0.0,46.9430568,0.0
41529911,2022,Hedensted Fjernvarme,8722,Hedensted,Hedensted Fjernvarme Løsningvej 26,188,6128,146,192,41529911,Hedensted Fjernvarme Amba,40.46,1.9,44.4,166.7189744,167.73444,167.73444,3.513852,3.513852,0.0,0.0,0.0,0.0,0.0,0.0,39.393604800000006,0.0,0.0,0.0,0.0,0.0,25.78625,0.0,54.9819288,21.51036,0.0,25.0468308,0.0
41529911,2021,Hedensted Fjernvarme,8722,Hedensted,Hedensted Fjernvarme Løsningvej 26,188,6128,146,192,41529911,Hedensted Fjernvarme Amba,31.51,1.9,35.45,183.871206,174.2785272,174.2785272,7.9471224,7.9471224,0.0,0.0,0.0,0.0,0.0,0.0,71.6157288,0.0,0.0,0.0,0.0,0.0,28.55475,0.0,50.4374724,17.58636,0.0,15.6768948,0.0
15978538,2023,Hejnsvig Fjernvarme,7250,Hejnsvig,Hejnsvig Varmeværk A.m.b.a.,189,1590,130,194,15978538,HEJNSVIG VARMEVÆRK A M B A,8.2,0.0,8.2,33.6276,33.6276,33.6276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5824,0.0,0.0,7.4484,0.0,8.596800000000002,0.0
15978538,2022,Hejnsvig Fjernvarme,7250,Hejnsvig,Hejnsvig Varmeværk A.m.b.a.,189,2120,130,194,15978538,HEJNSVIG VARMEVÆRK A M B A,10.7,0.0,10.7,32.743368,32.743368000000004,32.743368000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004968,0.0,0.0,0.0,0.0,0.0,21.0888,0.0,0.0,8.488800000000001,0.0,3.1608,0.0
15978538,2021,Hejnsvig Fjernvarme,7250,Hejnsvig,Hejnsvig Varmeværk A.m.b.a.,189,1590,130,194,15978538,HEJNSVIG VARMEVÆRK A M B A,8.3,0.0,8.3,36.1561068,36.116388,36.116388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4369068,0.0,0.0,0.0,0.0,0.0,28.944,0.0,0.0,6.7752,0.0,0.0,0.0
43597469,2021,Hellevad Fjernvarme,6230,Rødekro,Hellevad Kraftvarmeværk,1074,1740,396,1101,18429772,"GENNER, HELLEVAD OG HOVSLUND FORENEDE KRAFT- VARMEVÆRKER A.M.B.A",4.894,0.92,3.519,26.3848784,21.199032000000003,20.961036,0.7632000000000001,0.7632000000000001,0.0,0.0,0.0,0.0,0.0,0.0,3.0533184,0.0,0.0,0.0,0.0,23.33156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43597469,2022,Hellevad Fjernvarme,6230,Rødekro,Hellevad Kraftvarmeværk,1074,2900,396,1101,18429772,"GENNER, HELLEVAD OG HOVSLUND FORENEDE KRAFT- VARMEVÆRKER A.M.B.A",5.594,0.92,4.679,21.577687032,18.858132,18.680976,0.648,0.648,0.0,0.0,0.0,0.0,0.0,0.0,1.9877616,0.0,0.0,0.0,0.0,19.204815432,0.0,0.0,0.0,0.0,0.0,0.1922579999999999,0.192852
43597469,2023,Hellevad Fjernvarme,6230,Rødekro,Hellevad Kraftvarmeværk,1074,2900,396,1101,18429772,"GENNER, HELLEVAD OG HOVSLUND FORENEDE KRAFT- VARMEVÆRKER A.M.B.A",5.594,0.92,4.679,22.2569056,20.08404,19.761156,0.7524,0.7524,0.0,0.0,0.0,0.0,0.0,0.0,2.0353608000000003,0.0,0.0,0.0,0.0,10.3352248,0.0,0.0,0.0,0.0,0.0,4.20876,5.67756
42760218,2021,Helsinge Fjernvarme,3200,Helsinge,Helsinge Fjernvarme,254,2160,16,244,42760218,HELSINGE FJERNVARME,74.41,14.3,52.6,235.40895792,183.8848356,183.884832,45.26352000000001,45.26352000000001,0.0,0.0,0.0,0.0,0.0,0.0,168.24872592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.892232,0.0,29.268,0.0
42760218,2022,Helsinge Fjernvarme,3200,Helsinge,Helsinge Fjernvarme,254,2160,16,244,42760218,HELSINGE FJERNVARME,74.41,14.3,52.6,198.07677,167.761044,167.761044,26.60436,26.60436,0.0,0.0,0.0,0.0,0.0,0.0,109.07839800000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.903732000000005,0.0,49.09464,0.0
42760218,2023,Helsinge Fjernvarme,3200,Helsinge,Helsinge Fjernvarme,254,2160,16,244,42760218,HELSINGE FJERNVARME,74.41,14.3,52.6,211.079487336,176.184072,176.184072,29.01096,29.01096,0.0,0.0,0.0,0.0,0.0,0.0,126.506067336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.4873,0.0,46.08612,0.0
20745533,2023,Hemmet,6893,Hemmet,Hemmet Varmeværk,1411,1520,431,1402,20745533,HEMMET VARMEVÆRK AMBA,2.11,0.0,2.11,16.67542,16.1479908,16.1479908,0.0,0.0,0.0,0.21222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20745533,2021,Hemmet,6893,Hemmet,Hemmet Varmeværk,1411,760,431,1402,20745533,HEMMET VARMEVÆRK AMBA,0.95,0.0,0.95,15.404241,16.94376,16.94376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.404241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20745533,2022,Hemmet,6893,Hemmet,Hemmet Varmeværk,1411,760,431,1402,20745533,HEMMET VARMEVÆRK AMBA,0.95,0.0,0.95,14.4057,15.258492,15.258492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31592488,2023,Hillerød-Farum-Værløse,3520,Farum,Farum Fjernvarme Stavnsholtvej 33,102,4103,18,109,10663210,FARUM FJERNVARME A M B A,312.6,86.06,198.48,1733.0448655552,1406.017552,1400.815552,230.525496,190.93536,0.0,0.0,0.0,0.28828719,0.0,0.0,753.6918708,0.0,15.355582,0.0,859.8385255652,0.0,64.9222,0.0,34.02,4.928400000000001,0.0,0.0,0.0
31592488,2022,Hillerød-Farum-Værløse,3520,Farum,Farum Fjernvarme Stavnsholtvej 33,102,4921,18,109,10663210,FARUM FJERNVARME A M B A,334.3,87.12,216.58,1823.53904866,1458.798296,1453.859096,288.9500364,242.295264,0.0,0.0,0.0,13.0304949,0.0,0.0,846.6230757600001,0.0,13.407758,0.0,845.86592,0.0,60.4562,0.0,37.71,6.445600000000001,0.0,0.0,0.0
31592488,2021,Hillerød-Farum-Værløse,3520,Farum,Farum Fjernvarme Stavnsholtvej 33,102,4103,18,109,10663210,FARUM FJERNVARME A M B A,301.2,86.06,187.96,2071.065649252,1538.916,1533.4224000000002,419.720364,370.367964,0.0,0.0,0.0,4.67586972,0.0,0.0,1142.033930532,0.0,15.780599,0.0,808.0138499999999,0.0,55.825,0.0,38.9124,5.824000000000001,0.0,0.0,0.0
10411912,2021,Hjallerup Fjernvarme,9320,Hjallerup,Hjallerup Fjernvarmeselskab,207,7290,284,202,34681228,Hjallerup Fjernvarmeværk A.m.b.a.,57.165000000000006,7.42,45.71,250.129184,188.94600000000003,188.01,52.1496,50.958,0.0,0.0,0.0,0.0,0.0,0.0,135.41853600000002,0.0,0.0,41.18,0.0,0.0,0.0,0.0,0.0,39.7008,0.0,28.6956,5.134247999999999
10411912,2023,Hjallerup Fjernvarme,9320,Hjallerup,Hjallerup Fjernvarmeselskab,207,4860,284,202,34681228,Hjallerup Fjernvarmeværk A.m.b.a.,43.29,7.42,33.26,224.7440324,172.2708,171.5472,42.48,41.742720000000006,0.0,0.0,0.0,0.0,0.0,0.0,101.68563240000002,0.0,0.0,54.23,0.0,0.0,0.0,0.0,0.0,34.704,0.0,34.1244,0.0
10411912,2022,Hjallerup Fjernvarme,9320,Hjallerup,Hjallerup Fjernvarmeselskab,207,6480,284,202,34681228,Hjallerup Fjernvarmeværk A.m.b.a.,56.19,7.42,44.11,206.620568,166.1472,165.1662,33.84,33.318,0.0,0.0,0.0,0.0,0.0,0.0,83.14831800000002,0.0,0.0,50.65864999999999,0.0,0.0,0.0,0.0,0.0,40.56480000000001,0.0,32.2488,0.0
34681228,2023,Hjørring Fjernvarme (inkl. Hirtshals Fjernvarme fra 2011),9800,Hjørring,Nordværk I/S Energianlæg Hjørring,8,12040,298,1378,46076753,Nordværk I/S,186.498,15.904,162.454,1428.5586874,1378.544832,1330.205724,146.00764800000002,124.625736,0.0,0.0,0.352798,1.3741797,0.0,0.0,10.6836444,718.5263,52.44768,0.0,469.941176,121.0926343,54.140275,0.0,0.0,0.0,0.0,0.0,0.0
34681228,2022,Hjørring Fjernvarme (inkl. Hirtshals Fjernvarme fra 2011),9800,Hjørring,Nordværk I/S Energianlæg Hjørring,8,12040,298,1378,46076753,Nordværk I/S,186.498,15.904,162.454,1398.17239775,1334.174364,1287.743112,176.007312,151.11907200000002,0.0,0.0,0.2513999999999999,0.9663378,0.0,0.0,5.5511676,829.0441260000001,104.889168,0.0,309.54566875,121.1251696,26.79936,0.0,0.0,0.0,0.0,0.0,0.0
34681228,2021,Hjørring Fjernvarme (inkl. Hirtshals Fjernvarme fra 2011),9800,Hjørring,Nordværk I/S Energianlæg Hjørring,8,12040,298,8,23264757,AFFALDSSELSKABET VENDSYSSEL VEST I/S,186.498,15.904,162.454,1583.857654123,1456.233264,1379.11752,208.942956,182.403,0.0,0.0,0.53213,1.2665697,0.0,0.0,84.2948964,849.5157999999999,161.239176,4.42395,319.39892092300005,98.2075561,64.978655,0.0,0.0,0.0,0.0,0.0,0.0
41429615,2021,Hobro Fjernvarme,9500,Hobro,Hobro Varmeværk,215,4230,300,205,41429615,HOBRO VARMEVÆRK A M B A,42.075,0.0,40.175,268.8328476,286.88628,286.88628,0.0,0.0,0.0,1.42275,0.0,2.6715976,0.0,0.0,0.0,0.0,0.0,0.0,200.0981,0.0,0.0,0.0,64.6404,0.0,0.0,0.0,0.0
41429615,2022,Hobro Fjernvarme,9500,Hobro,Hobro Varmeværk,215,4230,300,205,41429615,HOBRO VARMEVÆRK A M B A,42.075,0.0,40.175,264.931292,281.2828,281.2828,0.0,0.0,0.0,3.019482,0.0,2.1522,0.0,0.0,0.0,0.0,0.0,0.0,186.62961,0.0,0.0,0.0,73.13,0.0,0.0,0.0,0.0
41429615,2023,Hobro Fjernvarme,9500,Hobro,Hobro Varmeværk,215,4230,300,205,41429615,HOBRO VARMEVÆRK A M B A,42.075,0.0,40.175,365.6589342,332.7912,332.7912,0.0,0.0,0.0,0.0,0.0,23.6261342,0.0,0.0,0.0,0.0,0.0,0.0,302.0368,0.0,0.0,0.0,39.996,0.0,0.0,0.0,0.0
62082313,2023,Holeby Fjernvarme,4960,Holeby,Holeby Fjernvarme Amba,689,360,43,171,62082313,Holeby Fjernvarme,6.3,0.0,6.3,74.037,70.28640000000001,67.0464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62082313,2022,Holeby Fjernvarme,4960,Holeby,Holeby Fjernvarme Amba,689,360,43,171,62082313,Holeby Fjernvarme,6.3,0.0,6.3,72.0795,67.428,64.2204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62082313,2021,Holeby Fjernvarme,4960,Holeby,Holeby Fjernvarme Amba,163,720,43,171,62082313,Holeby Fjernvarme,11.9,0.0,11.9,75.83667100000001,68.56716999999999,66.61957,0.0,0.0,0.0,0.0,0.0,1.553171,0.0,0.0,0.0,0.0,0.0,74.2835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36637919,2022,Holsted Fjernvarme,6670,Holsted,Holsted Varmeværk,224,3450,131,210,36637919,Holsted Varmeværk Amba,35.15,3.0,31.58,92.7018036,79.71768,79.71768,11.03256,11.03256,0.0,0.0,0.0,0.0,0.0,0.0,61.1816436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.53816,0.0,8.982,0.0
36637919,2021,Holsted Fjernvarme,6670,Holsted,Holsted Varmeværk,224,1725,131,210,36637919,Holsted Varmeværk Amba,27.25,3.0,23.68,107.1185364,89.49924000000001,89.49924000000001,14.36364,14.36364,0.0,0.0,0.0,0.0,0.0,0.0,88.54001640000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.57852,0.0,0.0,0.0
36637919,2023,Holsted Fjernvarme,6670,Holsted,Holsted Varmeværk,224,2875,131,210,36637919,Holsted Varmeværk Amba,34.2,3.0,30.63,93.1135752,86.70168,86.70168,5.6412,5.6412,0.0,0.0,0.0,0.0,0.0,0.0,29.1163752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4616,0.0,44.5356,0.0
22724118,2023,Hovedgård Fjernvarme,8732,Hovedgård,Hovedgård Fjernvarme amba,229,1230,143,215,22724118,Hovedgård Fjernvarme amba,6.25,0.0,6.25,66.1648,64.908,62.9208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.1648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22724118,2022,Hovedgård Fjernvarme,8732,Hovedgård,Hovedgård Fjernvarme amba,229,1230,143,215,22724118,Hovedgård Fjernvarme amba,6.25,0.0,6.25,52.5822,58.0428,55.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22724118,2021,Hovedgård Fjernvarme,8732,Hovedgård,Hovedgård Fjernvarme amba,229,1230,143,215,22724118,Hovedgård Fjernvarme amba,6.25,0.0,6.25,51.1035,59.2704,56.710800000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.1035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32720315,2022,Hundested Fjernvarme,3390,Hundested,Hundested varmeværk,273,1560,19,219,32720315,HUNDESTED VARMEVÆRK AMBA,32.459,0.0,33.309,137.1328656,141.5232,141.5232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.14886560000001,0.0,0.0,0.0,30.9876,0.0,0.0,0.0,0.0,34.484399999999994,0.0,1.512,0.0
32720315,2023,Hundested Fjernvarme,3390,Hundested,Hundested varmeværk,273,1560,19,219,32720315,HUNDESTED VARMEVÆRK AMBA,34.259,0.0,38.509,70.074,107.874,107.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1476,0.0,0.0,0.0,14.0544,0.0,0.0,0.0,0.0,36.5616,0.0,13.9104,25.2
32720315,2021,Hundested Fjernvarme,3390,Hundested,Hundested varmeværk,273,1560,19,219,32720315,HUNDESTED VARMEVÆRK AMBA,32.459,0.0,33.309,137.3410016,141.5232,141.5232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.14530160000001,0.0,0.0,0.0,31.1457,0.0,0.0,0.0,0.0,33.728,0.0,2.322,0.0
18440342,2021,Hundslund-Oldrup Fjernvarme,8350,Hundslund,Hundslund-Oldrup Kraftvarmeværk,1174,1454,413,1247,18440342,Hundslund-Oldrup Kraftvarmeværk Amba,3.33,0.92,2.13,22.728832,21.09672,21.06,0.7092,0.702,0.0,0.0,0.0,0.0,0.0,0.0,1.877832,0.0,0.0,20.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18440342,2022,Hundslund-Oldrup Fjernvarme,8350,Hundslund,Hundslund-Oldrup Kraftvarmeværk,1174,727,413,1247,18440342,Hundslund-Oldrup Kraftvarmeværk Amba,0.93,0.0,0.93,21.6485,18.4464,18.4464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18440342,2023,Hundslund-Oldrup Fjernvarme,8350,Hundslund,Hundslund-Oldrup Kraftvarmeværk,1174,727,413,1247,18440342,Hundslund-Oldrup Kraftvarmeværk Amba,0.93,0.0,0.93,21.489,19.1484,19.1484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16893773,2021,Hvalpsund Fjernvarme,9640,Farsø,Hvalpsund Kraftvarme A.m.b.a.,664,2460,287,559,16893773,HVALPSUND KRAFTVARMEVÆRK AMBA,6.8,1.5,5.3100000000000005,31.7704088,29.6856,29.6856,1.0062,1.0062,0.0,0.0,0.0,0.0,0.0,0.0,5.9114088,0.0,0.0,0.0,25.859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16893773,2022,Hvalpsund Fjernvarme,9640,Farsø,Hvalpsund Kraftvarme A.m.b.a.,664,1640,287,559,16893773,HVALPSUND KRAFTVARMEVÆRK AMBA,4.8,1.5,3.31,26.5827708,27.684,26.4672,0.81,0.81,0.0,0.0,0.0,0.0,0.0,0.0,2.0937708,0.0,0.0,0.0,24.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16893773,2023,Hvalpsund Fjernvarme,9640,Farsø,Hvalpsund Kraftvarme A.m.b.a.,664,2460,287,559,16893773,HVALPSUND KRAFTVARMEVÆRK AMBA,6.8,1.5,5.3100000000000005,30.792098000000003,28.6884,28.6884,0.43092,0.43092,0.0,0.0,0.0,0.0,0.0,0.0,1.000098,0.0,0.0,0.0,29.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44057212,2023,Hvalsø Fjernvarme,4330,Hvalsø,Hvalsø Kraftvarmeværk,1064,1050,22,222,44057212,Hvalsø Kraftvarmeværk A.m.b.a,21.91,3.04,17.5,141.6410748,130.0104,110.6064,8.348040000000001,8.348040000000001,0.0,0.0,0.0,0.0,0.0,0.0,30.3974748,0.0,0.0,0.0,111.2436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44057212,2022,Hvalsø Fjernvarme,4330,Hvalsø,Hvalsø Kraftvarmeværk,1064,1050,22,222,44057212,Hvalsø Kraftvarmeværk A.m.b.a,21.91,3.04,17.5,136.2352516,124.17984,108.05184,7.942680000000001,7.942680000000001,0.0,0.0,0.0,0.0,0.0,0.0,29.3622516,0.0,0.0,0.0,106.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44057212,2021,Hvalsø Fjernvarme,4330,Hvalsø,Hvalsø Kraftvarmeværk,1064,1050,22,222,44057212,Hvalsø Kraftvarmeværk A.m.b.a,21.91,3.04,17.5,129.6758992,121.10832,120.81204,4.183559999999999,4.183559999999999,0.0,0.0,0.0,0.0,0.0,0.0,34.2718992,0.0,0.0,0.0,95.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
