name;address;latitude;longitude;CVRP
Sydfalster Varmeværk;Håndværkervænget 16, 4873 Væggerløse, Denmark;5471772;11926582;
Sydlangeland Fjernvarme;Østerskovvej 2B, 5932 Humble, Denmark;54796988;10714755;
Taars Varmeværk;Damhusvej 27, 9830 Tårs, Denmark;5738961;10116951;
Tarm Varmeværk;Skolegade 23, 6880 Tarm, Denmark;55905235;8524065;
Tårnby Forsyning;Gemmas Alle 39, 2770 Kastrup, Denmark;55627935;12614395;
Terndrup Fjernvarme;Industriparken 30, 9575 Terndrup, Denmark;5680511;10061693;
Thisted Varmeforsyning;Ringvej 26, 7700 Thisted, Denmark;56963491;8703588;
Thorsager Fjernvarmeværk;Nørregade 26, 8410 Rønde, Denmark;56347366;1046092;
Thorshøj Kraftvarmeværk;Kobbervænget 4, 9750 Øster-Vrå, Denmark;573417;102401;
Thorsminde Varmeværk;Havnevej 11, 6990 Ulfborg, Denmark;56371194;8128352;
Thorsø Fjernvarmeværk;Thorsølundvej 6, 8881 Thorsø, Denmark;56297849;9792046;
Thyborøn Fjernvarme;Ærøvej 83, 7680 Thyborøn Havn, Denmark;566990013;82145922;
Tim Kraftvarmeværk;Høbrovej 9F, 6980 Tim, Denmark;56193476;8313888;
Tistrup Varmeværk;Kastanievej 1, 6862 Tistrup, Denmark;55717305;8604234;
Toftlund Fjernvarme;Østerdalen 3, 6520 Toftlund, Denmark;55194115;9071286;
Tommerup Bys Fjernvarmeforsyning;Stadionvænget 6, 5690 Tommerup, Denmark;55322957;1020294;
Tommerup St. Varmeforsyning;Bannervej 22, 5690 Tommerup, Denmark;55347454;1018334;
Tønder Fjernvarme;Østergade 83, 6270 Tønder, Denmark;54939461;8874159;
Tørring Kraftvarmeværk;Bygade 5A, 7160 Tørring, Denmark;55858938;9484923;
Tranbjerg Varmeværk;Jegstrupvænget 630, 8310 Tranbjerg J, Denmark;56090338;10130029;
Tranum Kraftvarmeværk;Uglevej 1, 9460 Brovst, Denmark;57132945;9463501;
Trefor Varme;Kokbjerg 30, 6000 Kolding, Denmark;55535168;9485974;
Troldhede Kraftvarmeværk;Aakjærsvej 24B, 6920 Videbæk, Denmark;55992674;8742304;
Trustrup-Lyngby Varmeværk;Tværvej 11, 8570 Trustrup, Denmark;56352715;10778948;
Tversted Kraftvarmeværk;Løgtenvej 16, 9881 Bindslev, Denmark;57581956;10190193;
Uldum Varmeværk;Industrisvinget 9, 7171 Uldum, Denmark;55851921;9588792;
Ulfborg Fjernvarme;Sportsvej 2, 6990 Ulfborg, Denmark;56280501;832227;
Ulsted Varmeværk;Teglgårdsvej 10, 9370 Hals, Denmark;57078482;10250914;
Værløse Varmeværk;Klostergårdsvej 59, 3500 Værløse, Denmark;55786677;12372544;
Værum - Ørum Kraftvarmeværk;c/o Borgergade 6, 8870 Langå, Denmark;563903;98949;
Vallensbæk Fjernvarme Nord;Horsbred 201, 2625 Vallensbæk, Denmark;55649775;12357183;
Vallensbæk Fjernvarme Syd;Delta Park 11, 2665 Vallensbæk Strand, Denmark;55627079;12386817;
Vamdrup Fjernvarme;Nygade 6, 6580 Vamdrup;554274787;92800979;
Veddum Skelund Visborg Kraftvarmeværk;Pejtervej 14, 9560 Hadsund, Denmark;56772908;10174197;
Vejby-Tisvilde Fjernvarme;Møngevej 9B, 3210 Vejby, Denmark;56067987;12148756;
Vejen Varmeværk;Gørtlervej 4, 6600 Vejen, Denmark;55463965;9147176;
Vejle Fjernvarme;Langelinie 60, 7100 Vejle, Denmark;55710266;9542296;
Vemb Varmeværk;Vestergade 17, 7570 Vemb, Denmark;5634308;8340738;
Verdo Varme;Agerskellet 7, 8920 Randers NV, Denmark;56490765;1002027;
Vestervig Fjernvarme;Vestergade 14, 7770 Vestervig, Denmark;56763102;831771;
Vestforbrænding;Ejby Mosevej 219, 2600 Glostrup, Denmark;5570648;12422202;
Vestforsyning Varme;Nupark 51, 7500 Holstebro, Denmark;56391895;8611193;
Videbæk Energiforsyning;Godthåbsvej 3, 6920 Videbæk, Denmark;56091913;8631093;
Vildbjerg Tekniske Værker;Pugdalvej, 7480 Vildbjerg, Denmark;561975609;87917278;
Vinderup Varmeværk;Sevelvej 67A, 7830 Vinderup, Denmark;56477271;879285;
Vivild Varmeværk;Søndermarksvej 39, 8961 Allingåbro, Denmark;56481987;10445728;
Voerså Kraftvarmeværk;Kringelhedevej 17B, 9300 Sæby, Denmark;57208929;10482574;
Vojens Fjernvarme;Tingvejen 47, 6500 Vojens, Denmark;55238523;9291427;
Vordingborg Fjernvarme;Danmarksvej 1, 4760 Vordingborg;54994752;11885348;
Vorupør Kraftvarmeværk;Toosholmvej 6, 7700 Thisted, Denmark;56947427;8387965;
Vrå Varmeværk;Nygade 8, 9760 Vrå, Denmark;57354304;9943775;
Bindslev Fjernvarme;Skolegade 5, 9881 Bindslev;57542863;10199172;
Fredrikshavn Varme;Knivholtvej 15, 9900 Frederikshavn, Denmark;57448786;10492459;
Hallund Kraftvarmeværk;Blyvej 5, 9700 Brønderslev, Denmark;57241172;10102357;
Hjallerup Fjernvarme;Gravensgade 18, 9320 Hjallerup, Denmark;57167376;10147864;
Blenstrup Kraftvarmeværk;Vesterbygade 36B, 9520 Skørping, Denmark;56879233;10005181;
Øt Havndal Fjernvarme;Laursensvej 4, 8970 Havndal, Denmark;56648725;10191229;
Fjernvarme Horsens;Endelavevej 7, 8700 Horsens, Denmark;55852135;9856817;
Assentoft Forsyning;Vandværksvej 34, 8960 Randers;56438129;10143291;
Sdr. Nissum;Kirkebyvej 25, 6990 Ulfborg, Denmark;5630513;819299;
Ørnhøj Grønbjerg Kraftvarmeværk;" ""Kjærs Vej 13";56200982;8567841;
Verdo Varme Herning;Agerskellet 7, 8920 Randers NV, Denmark;56490765;1002027;
Billund Varmeværk;Møllevej 49, 7190 Billund, Denmark;55723482;9100292;
Tørring Kraftvarmeværk;Bygade 5A, 7160 Tørring, Denmark;55858938;9484923;
Rårup Fællesvarme;Kirketoften 3, 7130 Juelsminde, Denmark;55774577;9925531;
Daugård Fællesvarme;Strandvejen 39 8721 Daugård, Denmark;55707337;9698194;
Trefor Varme;Kokbjerg 30, 6000 Kolding, Denmark;55535168;9485974;
Ffv Varme Faaborg;Værkmestervej 1, 5600 Faaborg, Denmark;55109816;10238977;
Nordals Fjernvarme;2RJ7+QG, 6430 Nordborg;550573;97408;
Refa Kettinge Forsyning;Fuglegårdsvej 10, 4892 Kettinge, Denmark;54698441;11711996;
Refa Stubbekøbing Fjernvarme;Sivmosevej 2, 4850 Stubbekøbing, Denmark;54885686;12029553;
Sorø Fjernvarme;Kragelundsvej 12, 4180 Sorø, Denmark;55461283;11573434;
FORS Varme Holbæk;Tåstrup Møllevej 5, 4300 Holbæk, Denmark;55703953;11708399;
Manna-Thise Kraftvarmeværk;Lagunen 6, 9700 Brønderslev, Denmark;57285168;9812831;
Lolland Varme;Stavangervej 13, 4900 Nakskov;5482613;1115952;
Brønderslev Varme;Virksomhedsvej 20, 9700 Brønderslev;57259492;9952196;
Nykøbing Sj. Varmeværk;Billesvej 10, 4500 Nykøbing Sjælland;55924993;11669362;
Ulbjerg Kraftvarme;Håndværkervej 5, 8832 Skals;56627826;9350022;
Grønhøj Strand;Ingeborgvej 2, 9480 Løkken;57331375;9679128;
Pindstrup Fjernvarme;Bøgevej 26, 8550 Ryomgård;56394258;10418318;
Ellehavegaard Energy;Ellehavegårdsvej 2, 4800 Nykøbing F;54805553;11993406;
Struer Energi Fjernvarme;Jyllandsgade 1, 7600 Struer;56490679;8601625;
Hjortsvang Fællesvarme;Vesterbyvej 12, 7160 Tørring;55885996;9496903;
Manna-Thise Kraftvarmeværk;Jens Thise Vej 50, 9700 Brønderslev;57293665;9804473;
Onsbjerg Varmeværk;Selsinggaarde 2, 8305 Samsø;55832769;1056017;
Hvidbjerg Fjernvarme;Håndværkervej 2, 7790 Thyholm;56648284;8538707;
Vissenbjerg Fjernvarme;Nyvej 9, 5492 Vissenbjerg;55387278;10128458;
Assens Fjernvarme Fyn;Stejlebjergvej 4, 5610 Assens;55257055;9910147;
Assens Fjernvarme Mariager;Fabriksvej 5, 9550 Mariager;5668061;10067165;
Tårnbyforsyning Varme;Gemmas Alle 39, 2770 Kastrup;55627935;12614395;
Vonge-Kollemorten Fællesvarme;Kollemortenvej 13, 7323 Give;55864211;9392967;
Gylling-Ørting-Falling Kraftvarmeværk;Persievej 5, 8300 Odder;55914911;10145391;
Kloster Kraftvarmeværk Amba;Klostervej 112, 6950 Ringkøbing;56131121;8183003;
Dagnæs-Bækkelund Varmeværk;Glentevej 8, 8700 Horsens;55843846;984192;
Grindsted El- Og Varmeværk;Tårnvej 24, 7200 Grindsted;55761731;8932975;
Ådum Kraftvarmeværk;Skolegade 23, 6880 Tarm;55905235;8524065;
Spentrup Varmeværk;Blichersvej 1, 8981 Spentrup;56538436;10036772;
E.On Varme Danmark;Løgismose 1, 3600 Frederikssund;5,58435E+16;1,20609E+15;
Haarby Kraft-Varme;Toftevej 5, 5683 Haarby;55224114;10122801;
Bioenergi Vest;Vestkystvej 2, 6950 Ringkøbing;56119999;81194324;
Varde Varmeforsyning;Gl Kærvej 15, 6800 Varde;55618941;8457332;
Videbæk Varm;Godthaabsvej 3, 6920 Videbæk;56091913;8631093;
Verdo Varme Herning;Miljøvej 6, 7400 Herning;56121734;9006449;
K/S Difko Lxv;Halmvænget, 3730 Nexø, Denmark;550607111;151171258;
Ulstrup Kraftvarmeværk;Fredensvej 6, 8860 Ulstrup;56389301;9793236;
Sønderborg Fjernvarme;Nørrekobbel 54, 6400 Sønderborg;5492323;9804853;
Glumsø Fjernvarme;Erantisvej 17, 4171 Glumsø;55351557;1169294;
Spøttrup Fjernvarmeværk;Kærgårdsvej 2, 7860 Spøttrup;56645390;8809500;
Viborg Varme;Håndværkervej 6, 8800 Viborg;56462658;9398628;
Cobra Varme;Egebakken 49, 6818 Årre;55531122;8655565;
Helle Energi;Byparken 25, 6800 Varde;55622273;8598331;
Vejen Varmeværk;Gørtlervej 4, 6600 Vejen;55463965;9147176;
Vesløs Fjernvarme;Møllebakvej 4, 7742 Vesløs;57039543;8980619;
Tvis Trekantområdets Varmetrans;Tonne Kjærsvej 11, 7000 Fredericia;55544373;9704368;
Nørre Aaby Kraftvarmeværk;Grønnegade 7, 5580 Nørre Aaby;55460814;9875414;
Hornsyld-Bråskov Lokalråd;Søndergade 44, 8783 Hornsyld;55757205;9842654;
Sorø Fjernvarme;Kragelundsvej 12, 4180 Sorø;55461283;11573434;
Vestegnens Kraftvarmeselskab;Roskildevej 175, 2620 Albertslund;55661266;12341921;
Ejby Fjernvarmecentral;Algade 6, 5500 Middelfart;555063;9727933;
Kredsløb;Karen Blixens Boulevard 7, 8220 Brabrand;56161632;10134176;
Halsnæs Forsyning;Havnevej 8, 3300 Frederiksværk;55969392;12010358;
Ulstrup Varmeværk;Fredensvej 6, 8860 Ulstrup;56389301;9793236;
Søndbjerg Fjernvarme;Ballevej 17, 7790 Thyholm;56620345;8574571;
Eniig City Solutions;Nordgaden 4, 7400 Herning;56132427;88925790;
Ravnkilde Kraftvarmeværk;Skalborgvej 17, 9610 Nørager;56758017;9747842;
Vallensbæk Fjernvarme Nord;Horsbred 201, 2625 Vallensbæk;55649775;12357183;
Nørre-Snede Varmeværk;Horsensvej 19, 8766 Nørre Snede;55963785;9396752;
Nrgi Lokalvarme;Dusager 22, 8200 Aarhus N;56195992;10183406;
Grundejerf Rønneholtparken;Ligustervangen 81, 3450 Allerød;55872105;12332781;
Thyregod Fællesvarme;Skovlunden 101, 7323 Give;55902313;9261431;
Gråsten Fjernvarme;Sønderborg Landevej 3, 6300 Gråsten;54931628;9607015;
Augustenborg Fjernvarme;Sundkrogsgade 5, 2100 København Ø;55709956;12591113;
Hornsyld Klimavarme;Søndergade 44, 8783 Hornsyld;55757205;9842654;
Gedser Fjernvarme;Smedevej 6, 4874 Gedser;54578006;11934482;
Rejsby Kraftvarmeværk;Rejsby Landevej 12B, 6780 Skærbæk;55235028;8725414;
Skibby Fjernvarme;Sikavej 15, 4050 Skibby;557448;11967022;
Forsyning Helsingør Service;Energivej 25, 3000 Helsingør;56020943;1255678;
Meløse - St. Lyngby Energiselskab;Skolevej 7B, 3320 Skævinge;55936371;12151458;
Aale Fjernvarme;Aale Bygade 28A, 7160 Tørring;55887043;9564467;
Lynge-Uggeløse Fjernvarme;Nøglegårdsvænge 37, 3540 Lynge;55837425;12287609;
Ry Varmeværk;Bakkelyvej 3, 8680 Ry;5608341;978656;
Bjæverskov Fjernvarme;Nyvej 22, 4632 Bjæverskov;55459578;12026435;
Fors Varme Roskilde;Betonvej 12, 4000 Roskilde;55645789;12125577;
Nfs Varme;Gasværksvej 2, 5800 Nyborg;55311297;10784;
Din Forsyning A/S;Ulvsundvej 1, 6715 Esbjerg N;55511826;8496007;
Nørre Broby Varmeværk;Stationsvej 14, 5672 Broby;55250831;10226505;
Hasle Varmeværk;Bykærvej 6, 3790 Hasle;55183737;14717924;
Vester Hjermitslev Varmeværk;Ths. P. Hejlesvej 3, V. Hjermitslev, 9700 Brønderslev;57285288;975914;

