forsyid,area_size_km2
,9.07371525118952
00000000,4.677391566500058
00000002,16.13935907928168
00000003,42.92969171249999
00000004,111.22901945941412
00000005,102.92970546550082
00000006,49.4460957788188
00000007,2.9043553390272283
00000008,28.43636272282971
00000009,96.69494735582217
00000010,6.463786679062588
00000011,9.440469621300142
00000013,1.812774564696556
00000014,2.2247164088547566
00000015,4.1237301895695815
00000016,15.550084490427922
00000017,6.698359738928368
00000018,23.6805613956964
00000019,4.935644093572829
10411912,10.19287767482922
10663210,3.405305872510274
10689414,0.67420009514875
10866111,50.98686238493814
10877814,1.0844841810158938
11135617,6.660672670572862
11218415,0.5245641334039238
11271715,0.931705900085778
11278612,1.3025220539554656
11304028,0.8269054084009647
11324312,1.5344919760720739
11325319,0.5709607831721211
11372732,0.11279478240379656
11931316,2.7376830000655534
12233418,2.7125145435979543
12389132,1.8391956659920967
12575130,0.780180803998142
12762038,1.932115670314883
12787111,4.395257264952975
12868014,1.0501045430657043
13057117,27.255800265407448
13096414,0.38554328434673196
13109710,1.0172168354580666
13148228,1.1754851965713027
13231028,1.8027854421572191
13348545,0.24673935100765376
13363919,1.8528397376840442
13551472,1.062812657991839
14250905,1.6264983289048587
14324100,0.8246277132241344
14411313,2.6591426438967773
14454918,0.46896998908902005
14492984,0.6033035601965133
14528601,0.7471312127601629
14748539,24.545809498287735
14898018,2.79506562189415
14909516,1.4309070381319033
14926402,3.252679792638237
14928375,0.43881717161640765
15213140,0.5560635926731498
15215674,0.6695089226096066
15234784,0.47579041000075323
15278390,0.71932405898816
15296275,0.5596653863669974
15320796,1.1942654665576342
15427078,1.3505931543585683
15567317,1.508340090249571
15608943,1.437519588567965
15763515,2.362302341222918
15978538,1.012724789050642
16001910,0.7388520474436862
16016438,1.0961917648329158
16091308,0.7091182855944175
16256234,0.6662086338409389
16263443,0.7031016271849188
16276111,6.529314119604001
16340642,0.6687869587559153
16374172,0.9901283054241812
16408530,1.666537971844855
16500313,1.2984753697764748
16566179,0.7312339423572509
16783013,2.2098507267564145
16838314,2.5387008734755487
16859818,2.1219938332102193
16888079,2.7580740498153733
16893773,0.9492227701796093
16920274,0.5965437768475587
16934690,1.2239615811600122
16946834,0.4624964112067512
16954748,0.7717597978811197
16964638,4.142565348121358
17000888,2.952635595239925
17010131,70.21621932574139
17025686,0.49509608098408886
17038281,1.0545133024080657
17048244,2.913688071455258
17063340,1.0683262452065345
17144847,0.5575144874879269
17168037,0.65500632817348
17256319,0.055698436295749894
17349317,2.4117992028040094
17360698,2.7233555243995857
17590286,0.8729301581158067
17629085,0.342250490706146
17638181,0.3235008733219225
17663577,0.8572747560502989
17689800,5.082551025184478
17727915,0.9249258163803253
17737147,0.4421033951985431
17737244,0.6334668346512435
17750909,0.46065886201535977
17761889,0.5494855260018738
17779710,4.389679979536059
17816845,0.3134195876010941
17828843,0.4790181734645151
17885278,0.610723945392089
17926195,0.31749133515864547
17932640,0.2870717018718333
18021080,0.7171606455002795
18027410,1.4233942447169021
18155141,3.289422500895729
18211211,0.7778603717241419
18211912,1.5305926453896808
18292610,0.8261946544596265
18318636,0.5612070832866
18429772,1.7809619135771717
18440342,0.6859850953602737
18468840,1.3127913477616662
18474492,0.7046683317329875
18476339,1.320153111780582
18496607,2.902524611722684
18503379,0.800929720645462
18515830,0.38977112011452764
18552310,1.0804161280404525
18653087,2.6655551224738723
18676710,0.6877765702138514
18683814,0.7860778652101955
18693518,0.5136397240903108
18718685,1.4212999712555292
18791013,1.2458846925943088
18807483,1.0119800355433304
18849518,1.0090915081498342
18886499,0.4088953564409929
18962519,0.7495370523741881
18968614,2.5572050483869946
