fv_net_navn,aar,vaerk_navn,vaerk_kommune,vrktypenavn,kvoteaktivitet,DB07,NR117,indfyretkapacitet_MW,elkapacitet_MW,varmekapacitet_MW,brutto_TJ,varmeprod_TJ,varmelev_TJ,elprod_TJ,ellev_TJ,andel_varmelev,andel_el,andel_process,kul_TJ,fuelolie_TJ,spildolie_TJ,gasolie_TJ,raffinaderigas_TJ,lpg_TJ,naturgas_TJ,affald_TJ,biogas_TJ,halm_TJ,skovflis_TJ,trae- og biomasseaffald_TJ,traepiller_TJ,bio-olie_TJ,braendselsfrit_TJ,solenergi_TJ,vandkraft_TJ,elektricitet_TJ,omgivelsesvarme_TJ,match_type,idriftdato
Silkeborg Fjernvarme,2023,Silkeborg Varme A/S - Varmeværket Hostrupsgade,740,Fjernvarmeværk,16.0,6707000.0,6650570.0,578.152,108.55,466.12,2269.5188212,1453.910364,1453.910364,758.4911999999999,745.4772,17.4936367208,1.5063632792,0.0,0.0,0.0,0.0,0.0588268,0.0,0.0,1686.0038184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.7644,0.0,342.691776,0.0,net,1962-01-01
Simmmelkær Fjernvarme,2023,Verdo Varme Herning Simmelkær,657,Fjernvarmeværk,0.0,706000.0,700060.0,1.95,0.0,1.95,10.875369999999998,9.419760000000002,9.419760000000002,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8395,0.0,0.0,0.0,0.0,0.0,0.0,net,1991-01-01
Sindal Fjernvarme (inkl. Bindslev fra 2021),2023,Bindslev Fjernvarme,860,Decentralt værk,4.0,2469100.0,2450190.0,51.949999999999996,9.828,38.07,180.981596,142.370244,142.060176,27.4426596,27.3713796,4.1613005792,2.8386994208000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.580796,0.0,0.0,0.0,125.58,2.924,0.0,0.0,0.0,0.0,0.0,14.8968,0.0,net,1993-01-01
Sinding Fjernvarme,2023,Verdo Varme Herning Sinding,657,Fjernvarmeværk,0.0,706000.0,700060.0,2.45,0.0,2.45,9.962724,9.647784000000001,9.647784000000001,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.186524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7762,0.0,0.0,0.0,0.0,0.0,0.0,net,2007-01-01
Skagen Fjernvarme,2023,FF Skagen A/S,813,Erhvervsværk,8.0,3683010.0,3660230.0,91.516,14.46,76.4,349.417383814,313.8312504,307.5223584,32.251356,32.187708,7.407025288,2.8863368369,0.7066378751,0.0,0.0,0.0,0.02944927,0.0,0.0,73.003991544,0.0,25.637571,0.0,0.0,0.0,0.0,0.0,47.75436,0.0,0.0,96.520824,106.471188,net,1988-11-12
Skals Fjernvarme,2023,Skals Kraftvarmeværk,791,Decentralt værk,0.0,1412000.0,1400120.0,16.67,1.499,15.5,92.94265220000001,64.5264,64.5264,33.65136,33.65136,3.2884481843,0.7115518157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6467412,0.0,82.08031100000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2156,0.0,net,2012-01-01
Skave-Borbjerg-Hvam Fjernvarme,2023,Vestforsyning Varme A/S Central Skave,661,Fjernvarmeværk,0.0,706000.0,700060.0,9.0,0.0,9.0,55.128295,56.3598,56.3598,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.022295,0.0,0.0,0.0,0.0,0.0,0.0,54.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1994-01-01
Skive Fjernvarme,2023,Skive Fjernvarme Marius Jensensvej 3,779,Decentralt værk,5.0,3883000.0,3850330.0,111.2,18.4,78.8,700.12732912,523.9512,523.9512,103.572,103.572,5.772053398,5.227946602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.51212912,0.0,0.0,0.0,0.0,0.0,468.78999999999996,0.0,0.0,0.0,0.0,145.8252,0.0,net,1977-07-01
Skjern Fjernvarme,2023,Skjern Fjernvarmecentral afd. Øst,760,Decentralt værk,38.0,2460400.0,2440180.0,58.71,3.0,42.53,318.5392236,304.43399999999997,294.822,8.7138,8.7138,7.1512930751,0.7512209686,0.0974859563,0.0,0.0,0.0,0.0,0.0,0.0,29.865963599999997,0.0,0.0,0.0,91.83606,0.0,0.0,0.0,184.96800000000002,0.0,0.0,11.8692,0.0,net,2006-08-01
Skovlund Fjernvarme,2023,Skovlund Kraftvarme,573,Decentralt værk,0.0,1412000.0,1400120.0,11.22,1.84,8.96,25.929048,23.0148,23.0148,2.0088,2.0088,3.3006328371,0.6993671629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.935248000000001,0.0,0.0,0.0,0.0,15.537,0.0,0.0,0.0,4.4568,0.0,0.0,0.0,net,1997-10-05
Skovsgård Fjernvarme,2023,Skovsgård Varmeværk An/S,849,Fjernvarmeværk,0.0,706000.0,700060.0,5.1,0.0,5.1,30.0672,31.4172,31.4172,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0824,0.0,0.0,0.0,0.0,7.9848,0.0,0.0,0.0,net,1997-11-01
Skuldelev Fjernvarme,2023,Skuldelev Energiselskab,250,Decentralt værk,0.0,1404400.0,1400040.0,7.78,0.92,6.77,26.2242,25.61652,25.61652,0.1757088,0.1757088,3.2358664709,0.7641335291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13632,0.0,0.0,0.0,16.75008,0.0,0.0,0.0,0.0,6.337800000000001,0.0,0.0,0.0,net,1996-06-30
Skårup Fjernvarme,2023,Skårup Fjernvarme,479,Decentralt værk,0.0,1765000.0,1750150.0,16.85,1.4,17.4,47.6879652,42.2316,42.2316,2.8548,2.8548,4.2532725974000005,0.7467274026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9203652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.234,0.0,6.1128,13.4208,net,1985-06-01
Skærbæk Fjernvarme,2023,Skærbæk Fjernvarme,550,Fjernvarmeværk,0.0,2824000.0,2800240.0,26.9,4.05,22.87,116.44298320000001,112.12362000000002,112.11930000000002,0.2502,0.24768,5.1323061158,2.8676938842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8213832,0.0,0.0,0.0,80.2048,0.0,0.0,0.0,0.0,0.0,0.0,21.491999999999997,13.9248,net,1988-01-11
Skørping Fjernvarme,2023,Skørping Varmeværk A.m.b.a.,840,Decentralt værk,0.0,2116100.0,2100160.0,31.27,0.0,31.1,154.5957582,150.2363052,142.724772,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.010761,0.0,0.0,0.6813972000000001,0.0,0.0,0.0,140.0148,0.0,0.0,0.0,0.0,13.8888,0.0,0.0,0.0,net,1995-01-01
Slagelse Fjernvarme,2023,SK-Varme A/S - Slagelse Kraftvarmeværk,330,Decentralt værk,2.0,5329000.0,5290390.0,140.207,11.360000000000001,123.53,1219.160603,872.3840399999999,865.17504,171.4752,155.808,12.3231992892,2.268001975,0.40879873580000003,0.0,0.0,0.0,0.0,0.0,0.0,17.573688,430.4236,17.445615,665.3905,88.32719999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1963-01-01
Slagslunde,2023,Slagslunde,240,Decentralt værk,0.0,1404400.0,1400040.0,7.4319999999999995,1.04,6.731999999999999,25.1292708,20.607120000000002,20.607120000000002,3.2796,3.2796,3.2734362908,0.7265637092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5620308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0264956000000005,8.540744400000001,net,1997-05-01
Slangerup Fjernvarme,2023,Slangerup Kraftvarmeværk,250,Decentralt værk,0.0,351100.0,350010.0,2.14,0.71,1.19,1.691316,0.94104,0.94104,0.522,0.522,0.2781975692,0.7218024308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.691316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1990-01-01
Smørumnedre Fjernvarme,2023,Smørum Kraftvarme,240,Decentralt værk,6.0,2824000.0,2800240.0,67.83,11.4,54.400000000000006,167.43930956,162.29160000000002,162.29160000000002,3.2437224000000002,3.2437224000000002,5.6875600267,2.3124399733,0.0,0.0,0.0,0.0,1.86524,0.0,0.0,29.80478556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.49488,0.0,68.196564,46.07784,net,1995-10-06
Snedsted Fjernvarme,2023,Snedsted Varmeværk,787,Decentralt værk,0.0,1412000.0,1400120.0,23.759999999999998,3.03,20.1,69.4607112,51.506726400000005,51.50412,12.200904,12.200904,3.2455520699,0.7544479301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.1575848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.10372,0.0,12.1994064,0.0,net,1988-12-01
Snertinge Særslev Føllenslev,2023,Snertinge Særslev Føllenslev Energisel,326,Decentralt værk,0.0,1412000.0,1400120.0,8.52,0.84,6.84,67.83252397,38.446163999999996,36.717732,16.42374,16.42374,3.1878585451,0.8121414549,0.0,0.0,0.0,0.0,2.53353397,0.0,0.0,0.0,0.0,46.490590000000005,0.0,18.8084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1996-01-01
Solbjerg Fjernvarme,2023,Solbjerg Varmeværk,751,Fjernvarmeværk,0.0,706000.0,700060.0,18.3,0.0,17.1,121.9503926,114.12,114.12,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1068926,0.0,0.0,0.0,0.0,0.0,121.8435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1991-01-01
Sorø Fjernvarme,2023,Frederiksberg Kraftvarmeanlæg,340,Decentralt værk,0.0,3881100.0,3850310.0,56.91,8.65,44.39,263.535058,206.52947999999998,206.52947999999998,19.5894108,15.6631788,8.1141299814,2.8858700186000004,0.0,0.0,0.0,0.0,0.9369243999999999,0.0,0.0,49.6293336,0.0,0.0,0.0,111.29195,101.67685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1961-01-01
Spjald Fjernvarme,2023,Spjald Fjernvarme- og Vandværk,760,Decentralt værk,0.0,1404400.0,1400040.0,12.7,0.0,12.75,10.054591199999999,13.9788,13.9788,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5506152,0.0,0.315576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1884,0.0,net,1988-10-01
St-Rise/Dunkær,2023,Rise Fjernvarme Amba St.Rise Landevej 2,492,Fjernvarmeværk,0.0,706000.0,700060.0,3.77,0.0,3.7,13.3222,13.2912,13.2912,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.365,0.0,0.0,4.957199999999999,0.0,0.0,0.0,net,2000-01-01
Stege Fjernvarme,2023,Stege Halmvarmeværk,390,Fjernvarmeværk,0.0,706000.0,700060.0,25.0,0.0,25.0,135.3622,147.708,147.708,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.983,0.0,0.0,0.0,0.0,0.0,24.3792,0.0,0.0,0.0,net,2004-06-01
Stenderup-Krogager Fjernvarme,2023,GEV Varme AS Ansager Landevej 9,530,Decentralt værk,0.0,1059000.0,1050090.0,6.17,1.41,5.41,27.4235184,22.95,22.0176,3.3264,3.3264,2.2509826228,0.7490173772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.418718400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.066316,9.938484,net,1995-01-01
Stenstrup Fjernvarme,2023,Stenstrup Fjernvarme Hostrupvej 28,479,Decentralt værk,0.0,706000.0,700060.0,6.3,0.0,6.3,47.2252072,46.851479999999995,45.98748,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05670720000000001,0.0,0.0,47.1685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,2003-01-01
Stenvad,2023,Stenvad varmeværk,707,Fjernvarmeværk,0.0,706000.0,700060.0,1.63,0.0,1.63,11.649444,10.065959999999999,10.0548,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.043044,0.0,0.0,0.0,0.0,0.0,0.0,11.6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1998-09-01
Stoholm Fjernvarme,2023,Stoholm Fjernvarmeværk Amba,791,Fjernvarmeværk,0.0,2118000.0,2100180.0,25.92,4.87,18.740000000000002,103.5140552,80.41572,80.41572,14.526,14.526,4.4677729231,1.5322270769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.958055200000004,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,14.7050964,31.0509036,net,2004-11-08
Store Merløse Fjernvarme,2023,St.Merløs Varmeværk,316,Fjernvarmeværk,0.0,706000.0,700060.0,7.5,0.0,6.7,41.047405000000005,38.32452,38.32452,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9505549999999999,0.0,0.0,0.0,0.0,0.0,40.09685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1984-09-01
Storkøbenhavns Fjernvarme,2023,ARGO Roskilde KraftVarmeVærk,265,Erhvervsværk,2.0,764220.0,767800.0,138.1,33.099999999999994,96.8,3571.0194414,2719.879,2719.879,758.6532,652.7601241200001,0.7573800199,1.2426199801000002,0.0,0.0,0.0,0.0,6.8518874,0.0,0.0,19.824354,3544.3432000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Albertslund Varmeværk,165,Fjernvarmeværk,9.0,3177000.0,3150270.0,145.059,0.0,132.44,48.123755244,35.214,35.214,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.485018,0.0,0.0,46.638737244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Amagerværket,101,Centralt værk,2.0,702200.0,700020.0,862.0,214.0,651.0,13891.050234000002,10823.261559999999,10823.261559999999,3184.2396,2752.1675999999998,0.7755190525,1.2244809475,0.0,0.0,0.0,0.0,50.375778,0.0,0.0,0.0,0.0,0.0,0.0,9687.224456,0.0,4153.45,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Avedøre Fjernvarme A.m.b.a,167,Fjernvarmeværk,1.0,353000.0,350030.0,14.0,0.0,14.0,4.297392,4.057,4.057,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.297392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Avedøreværket,167,Centralt værk,3.0,1053300.0,1050030.0,1829.75,805.6,936.5,22069.1176031731,8688.82003,8650.19409,8042.5584,7390.57788,1.3906963299,1.6093036701,0.0,0.0382632731,35.76072,0.0,29.6849359,0.0,0.0,434.849184,0.0,0.0,1609.3695,0.0,0.0,19959.415,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Ballerup Krematorium - overskudsvarme,151,Erhvervsværk,0.0,960300.0,960000.0,0.2,0.0,0.2,2.2608,2.2608,2.2608,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2608,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Brokær Varmecentral,153,Fjernvarmeværk,0.0,353000.0,350030.0,15.5,0.0,14.0,0.0272612,0.0253,0.0253,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0272612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Brøndby Strand Fjernvarmecentral,153,Fjernvarmeværk,3.0,1059000.0,1050090.0,79.1,0.0,79.1,24.001383999999998,21.242,21.242,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.157828,0.0,0.0,23.843556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Brøndbyvester Fjernvarmecentral,153,Fjernvarmeværk,3.0,1059000.0,1050090.0,31.6,0.0,31.6,4.3714769,4.07,4.07,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.3714769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Brøndbyøster Fjernvarmecentral,153,Fjernvarmeværk,3.0,1059000.0,1050090.0,36.0,0.0,29.0,28.4380459,24.294999999999998,24.294999999999998,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.027619900000000003,0.0,0.0,28.410426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,CP Kelco ApS,259,Erhvervsværk,1.0,205900.0,200020.0,7.0,0.0,7.0,85.008,82.46,79.91,0.0,0.0,0.9690759156,0.0,0.0309240844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.458,0.0,0.0,2.55,0.0,name,
Storkøbenhavns Fjernvarme,2023,CTR I/S GRC (Gladsaxe Ringvej Centralen),159,Fjernvarmeværk,2.0,706000.0,700060.0,32.0,0.0,30.0,61.6584672,60.092,60.092,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.65846720000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,CTR KLC2 - Københavns Lufthavn,185,Fjernvarmeværk,3.0,1059000.0,1050090.0,64.5,0.0,60.0,2.47746916,1.7620099999999999,1.7620099999999999,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.4774691599999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,CTR Nybrovej Centralen,157,Fjernvarmeværk,3.0,1059000.0,1050090.0,65.4,0.0,63.2,43.920918194,43.232998084,43.232998084,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.3455913099999999,0.0,0.0,1.9306188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.644708084,0.0,name,
Storkøbenhavns Fjernvarme,2023,CTR Spidslastcentral Phistersvej,157,Fjernvarmeværk,2.0,706000.0,700060.0,29.8,0.0,27.2,84.78990056999999,78.40700000000001,78.40700000000001,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,84.78990056999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,CTR Utterslev Varmecentral,101,Fjernvarmeværk,2.0,706000.0,700060.0,44.0,0.0,40.0,0.57392,0.41700000000000004,0.41700000000000004,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.57392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Central Vindinge Vest,265,Fjernvarmeværk,0.0,706000.0,700060.0,0.64,0.0,0.58,5.544178199999999,5.02236,5.02236,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.544178199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,DSB Klargøring,185,Erhvervsværk,0.0,491000.0,490010.0,2.4,0.92,1.2,1.6579728,0.9518399999999999,0.9518399999999999,0.5903999999999999,0.5903999999999999,0.2870493412,0.7129506588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6579728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Damagercentralen,253,Fjernvarmeværk,0.0,1059000.0,1050090.0,19.25,0.0,16.82,6.3701748,5.26212,5.26212,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3701748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Damhusåen Renseanlæg,101,Erhvervsværk,0.0,740000.0,740000.0,2.45,0.6,1.51,52.969713,33.908,9.946800000000001,10.35,10.35,0.4874691756,0.7262388281,0.7862919963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.969713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Energivejcentralen,169,Fjernvarmeværk,0.0,353000.0,350030.0,0.245,0.0,1.0,15.12,15.12,14.8356,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.881600000000001,10.2384,name,
Storkøbenhavns Fjernvarme,2023,Fjernvarmecentralen Avedøre Holme,167,Fjernvarmeværk,3.0,1059000.0,1050090.0,49.5,0.0,46.0,46.8602244,42.136400000000016,42.136400000000016,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.86022440000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Frederiksberg Varmecentral,147,Fjernvarmeværk,4.0,1412000.0,1400120.0,216.0,0.0,200.0,22.421583730000002,16.39,16.39,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,22.42158373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Gladsaxe Spidslastanlæg,159,Fjernvarmeværk,2.0,706000.0,700060.0,102.0,0.0,100.0,280.8871129,279.543,279.543,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0213301,0.0,0.0,68.1057828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.76,0.0,name,
Storkøbenhavns Fjernvarme,2023,H.C. Ørsted Værket,101,Centralt værk,3.0,1053300.0,1050030.0,333.0,21.0,291.7,522.345109968,408.32546,408.32546,60.77124000000001,57.9096,2.3215259898,0.6784740102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.345109968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,HOFOR - Lygten Varmecentral,101,Fjernvarmeværk,4.0,1412000.0,1400120.0,95.2,0.0,97.2,313.50394767,315.871,315.871,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.66363087,0.0,0.0,312.84031680000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,HOFOR - Sundholm varmecentral,101,Fjernvarmeværk,5.0,1765000.0,1750150.0,98.5,0.0,92.19999999999999,95.04089651000001,87.84100000000001,87.84100000000001,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,93.00735886999999,0.0,0.0,2.03353764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,HOFOR - Østre varmecentral,101,Fjernvarmeværk,3.0,1059000.0,1050090.0,69.0,0.0,69.0,9.58471509,8.18,8.18,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.58471509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Hedegårdens varmecentral (I/S Vestforbrænding),151,Fjernvarmeværk,2.0,706000.0,700060.0,51.68,0.0,46.52,34.4894733,32.60376,31.77252,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2493520999999999,0.0,0.0,33.2401212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Helgeshøj Alle,169,Fjernvarmeværk,0.0,353000.0,350030.0,0.345,0.0,1.4,25.7616,25.7616,25.7616,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.666,0.0,0.0,7.0956,0.0,name,
Storkøbenhavns Fjernvarme,2023,Helgeshøj-Centralen,169,Fjernvarmeværk,0.0,353000.0,350030.0,16.7,0.0,15.0,6.3613836,5.79,5.687,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3613836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Hundige Fjernvarmeværk,253,Fjernvarmeværk,3.0,1059000.0,1050090.0,36.663,0.0,33.730000000000004,1.094035,1.0030000000000001,1.0030000000000001,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0940349999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Hvidovre Midt Amba,167,Fjernvarmeværk,1.0,353000.0,350030.0,6.0,0.0,6.0,5.674634,5.188,5.188,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.674633999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Høje Gladsaxe Varmecentral,159,Fjernvarmeværk,3.0,1059000.0,1050090.0,58.800000000000004,0.0,54.0,84.8580876,76.91923,76.91923,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.8580876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2023,Høje Taastrup Fjernvarme - Litauen Alle,169,Fjernvarmeværk,0.0,353000.0,350030.0,0.755,0.0,3.2,14.04,14.04,13.68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.834,10.206,name,
Storkøbenhavns Fjernvarme,2023,Høje Taastrup Fjernvarme - Malervej-centralen,169,Fjernvarmeværk,2.0,706000.0,700060.0,33.4,0.0,30.0,12.93375848,12.299999999999999,12.172,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8674800799999999,0.0,0.0,12.0662784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
