fv_net_navn,aar,vaerk_navn,vaerk_kommune,vrktypenavn,kvoteaktivitet,DB07,NR117,indfyretkapacitet_MW,elkapacitet_MW,varmekapacitet_MW,brutto_TJ,varmeprod_TJ,varmelev_TJ,elprod_TJ,ellev_TJ,andel_varmelev,andel_el,andel_process,kul_TJ,fuelolie_TJ,spildolie_TJ,gasolie_TJ,raffinaderigas_TJ,lpg_TJ,naturgas_TJ,affald_TJ,biogas_TJ,halm_TJ,skovflis_TJ,trae- og biomasseaffald_TJ,traepiller_TJ,bio-olie_TJ,braendselsfrit_TJ,solenergi_TJ,vandkraft_TJ,elektricitet_TJ,omgivelsesvarme_TJ,match_type,idriftdato
Tarm Fjernvarme (fra 2013 incl. Ådum),2021,Tarm Varmeværk (Tværvej),760,Fjernvarmeværk,0.0,2116100.0,2100160.0,41.5,0.7,42.3,254.5605236,241.21800000000002,232.8732,0.1296,0.1296,5.209621633,0.790378367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3778236,0.0,0.0,0.0,129.7491,0.0,56.21,0.0,0.0,23.9436,0.0,11.6388,32.6412,net,1982-01-01
Terndrup Fjernvarme,2021,Terndrup Fjernvarme,840,Fjernvarmeværk,0.0,706000.0,700060.0,10.3,0.0,10.3,75.9024395,68.8896,68.54652,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.9024395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,2012-01-01
Thisted Fjernvarme,2021,Thisted Varmeforsyning - Geotermisk anlæg,787,Fjernvarmeværk,3.0,3555320.0,3534130.0,95.17,5.41,92.922,831.5980956000001,669.8376000000001,669.258,82.1223504,70.6815504,7.3669003358000005,2.6322327771,0.0008668871,0.0,0.0,0.0,0.0,0.0,0.0,30.6547956,565.7008,0.0,157.847,0.0,23.0319,0.0,0.0,54.3636,0.0,0.0,0.0,0.0,net,1961-01-01
Thorsager Fjernvarme,2021,Thorsager Fjernvarmeværk,706,Fjernvarmeværk,0.0,353000.0,350030.0,3.15,0.0,3.15,39.208,34.8048,34.8048,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,2007-09-01
Thorsminde Fjernvarme,2021,Thorsminde Fjernvarme A.m.b.a.,661,Fjernvarmeværk,0.0,353000.0,350030.0,1.6,0.0,1.6,24.318,20.3095,20.3095,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1993-01-01
Thorsø Fjernvarme,2021,Thorsø Fjernvarmeværk,710,Decentralt værk,0.0,1412000.0,1400120.0,12.700000000000001,2.1,10.299999999999999,74.1571184,59.40684,59.206680000000006,13.54248,13.2786,3.2806702867,0.7193297133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9257004,0.0,32.320658,0.0,0.0,0.0,0.0,0.0,29.25684,0.0,0.0,2.65392,0.0,net,1986-01-01
Thyborøn Fjernvarme,2021,Thyborøn Fjernvarme A.m.b.a.,665,Fjernvarmeværk,0.0,706000.0,700060.0,10.7,0.0,13.100000000000001,94.86154,105.0732,105.0732,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.86154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1994-04-01
Tim Fjernvarme,2021,Tim Kraftvarmeværk,760,Decentralt værk,0.0,1404400.0,1400040.0,9.6,2.0,6.7,49.606149599999995,39.2868,39.2868,7.1424,7.1424,3.2629087356,0.7370912644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7193496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.534,0.0,5.13,13.2228,net,1991-01-01
Tirstrup,2021,Tirstrup Varmeværk,706,Fjernvarmeværk,0.0,1059000.0,1050090.0,3.2,0.0,3.75,26.543656,22.809600000000003,22.7772,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.750456,0.0,0.0,0.0,0.0,0.0,0.0,17.6328,0.0,0.0,0.0,0.0,0.0,0.0,3.1104,4.050000000000001,net,2000-01-01
Tistrup Fjernvarme,2021,Tistrup Varmeværk,573,Decentralt værk,0.0,1404400.0,1400040.0,13.030000000000001,2.1,10.57,55.1913804,48.817656,48.137904,6.240672,6.190416,2.5789924072,1.4210075928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.3706684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.820712,0.0,0.0,0.0,net,1964-08-19
Toftlund Fjernvarme,2021,Toftlund Fjernvarmecentral,550,Decentralt værk,5.0,1765000.0,1750150.0,32.345,5.5,25.8,104.4346248,93.5424,93.5424,11.3688,11.3688,4.2933567329999995,0.706643267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6918808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.156,0.0,20.586744,0.0,net,1995-01-01
Tommerup Fjernvarme I/S (fusion af Tommerup by Fjernvarme og Tommerup Stationsby Fjernvarme),2021,Tommerup Bys Fjernvarmeforsyning,420,Fjernvarmeværk,0.0,2118000.0,2100180.0,29.7,0.85,29.05,96.47408048,100.96225199999999,99.72341999999999,0.0018,0.0018,5.2750275028,0.7249724972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.84988048,0.0,0.0,0.0,37.04,0.0,0.0,0.0,0.0,21.57408,0.0,4.62492,9.3852,net,1984-05-01
Tranebjerg Fjernvarme,2021,Tranebjerg Fjernvarmeværk,741,Fjernvarmeværk,0.0,1059000.0,1050090.0,6.8,0.0,6.8,48.59525,44.015616,44.015616,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3587,0.0,0.0,0.0,0.0,0.0,47.154,0.0,0.0,1.08255,0.0,0.0,0.0,0.0,0.0,0.0,net,1992-09-01
Tranum Fjernvarme,2021,An/S Tranum Kraftvarmeværk,849,Decentralt værk,0.0,706000.0,700060.0,3.88,0.74,2.51,8.4273948,6.300000000000001,6.300000000000001,2.4552,2.4552,1.3349939530000001,0.665006047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4273948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1995-01-01
Troldhede Fjernvarme,2021,Troldhede Varmeværk I/S,760,Decentralt værk,0.0,706000.0,700060.0,1.561,0.0,1.561,21.9316032,20.80152,20.80152,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.062443200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5311076,11.3380524,net,1997-01-01
Trustrup-Lyngby,2021,Trustrup-Lyngby Varmeværk,707,Fjernvarmeværk,0.0,706000.0,700060.0,9.1,0.0,9.1,53.312400000000004,53.4672,53.424,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5108,0.0,0.0,0.0,0.0,12.8016,0.0,0.0,0.0,net,1998-01-01
Tversted Fjernvarme,2021,Tversted Kraftvarmeværk A.m.b.a.,860,Decentralt værk,0.0,1404400.0,1400040.0,10.32,1.82,7.91,29.519816,28.34514,28.022904,0.81,0.81,3.2261829946,0.7738170054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5548919999999997,0.0,0.0,0.0,0.0,0.0,17.8367,0.0,0.0,8.128224000000001,0.0,0.0,0.0,net,1995-01-01
Tårs Fjernvarme,2021,Taars Varmeværk Amba,860,Decentralt værk,0.0,1412000.0,1400120.0,23.75,4.99,17.4,135.6424524,70.28208000000001,69.65172000000001,39.26556000000001,38.58372,3.1904674235,0.8095325765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0122124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.630240000000002,0.0,0.0,0.0,net,1987-01-01
Tønder Fjernvarme,2021,Tønder Fjernvarmeselskab Amba (Østergade),550,Fjernvarmeværk,0.0,2824000.0,2800240.0,61.75,0.0,59.75,275.3540352,301.031504,301.031504,0.33588,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.57155120000002,0.0,0.0,0.0,82.7856,0.0,0.0,0.0,0.0,0.0,0.0,37.996884,0.0,net,1989-06-01
Tørring Fjernvarme,2021,Tørring Kraftvarmeværk,766,Decentralt værk,0.0,2457700.0,2450070.0,30.247,5.1,24.86,143.8343576,98.64359999999999,98.64359999999999,36.4644,36.4644,6.2353638584999995,0.7646361415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.38525760000002,0.0,0.0,0.0,0.0,0.0,18.1475,0.0,0.0,29.034,0.0,6.267600000000001,0.0,net,2003-10-21
Ulbjerg Fjernvarme,2021,Ulbjerg Kraftvarme,791,Decentralt værk,0.0,1053300.0,1050030.0,3.8811109999999998,0.74,2.94,21.299053200000003,18.008352,18.008352,0.737712,0.737712,2.1685825201,0.8314174799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6854532,0.0,0.0,14.703,0.0,2.9106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1991-10-15
Uldum Fjernvarme,2021,Rask Mølle Kraftvarmeværk I/S,766,Decentralt værk,0.0,1763100.0,1750130.0,20.490000000000002,1.5,19.45,103.9930412,108.09982,108.05966,1.08036,1.08036,4.1931886102,0.8068113898,0.0,0.0,0.0,0.0,0.057392,0.0,0.0,4.2303492,0.0,0.0,0.0,99.7053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1956-10-01
Ulfborg Fjernvarme,2021,Ulfborg Fjernvarmeværk A.m.b.a.,661,Fjernvarmeværk,0.0,706000.0,700060.0,10.0,0.0,10.7,93.53124,93.53124,93.53124,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.53124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,2013-01-16
Ullerslev Fjernvarme,2021,Dansk Træemballage (Ulsa),450,Erhvervsværk,0.0,162400.0,160000.0,0.95,0.0,0.85,19.899288,17.312364,15.72732,0.0,0.0,0.9084443927,0.0,0.0915556073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.899288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,2007-01-01
Ulsted Fjernvarme,2021,Ulsted Varmeværk,851,Fjernvarmeværk,0.0,706000.0,700060.0,7.0,0.0,7.0,47.6712,44.496,44.496,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.672,0.0,0.0,0.0,0.0,0.0,7.9992,0.0,0.0,0.0,net,2006-01-01
Vaarst-Fjellerad Fjernvarme,2021,Vaarst-Fjellerad Kraftvarme A.m.b.a.,851,Decentralt værk,0.0,1053300.0,1050030.0,8.599,2.0,5.699,41.365332,30.350630000000002,30.350630000000002,6.505199999999999,6.505199999999999,2.2058748159999997,0.794125184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.293514000000002,0.0,0.0,0.0,20.071818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1994-01-01
Vegger Fjernvarme,2021,Energi Vegger A M B A,820,Decentralt værk,0.0,1056300.0,1050060.0,4.53,1.27,2.955,72.490608,32.28499,14.91571,25.04016,25.04016,1.459718365,1.540281635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.490608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1990-01-01
Vejby-Tisvilde,2021,Vejby-Tisvilde Kraftvarmeværk,270,Decentralt værk,0.0,2118000.0,2100180.0,21.259999999999998,3.0,16.6,93.4530256,78.99119999999999,78.99119999999999,10.4948568,10.4948568,3.754255635,2.245744365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.18737560000001,0.0,0.0,0.0,0.0,0.0,7.91245,0.0,0.0,14.3532,0.0,0.0,0.0,net,1997-11-01
Vejen Fjernvarme,2021,Vejen Varmeværk,575,Fjernvarmeværk,0.0,3513000.0,3490210.0,44.9,0.0,46.0,395.1731592,404.8344,404.8344,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7639592,0.0,0.0,181.6995,167.55810000000002,0.0,0.0,0.0,38.6352,0.0,0.0,2.5164,0.0,net,1992-01-01
Vemb Fjernvarme,2021,Vemb Varmeværk,661,Fjernvarmeværk,0.0,1059000.0,1050090.0,9.879999999999999,0.0,9.65,54.571752000000004,57.83004,57.83004,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.39175200000000004,0.0,0.0,0.0,0.0,0.0,0.0,54.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,2012-01-01
Vesløs Fjernvarme,2021,Vesløs Fjernvarme Amba,787,Fjernvarmeværk,0.0,706000.0,700060.0,0.98,0.0,0.96,21.018,17.234,17.234,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1995-01-01
Vester Hjermitslev Fjernvarme,2021,Vester Hjermitslev Varmeværk,849,Fjernvarmeværk,0.0,706000.0,700060.0,2.2,0.0,2.2,13.65804,13.65804,13.49316,0.0,0.0,2.0,0.0,0.0,0.0,0.297648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.360392,0.0,0.0,0.0,0.0,0.0,0.0,net,1984-01-01
Vestervig Fjernvarme,2021,Vestervig Fjernvarme,787,Fjernvarmeværk,0.0,706000.0,700060.0,7.0,0.0,6.75,48.22529924,53.86320000000001,53.762004,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02338724,0.0,0.0,0.0,0.0,0.0,0.0,48.20191200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1964-06-01
Viborg Fjernvarme,2021,Viborg Varme Produktion A/S Farvervej 9,791,Fjernvarmeværk,3.0,3877300.0,3850270.0,219.74499999999998,57.0,149.77,1903.0709184,1269.6299999999999,1269.6299999999999,532.2204,524.1672,10.2384718173,0.7615281827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1891.0609344,0.0,7.502783999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4688,3.0384,net,1996-01-01
Videbæk Fjernvarme,2021,Videbæk Varme A/S Godthåbsvej,760,Fjernvarmeværk,4.0,1832400.0,1800240.0,63.696,18.388,44.808,665.7219207,314.4035664,200.0412,253.944792,253.944792,2.8432319437999998,4.7004301304,0.4563379258,0.0,0.0,0.0,0.0,0.0,0.0,117.77721120000001,0.0,505.5691095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3756,0.0,net,1987-04-01
Vig,2021,Vig,306,Decentralt værk,0.0,1412000.0,1400120.0,10.06,1.84,9.18,59.4409212,56.33964,56.33964,1.965456,1.277532,2.5121213189000002,1.4878786811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0078812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.27572,27.15732,net,1999-01-01
Vildbjerg Fjernvarme,2021,Vildbjerg Varme A/S,657,Decentralt værk,6.0,2118000.0,2100180.0,59.29,7.28,51.4,210.8563092,151.69028400000002,151.69028400000002,48.20724,48.20724,4.5309123512,1.4690876488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.1589452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0694,0.0,47.627964,0.0,net,1994-11-01
Vinderup - Sevel Fjernvarme,2021,Vinderup Varmeværk,661,Decentralt værk,7.0,3173200.0,3150230.0,55.1,9.440000000000001,44.94,245.2980616,152.82108,151.819164,89.47728,89.47584,6.1010428543,2.8989571457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2305616,0.0,165.3109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.756600000000002,0.0,net,1983-12-01
Vivild Fjernvarme,2021,Vivild Varmeværk Nørregade 21,707,Fjernvarmeværk,0.0,706000.0,700060.0,9.2,0.0,9.2,56.5437,54.4788,54.4788,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.9929,0.0,0.0,0.0,0.0,9.5508,0.0,0.0,0.0,net,2008-11-01
Voersaa Fjernvarme,2021,Voersaa Kraftvarmeværk A.m.b.a.,813,Decentralt værk,0.0,1053300.0,1050030.0,6.45,0.92,5.35,19.746756,18.6605784,18.6605784,1.130148,1.1268,2.2829831003,0.7170168997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.825052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921704000000001,0.0,0.0,0.0,net,1993-01-01
Vojens Fjernvarme,2021,Vojens Fjernvarme Hejmdals Brovej,510,Fjernvarmeværk,5.0,3530000.0,3500300.0,109.2,9.01,95.3,222.6497688,203.52603599999998,200.448036,16.53768,15.88968,7.7224451344,2.2775548656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0545688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.1312,0.0,58.464,0.0,net,1984-10-01
Voldby,2021,Voldby Varmeværk,707,Fjernvarmeværk,0.0,706000.0,700060.0,2.1,0.0,2.1,13.6060322,12.7818,12.765600000000001,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1456322,0.0,0.0,0.0,0.0,0.0,0.0,13.4604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,2002-01-01
Vordingborg Fjernvarme,2021,Bødkervænget Varmecentral,390,Fjernvarmeværk,0.0,1408200.0,1400080.0,63.42,9.98,48.8,650.0944532,451.75,451.75,141.3828,127.6668,3.3365533640000002,0.663446636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7744532,0.0,0.0,494.102,151.21800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1989-01-01
Vorupør Fjernvarme,2021,Vorupør Kraftvarmeværk AMBA,787,Decentralt værk,0.0,1755500.0,1750050.0,8.16,1.472,6.68,38.0464092,33.8436,32.7816,1.3841999999999999,1.3654800000000002,3.5877682151,1.4122317849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9272092,0.0,0.0,27.3276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791600000000001,0.0,net,1995-01-01
Vrå Fjernvarme,2021,Vrå Varmeværk,860,Decentralt værk,0.0,1765000.0,1750150.0,34.551,0.0,32.3,140.7641532,142.67268,114.34788,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2286532,0.0,0.0,88.4355,0.0,0.0,0.0,0.0,0.0,19.26,0.0,15.84,0.0,net,1989-01-01
Væggerløse Fjernvarme,2021,Sydfalster Varmeværk Amba,376,Fjernvarmeværk,0.0,1412000.0,1400120.0,22.4,0.0,22.4,123.59930499999999,121.17600000000002,121.17600000000002,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.412505,0.0,0.0,0.0,0.0,0.0,50.0685,0.0,52.011500000000005,0.0,0.0,0.0,21.1068,0.0,0.0,0.0,net,1988-08-01
Værum-Ørum Fjernvarme,2021,Værum-Ørum Kraftvarmeværk,730,Decentralt værk,0.0,1755500.0,1750050.0,14.969999999999999,1.5,12.700000000000001,43.636252400000004,31.0032,31.0032,4.8924,4.8924,4.2157876583,0.7842123417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0671524,0.0,0.0,0.0,0.0,0.0,8.0675,0.0,0.0,6.501600000000001,0.0,0.0,0.0,net,1995-01-01
Århus Fjernvarme,2021,Kredsløb Energianlæg Lisbjerg,751,Erhvervsværk,23.0,16440170.0,16340440.0,2438.8838,780.724,1585.911,29525.946706995,12421.435084,12350.096014400002,9626.857689600001,8699.8125096,36.0061564335,8.0124211025,0.9814224641,6928.3302,393.34846,0.0,53.026359369999994,0.0,6.8625e-05,0.0,3297.7574,83.864279,2964.61343,722.7254399999999,7.627,14444.85189,0.0,217.5615,0.0,0.0,402.946452,9.294228000000002,net,1958-01-01
Ærøskøbing Fjernvarme,2021,Ærøskøbing Fjernvarme Halmfyringsanlægget,492,Fjernvarmeværk,0.0,1059000.0,1050090.0,8.45,0.0,8.1,57.460899999999995,51.321600000000004,51.321600000000004,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.13030000000001,0.0,0.0,2.345,0.0,0.0,8.9856,0.0,0.0,0.0,net,1963-01-01
Ø.Hurup,2021,Øster Hurup Kraftvarme,846,Decentralt værk,0.0,1412000.0,1400120.0,10.12,1.47,8.61,34.2308764,30.006,30.006,1.4148,1.4148,3.2445623572,0.7554376428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5918764,0.0,0.0,23.635,0.0,0.0,0.0,0.0,0.0,5.004,0.0,0.0,0.0,net,1997-04-01
Ølgod Fjernvarme,2021,Ølgod Fjernvarmeselskab Amba. Industrivej 11,573,Decentralt værk,0.0,1765000.0,1750150.0,32.269999999999996,0.0,31.5,204.49043840000002,196.9128,193.8636,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.961316,0.0,0.0,4.854722400000001,0.0,0.0,0.0,188.55460000000002,0.0,0.245,0.0,0.0,0.0,0.0,9.8748,0.0,net,2006-09-15
Ørding Fjernvarme,2021,Sdr. Herreds Kraftvarmeværker Ørding,773,Decentralt værk,0.0,1053300.0,1050030.0,3.41,0.66,2.59,15.557286,13.0824,13.0824,0.8316,0.8316,2.2541353326999998,0.7458646673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.377286,0.0,0.0,0.0,0.0,12.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1994-01-01
Ørnhøj-Grønbjerg Fjernvarme,2021,Ørnhøj Grønbjerg Kraftvarmeværk A.m.b.a.,657,Decentralt værk,0.0,1404400.0,1400040.0,15.149999999999999,2.0,11.85,47.5490988,42.79032,42.79032,2.024784,2.024784,3.3076043848,0.6923956152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.783498800000001,0.0,0.0,32.2452,0.0,0.0,0.0,0.0,0.0,7.5204,0.0,0.0,0.0,net,1992-01-01
Ørslev-Terslev Fjernvarme,2021,Ørslev/Terslev Kraftvarmeforsyning,320,Decentralt værk,0.0,1053300.0,1050030.0,9.5,2.02,6.4,34.011309168,27.353880000000004,27.353880000000004,3.8772,3.8772,2.2248614579,0.7751385421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.698337168,0.0,0.0,0.0,0.0,0.0,21.312972,0.0,0.0,0.0,0.0,0.0,0.0,net,1996-01-01
Ørsted Fjernvarme,2021,Ørsted Fjernvarmeværk,707,Fjernvarmeværk,0.0,706000.0,700060.0,15.100000000000001,0.0,13.8,68.9426849,62.41208,62.41208,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.009684900000000001,0.0,0.0,0.0,0.0,0.0,68.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,2007-10-09
Ørum Fjernvarme (Nørre Djurs),2021,Ørum Varmeværk (Djurs),707,Fjernvarmeværk,0.0,706000.0,700060.0,4.5,0.0,4.5,30.9224713,28.624032000000003,28.4436,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3224713,0.0,0.0,0.0,0.0,0.0,0.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1993-10-01
Ørum Fjernvarme (Tjele),2021,Ørum Varmeværk (Tjele),791,Decentralt værk,0.0,1412000.0,1400120.0,14.8,2.07,13.42,51.4509264,48.114,47.5452,3.024,3.0024,3.2723717007,0.7276282993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2985264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.92,0.0,7.3692,17.8632,net,1963-01-01
Østbirk Fjernvarme,2021,Østbirk Varmeværk a.m.b.a Industrivej 9,615,Fjernvarmeværk,0.0,706000.0,700060.0,10.125,0.0,10.125,57.271572000000006,59.491,59.491,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.559572,0.0,0.0,0.0,0.0,0.0,0.0,56.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,2005-11-01
Øster Assels Fjernvarme,2021,Sdr. Herreds Kraftvarmeværker Ø. Assels,773,Decentralt værk,0.0,1053300.0,1050030.0,3.84,0.74,2.99,12.090748399999999,9.9936,9.9936,0.8208000000000001,0.8208000000000001,2.2422678641,0.7577321359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6242484,0.0,0.0,5.4665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1994-01-01
Øster Hornum Fjernvarme,2021,Øster Hornum Varmeværk,840,Fjernvarmeværk,0.0,1059000.0,1050090.0,7.8,0.0,7.0,39.757771899999995,37.210788,37.210788,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0132719,0.0,0.0,0.0,0.0,0.0,39.744499999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1991-10-01
Østerild Fjernvarme,2021,Østerild Fjernvarme,787,Fjernvarmeværk,0.0,353000.0,350030.0,4.0,0.0,4.0,31.049,31.049,25.072,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1991-07-01
Østerlars-Østermarie-Gudhjem Fjernvarme,2021,Østerlars Halmvarmeværk,400,Fjernvarmeværk,0.0,1059000.0,1050090.0,7.35,0.0,7.85,65.71642400000002,64.202412,64.202412,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.3225,0.0,0.0,0.3675,0.0,0.0,0.0,0.0,0.026424,0.0,net,2013-01-01
,2022,,779,Erhvervsværk,0.0,0.0,0.0,14.76,4.9399999999999995,7.62,72.4285904,54.547200000000004,54.2124,7.0451999999999995,7.0451999999999995,3.8340514283,3.1659485717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.678090400000002,0.0,0.0,51.7505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1995-01-01
0,2022,Næstved Fjernvarme Vestergårdsvej,370,Fjernvarmeværk,0.0,353000.0,350030.0,1.2,0.0,1.09,3.33828,3.33828,3.33828,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,2021-10-01
Aabenrå - Rødekro - Hjordkær Fjernvarme,2022,Hjordkær Fjernvarmeværk,580,Decentralt værk,1.0,4942000.0,4900420.0,132.5,0.6,127.6,1086.2869195399999,1046.387772,1046.387772,5.245272,5.245272,13.4213535795,0.5786464205,0.0,0.0,0.0,0.0,2.79550954,0.0,0.0,0.0,0.0,0.0,404.869,616.8142000000001,59.806,0.46900000000000003,1.53321,0.0,0.0,0.0,0.0,0.0,net,1993-01-01
